name,part_url,price,size,color,rpm,airflow,noise_level,pwm
Masscool FD12025B1L3/4,https://pcpartpicker.com/product/mdZQzy/masscool-fd12025b1l34-5205-cfm-120-mm-fan-fd12025b1l34,,120,Black,1500,52.05,25,false
Masscool FD08025S1M4,https://pcpartpicker.com/product/Qjdqqs/masscool-fd08025s1m4-3173-cfm-80-mm-fan-fd08025s1m4,,80,Black,2500,31.73,28,false
Masscool FD08025B1M3/4,https://pcpartpicker.com/product/FWFPxr/masscool-fd08025b1m34-3295-cfm-80-mm-fan-fd08025b1m34,,80,Black,2700,32.95,26.5,false
Masscool BLD-08025S1M,https://pcpartpicker.com/product/VqjG3C/masscool-case-fan-bld08025s1m,,80,Clear,2700,32.65,26.5,false
Logisys SF80,https://pcpartpicker.com/product/m4ckcf/logisys-sf80-226-cfm-80-mm-fan-sf80,,80,Gray / Blue,"900,2200",22.6,"17.6,23.4",false
Logisys SF120,https://pcpartpicker.com/product/FBkD4D/logisys-sf120-705-cfm-120-mm-fan-sf120,,120,Blue,1500,70.5,"17.6,27.8",false
Logisys LT400PL,https://pcpartpicker.com/product/ZgGkcf/logisys-case-fan-lt400pl,,80,Clear,1800,21.71,20,false
Logisys CF120RD,https://pcpartpicker.com/product/MJckcf/logisys-case-fan-cf120rd,,120,Clear,"1800,2000",69.15,39.29,false
Logisys CCF80UVGN,https://pcpartpicker.com/product/fYkD4D/logisys-case-fan-ccf80uvgn,,80,Green,2700,31.73,28,false
Logisys CCF80BL,https://pcpartpicker.com/product/4R7wrH/logisys-case-fan-ccf80bl,,80,Clear,2700,31.73,28,false
Evercool 1225H12B-Y21,https://pcpartpicker.com/product/jjdqqs/evercool-1225h12b-y21-14769-cfm-120-mm-fan-1225h12b-y21,,120,Black,4500,147.69,54.9,false
Evercool EC4020SH12BP,https://pcpartpicker.com/product/LR7wrH/evercool-ec4020sh12bp-40-mm-fan-ec4020sh12bp,14.97,40,Black,"3000,9000",,32,false
Evercool F-EC9733H12BA-B,https://pcpartpicker.com/product/QkphP6/evercool-f-ec9733h12ba-b-1519-cfm-92-mm-fan-f-ec9733h12ba-b,,92,Black,"2200,2800",15.19,26,false
Evercool Evergreen,https://pcpartpicker.com/product/ZNdqqs/evercool-egf-8-80-mm-fan-egf-8,,80,Green,1400,,16,false
Evercool Evergreen,https://pcpartpicker.com/product/TQrG3C/evercool-egf-12-3051-cfm-120-mm-fan-egf-12,,120,Green,800,30.51,16,false
Evercool FAN-AL12025B,https://pcpartpicker.com/product/8D9KHx/evercool-fan-al12025b-7914-cfm-120-mm-fan-fan-al12025b,,120,Silver,2000,79.14,,false
Evercool FAN-AL9025B,https://pcpartpicker.com/product/xpCwrH/evercool-fan-al9025b-409-cfm-92-mm-fan-fan-al9025b,,92,Silver,2200,40.9,,false
Evercool FAN-EC8015M12CA,https://pcpartpicker.com/product/vrNp99/evercool-fan-ec8015m12ca-2849-cfm-80-mm-fan-fan-ec8015m12ca,,80,Black,2500,28.49,26,false
Evercool FAN-EC4020M12CA,https://pcpartpicker.com/product/JKvRsY/evercool-fan-ec4020m12ca-562-cfm-40-mm-fan-fan-ec4020m12ca,,40,Black,5000,5.62,21,false
Evercool FAN-EC4010M12CA,https://pcpartpicker.com/product/6Jckcf/evercool-fan-ec4010m12ca-624-cfm-40-mm-fan-fan-ec4010m12ca,,40,Black,5000,6.24,21,false
Evercool FAN-ALED8025B2,https://pcpartpicker.com/product/Hc8Zxr/evercool-case-fan-fanaled8025b2,,80,Black,2500,32.4,12,false
Evercool FAN-EC12025M12C,https://pcpartpicker.com/product/jdZQzy/evercool-fan-ec12025m12c-7294-cfm-120-mm-fan-fan-ec12025m12c,,120,Black,2000,72.94,36,false
Evercool FAN-LD9225B-EC2,https://pcpartpicker.com/product/7QrG3C/evercool-case-fan-fanld9225bec2,,92,Clear,1600,25.8,22,false
Evercool FAN-EC9225M12CA,https://pcpartpicker.com/product/X8DwrH/evercool-fan-ec9225m12ca-3835-cfm-92-mm-fan-fan-ec9225m12ca,,92,Black,2200,38.35,25,false
Evercool FAN-EC8025M12CA,https://pcpartpicker.com/product/WFvRsY/evercool-fan-ec8025m12ca-324-cfm-80-mm-fan-fan-ec8025m12ca,,80,Black,2500,32.4,28,false
Evercool Spider Filter,https://pcpartpicker.com/product/bbbp99/evercool-sff-9-41-cfm-92-mm-fan-sff-9,,92,Red,2200,41,22,false
StarTech FANBOX,https://pcpartpicker.com/product/vPZQzy/startech-fanbox12-7294-cfm-120-mm-fan-fanbox12,14.18,120,Black,2000,72.94,30,false
StarTech FAN8X25TX3L,https://pcpartpicker.com/product/HXDwrH/startech-fan8x25tx3l-266-cfm-80-mm-fan-fan8x25tx3l,17.99,80,Black,2000,26.6,27,false
Scythe Gentle Typhoon,https://pcpartpicker.com/product/8TGkcf/scythe-gentle-typhoon-2825-cfm-120-mm-fan-d1225c12b2ap-12,32,120,Gray,800,28.25,9,false
Scythe Gentle Typhoon,https://pcpartpicker.com/product/mPw323/scythe-gentle-typhoon-37-cfm-120-mm-fan-d1225c12b3ap-13,,120,Gray,1150,37,16,false
Scythe Gentle Typhoon,https://pcpartpicker.com/product/V3Lypg/scythe-gentle-typhoon-5003-cfm-120-mm-fan-d1225c12b4ap-14,,120,Gray,1450,50.03,21,false
Aerocool Shark,https://pcpartpicker.com/product/qxphP6/aerocool-case-fan-shark120mmblueedition,,120,Blue,"800,1500","32.5,82.6","12.6,26.5",false
Aerocool Shark,https://pcpartpicker.com/product/KyYXsY/aerocool-shark-965-cfm-140-mm-fan-shark-140mm-black-edition,,140,Black,"800,1500","50,96.5","14.5,29.6",false
Aerocool Shark,https://pcpartpicker.com/product/QFvRsY/aerocool-case-fan-shark140mmblueedition,,140,Blue,"800,1500","50,96.5","14.5,29.6",false
Aerocool V12,https://pcpartpicker.com/product/tc8Zxr/aerocool-case-fan-v12blacklineedition,,120,Translucent Black,1000,29.7,17.3,false
Gelid Solutions Wing,https://pcpartpicker.com/product/wtzv6h/gelid-solutions-fn-fw09-20-b-3979-cfm-92-mm-fan-fn-fw09-20-b,,92,Translucent Blue,2000,39.79,22.5,false
NoiseBlocker BlackSilentPro P-1,https://pcpartpicker.com/product/tJJwrH/noiseblocker-nb-blacksilentpro-pk-1-2884-cfm-140-mm-fan-nb-blacksilentpro-pk-1,,140,Black,700,28.84,9,false
NoiseBlocker BlackSilentPro P-2,https://pcpartpicker.com/product/gL8Zxr/noiseblocker-nb-blacksilentpro-pk-2-3237-cfm-140-mm-fan-nb-blacksilentpro-pk-2,,140,Black,1200,32.37,22,false
NoiseBlocker BlackSilentPro P-3,https://pcpartpicker.com/product/qk2kcf/noiseblocker-nb-blacksilentpro-pk-3-9005-cfm-140-mm-fan-nb-blacksilentpro-pk-3,,140,Black,1700,90.05,"33,3",false
NoiseBlocker Black Silent Pro PK-HP,https://pcpartpicker.com/product/yfXfrH/noiseblocker-nb-black-silent-pro-pk-hp-7122-cfm-140-mm-fan-nb-blacksilentpro-pk-hp,,140,Black,1500,71.22,29,true
NoiseBlocker BlackSilentFan X-2,https://pcpartpicker.com/product/4DPfrH/noiseblocker-nb-blacksilentfan-xk-2-5002-cfm-140-mm-fan-nb-blacksilentfan-xk-2,,140,Translucent Blue,1100,50.02,20,false
NoiseBlocker BlackSilentFan X-1,https://pcpartpicker.com/product/YJJwrH/noiseblocker-nb-blacksilentfan-xk-1-3531-cfm-140-mm-fan-nb-blacksilentfan-xk-1,,140,Translucent Blue,800,35.31,13,false
NoiseBlocker BlackSilentFan X-1,https://pcpartpicker.com/product/BmXfrH/noiseblocker-nb-blacksilentfan-xl-1-4061-cfm-120-mm-fan-nb-blacksilentfan-xl-1,,120,Translucent Blue,1000,40.61,13,false
NoiseBlocker BlackSilentFan X-2,https://pcpartpicker.com/product/nQmLrH/noiseblocker-nb-blacksilentfan-xe-2-3825-cfm-92-mm-fan-nb-blacksilentfan-xe-2,,92,Translucent Blue,1800,38.25,21,false
NoiseBlocker BlackSilentFan X-1,https://pcpartpicker.com/product/f7tCmG/noiseblocker-nb-blacksilentfan-xe-1-2942-cfm-92-mm-fan-nb-blacksilentfan-xe-1,,92,Translucent Blue,1500,29.42,17,false
NoiseBlocker BlackSilentFan X-2,https://pcpartpicker.com/product/Lk2kcf/noiseblocker-nb-blacksilentfan-x-2-2648-cfm-80-mm-fan-nb-blacksilentfan-x-2,,80,Translucent Blue,1800,26.48,18,false
NoiseBlocker BlackSilentFan X-1,https://pcpartpicker.com/product/NGphP6/noiseblocker-nb-blacksilentfan-x-1-153-cfm-80-mm-fan-nb-blacksilentfan-x-1,,80,Translucent Blue,1300,15.3,10,false
NoiseBlocker BlackSilentFan X-2,https://pcpartpicker.com/product/zy6BD3/noiseblocker-nb-blacksilentfan-xm-2-394-cfm-40-mm-fan-nb-blacksilentfan-xm-2,,40,Translucent Blue,3800,3.94,14,false
NoiseBlocker BlackSilentFan X-1,https://pcpartpicker.com/product/jX4gXL/noiseblocker-nb-blacksilentfan-xm-1-288-cfm-40-mm-fan-nb-blacksilentfan-xm-1,,40,Translucent Blue,2800,2.88,9,false
NoiseBlocker BlackSilentPro P-P,https://pcpartpicker.com/product/pbmLrH/noiseblocker-nb-blacksilentpro-pl-ps-5885-cfm-120-mm-fan-nb-blacksilentpro-pl-ps,14.99,120,Black,1500,58.85,24,true
NoiseBlocker BlackSilentPro P-2,https://pcpartpicker.com/product/HN8Zxr/noiseblocker-nb-blacksilentpro-pl-2-565-cfm-120-mm-fan-nb-blacksilentpro-pl-2,,120,Black,1400,56.5,23,false
NoiseBlocker BlackSilentPro P-1,https://pcpartpicker.com/product/hqCwrH/noiseblocker-nb-blacksilentpro-pl-1-4002-cfm-120-mm-fan-nb-blacksilentpro-pl-1,,120,Black,900,40.02,12,false
NoiseBlocker BlackSilentPro P-1,https://pcpartpicker.com/product/vVxfrH/noiseblocker-nb-blacksilentpro-pe-1-2472-cfm-92-mm-fan-nb-blacksilentpro-pe-1,,92,Black,1300,24.72,14,false
NoiseBlocker BlackSilentPro P-P,https://pcpartpicker.com/product/JVxfrH/noiseblocker-nb-blacksilentpro-p-p-3178-cfm-80-mm-fan-nb-blacksilentpro-p-p,,80,Black,2000,31.78,18,true
NoiseBlocker BlackSilentPro P-1,https://pcpartpicker.com/product/Psdqqs/noiseblocker-nb-blacksilentpro-p-1-1724-cfm-80-mm-fan-nb-blacksilentpro-p-1,,80,Black,1500,17.24,15,false
NoiseBlocker BlackSilentPro P-P,https://pcpartpicker.com/product/d6Gkcf/noiseblocker-nb-blacksilentpro-pc-p-306-cfm-80-mm-fan-nb-blacksilentpro-pc-p,,80,Black,2500,30.6,26,true
NoiseBlocker BlackSilentPro P-1,https://pcpartpicker.com/product/D8phP6/noiseblocker-nb-blacksilentpro-pm-1-412-cfm-40-mm-fan-nb-blacksilentpro-pm-1,,40,Black,2800,4.12,14,false
NoiseBlocker ELoop B,https://pcpartpicker.com/product/wVxfrH/noiseblocker-nb-eloop-b12-p-7792-cfm-120-mm-fan-nb-eloop-b12-p,,120,White,2000,77.92,28,true
NoiseBlocker ELoop B,https://pcpartpicker.com/product/M8phP6/noiseblocker-nb-eloop-b12-hp-5809-cfm-120-mm-fan-nb-eloop-b12-hp,,120,White,1500,58.09,21,true
NoiseBlocker ELoop B,https://pcpartpicker.com/product/GfXfrH/noiseblocker-nb-eloop-b12-4-8846-cfm-120-mm-fan-nb-eloop-b12-4,,120,White,2400,88.46,34,false
NoiseBlocker ELoop B,https://pcpartpicker.com/product/NN8Zxr/noiseblocker-nb-eloop-b12-2-5114-cfm-120-mm-fan-nb-eloop-b12-2,,120,White,1300,51.14,17,false
NoiseBlocker ELoop B,https://pcpartpicker.com/product/nnPfrH/noiseblocker-nb-eloop-b12-1-3372-cfm-120-mm-fan-nb-eloop-b12-1,42.68,120,White,800,33.72,8,false
NoiseBlocker Multiframe,https://pcpartpicker.com/product/f8phP6/noiseblocker-nb-multiframe-m12-ps-5885-cfm-120-mm-fan-nb-multiframe-m12-ps,,120,Translucent Gray,1500,58.85,23,true
NoiseBlocker Multiframe,https://pcpartpicker.com/product/4C7wrH/noiseblocker-nb-multiframe-m12-p-7828-cfm-120-mm-fan-nb-multiframe-m12-p,,120,Translucent Gray,2000,78.28,29,true
NoiseBlocker Multiframe,https://pcpartpicker.com/product/Yr4gXL/noiseblocker-nb-multiframe-m12-3-7298-cfm-120-mm-fan-nb-multiframe-m12-3,,120,Translucent Gray,1800,72.98,27,false
NoiseBlocker Multiframe,https://pcpartpicker.com/product/Z8phP6/noiseblocker-nb-multiframe-m12-2-512-cfm-120-mm-fan-nb-multiframe-m12-2,,120,Translucent Gray,1250,51.2,16,false
NoiseBlocker Multiframe,https://pcpartpicker.com/product/THPfrH/noiseblocker-nb-multiframe-m12-1-3413-cfm-120-mm-fan-nb-multiframe-m12-1,,120,Translucent Gray,750,34.13,8,false
NoiseBlocker Multiframe,https://pcpartpicker.com/product/zMzv6h/noiseblocker-nb-multiframe-m8-s3-3472-cfm-80-mm-fan-nb-multiframe-m8-s3,,80,Translucent Gray,2200,34.72,19,false
NoiseBlocker Multiframe,https://pcpartpicker.com/product/jc9KHx/noiseblocker-nb-multiframe-m8-s2-2766-cfm-80-mm-fan-nb-multiframe-m8-s2,,80,Translucent Gray,1700,27.66,15,false
NoiseBlocker Multiframe,https://pcpartpicker.com/product/6X4gXL/noiseblocker-nb-multiframe-m8-s1-1765-cfm-80-mm-fan-nb-multiframe-m8-s1,,80,Translucent Gray,1200,17.65,8,false
NoiseBlocker Multiframe,https://pcpartpicker.com/product/BPw323/noiseblocker-nb-multiframe-m8-p-3178-cfm-80-mm-fan-nb-multiframe-m8-p,,80,Translucent Gray,2000,31.78,17,true
Phanteks F140TS,https://pcpartpicker.com/product/ttvRsY/phanteks-ph-f140ts-7809-cfm-140-mm-fan-ph-f140ts_rd,,140,Red,"750,1200","45.1,78.09","13.4,19",false
BitFenix Spectre,https://pcpartpicker.com/product/TwLypg/bitfenix-spectre-474-cfm-200-mm-fan-bff-scf-20020ww-rp,,200,White,700,47.4,20,false
BitFenix Spectre Pro,https://pcpartpicker.com/product/zKzv6h/bitfenix-case-fan-bfflpro14025wrp,,140,Black,1200,86.73,22.8,false
BitFenix Spectre Pro,https://pcpartpicker.com/product/j4H323/bitfenix-case-fan-bfflpro14025grp,,140,Clear,1200,86.73,22.8,false
BitFenix Spectre,https://pcpartpicker.com/product/VYvRsY/bitfenix-case-fan-bffblfp14025grp,,140,Translucent Black,1800,56.1,24.2,true
BitFenix Spectre,https://pcpartpicker.com/product/Yc9KHx/bitfenix-case-fan-bffblfp12025grp,,120,Translucent Black,1800,51.3,22.5,true
Cooler Master R4-L4S-10AB-GP,https://pcpartpicker.com/product/JJckcf/cooler-master-case-fan-r4l4s10abgp,,140,Clear,1000,60.9,16,false
Cooler Master R4-C2R-20AC-GP,https://pcpartpicker.com/product/c9kD4D/cooler-master-r4-c2r-20ac-gp-69-cfm-120-mm-fan-r4-c2r-20ac-gp,,120,Black,2000,69,19,false
Gelid Solutions Wing PL,https://pcpartpicker.com/product/fwdqqs/gelid-solutions-fn-fw12-15-b-643-cfm-120-mm-fan-fn-fw12-15-b,,120,Black / Blue,1500,64.3,"12,25",false
Gelid Solutions Wing PL,https://pcpartpicker.com/product/jTQypg/gelid-solutions-case-fan-fnfw12bpl18,,120,Black / Blue,"600,1800",75.59,"10,26.8",true
Cooler Master R4-SPS-20AK-GP,https://pcpartpicker.com/product/N8DwrH/cooler-master-r4-sps-20ak-gp-242-cfm-80-mm-fan-r4-sps-20ak-gp,,80,Black,2000,24.2,20,false
Cooler Master R4-S9S-19AK-GP,https://pcpartpicker.com/product/9JJwrH/cooler-master-r4-s9s-19ak-gp-3253-cfm-92-mm-fan-r4-s9s-19ak-gp,,92,Black,1900,32.53,20.8,false
Gelid Solutions Silent,https://pcpartpicker.com/product/CpCwrH/gelid-solutions-fn-sx09-15-3132-cfm-92-mm-fan-fn-sx09-15,,92,White,1500,31.32,20,false
Gelid Solutions Silent,https://pcpartpicker.com/product/DCH323/gelid-solutions-fn-sx08-16-2072-cfm-80-mm-fan-fn-sx08-16,,80,White,1600,20.72,18,false
Gelid Solutions Silent,https://pcpartpicker.com/product/4zQypg/gelid-solutions-fn-px12-15-58-cfm-120-mm-fan-fn-px12-15,,120,White,"750,1500",58,"12,25.5",true
Gelid Solutions Silent,https://pcpartpicker.com/product/TKvRsY/gelid-solutions-fn-px09-20-3789-cfm-92-mm-fan-fn-px09-20,,92,White,"900,2000",37.89,"11,23.5",true
Gelid Solutions Silent,https://pcpartpicker.com/product/LG9KHx/gelid-solutions-fn-px08-20-27-cfm-80-mm-fan-fn-px08-20,,80,White,"900,2000",27,"10,21.5",true
Gelid Solutions Wing PL,https://pcpartpicker.com/product/z4ckcf/gelid-solutions-case-fan-fnfw12pl18,,120,Green,"600,1800",75.59,"10,26.8",true
Gelid Solutions Silent TC,https://pcpartpicker.com/product/BCH323/gelid-solutions-fn-tx08-20-27-cfm-80-mm-fan-fn-tx08-20,,80,White,"900,2000",27,"10,21.5",false
Gelid Solutions Silent TC,https://pcpartpicker.com/product/Ntzv6h/gelid-solutions-fn-tx12-15-58-cfm-120-mm-fan-fn-tx12-15,,120,White,"750,1500",58,"12,25.5",false
Gelid Solutions Silent,https://pcpartpicker.com/product/ZpCwrH/gelid-solutions-fn-sx12-10-37-cfm-120-mm-fan-fn-sx12-10,,120,White,1000,37,20.2,false
Logisys LT80UVBL,https://pcpartpicker.com/product/3KvRsY/logisys-case-fan-lt80uvbl,,80,UV Blue,1800,21.71,20,false
Logisys LT400BL,https://pcpartpicker.com/product/Q37wrH/logisys-case-fan-lt400bl,,80,Clear,1800,21.71,20,false
Masscool BLD-12025V1,https://pcpartpicker.com/product/jYkD4D/masscool-case-fan-bld12025v1,,120,Clear,1500,60,23.5,false
Logisys LT80UVRD,https://pcpartpicker.com/product/9sDwrH/logisys-case-fan-lt80uvrd,,80,Red,1800,21.71,20,false
Logisys LT80UVGN,https://pcpartpicker.com/product/RL3RsY/logisys-case-fan-lt80uvgn,,80,Green,1800,21.71,20,false
Masscool FD12038S1M3/4,https://pcpartpicker.com/product/BfQypg/masscool-fd12038s1m34-10754-cfm-120-mm-fan-fd12038s1m34,,120,Black,2700,107.54,41.51,false
Masscool FDC14025S1L,https://pcpartpicker.com/product/rJckcf/masscool-fdc14025s1l-5712-cfm-140-mm-fan-fdc14025s1l,,140,Clear,1500,57.12,24.7,false
Nexus SP802512H-03PWM,https://pcpartpicker.com/product/Rsdqqs/nexus-sp802512h-03pwm-38-cfm-80-mm-fan-sp802512h-03pwm,,80,Clear,2800,38,16.2,true
Nexus DF1209SL-3PWM,https://pcpartpicker.com/product/HYkD4D/nexus-df1209sl-3pwm-435-cfm-92-mm-fan-df1209sl-3pwm,9.94,92,Clear,2500,43.5,15.8,true
Nexus DF1209SL-3,https://pcpartpicker.com/product/vzQypg/nexus-df1209sl-3-27-cfm-92-mm-fan-df1209sl-3,,92,White,1500,27,19.2,false
Nexus D12SL-12BL,https://pcpartpicker.com/product/hnxfrH/nexus-case-fan-d12sl12bl,,120,Clear,1000,36.86,18,false
Rosewill RFA-120-BL,https://pcpartpicker.com/product/gYkD4D/rosewill-case-fan-rfa120bl,,120,Blue,2000,74.48,29.28,false
Rosewill RCA-220-BL,https://pcpartpicker.com/product/3fQypg/rosewill-case-fan-rca220bl,,220,Clear,600,110,21,false
Prolimatech Vortex,https://pcpartpicker.com/product/HVkD4D/prolimatech-case-fan-prorv14led,,140,Red,1000,87,18.1,false
Prolimatech Vortex,https://pcpartpicker.com/product/hsDwrH/prolimatech-pro-bv14-87-cfm-140-mm-fan-pro-bv14,,140,Blue,1000,87,18.1,false
Nexus SP802512L-03,https://pcpartpicker.com/product/pZNp99/nexus-sp802512l-03-202-cfm-80-mm-fan-sp802512l-03,,80,White,1500,20.2,17.6,false
Silverstone Air Penetrator,https://pcpartpicker.com/product/CBkD4D/silverstone-ap121-3536-cfm-120-mm-fan-ap121,,120,Clear,1500,35.36,22.4,false
Rosewill RFA-80-WL,https://pcpartpicker.com/product/72JwrH/rosewill-case-fan-rfa80wl,,80,Clear,2500,33.21,22.41,false
Rosewill RFA-80-K,https://pcpartpicker.com/product/tXDwrH/rosewill-rfa-80-k-3321-cfm-80-mm-fan-rfa-80-k,,80,Black,2500,33.21,22.41,false
Rosewill RFA-120-WL,https://pcpartpicker.com/product/Q8DwrH/rosewill-case-fan-rfa120wl,,120,Clear,2000,74.48,29.28,false
Rosewill RFA-120-RL,https://pcpartpicker.com/product/Fwdqqs/rosewill-case-fan-rfa120rl,,120,Red,2000,74.48,29.28,false
Rosewill RFA-120-K,https://pcpartpicker.com/product/Vtzv6h/rosewill-rfa-120-k-7448-cfm-120-mm-fan-rfa-120-k,,120,Black,2000,74.48,29.28,false
Thermaltake Thunderblade,https://pcpartpicker.com/product/KvXfrH/thermaltake-case-fan-af0030,,120,Red,1800,70.2,31.7,false
Silverstone FN81,https://pcpartpicker.com/product/LvXfrH/silverstone-fn81-2546-cfm-80-mm-fan-fn81,,80,Black,2050,25.46,23.5,false
Silverstone FN,https://pcpartpicker.com/product/cQrG3C/silverstone-case-fan-fn181bl,,180,Clear,700,100,18,false
Silverstone FM,https://pcpartpicker.com/product/DrNp99/silverstone-fm181-150-cfm-180-mm-fan-fm181,,180,White,"500,1300","65,150","17,36",false
Xigmatek Crystal,https://pcpartpicker.com/product/ptzv6h/xigmatek-case-fan-clff1255,,120,Clear,1500,68.33,20,false
Xigmatek Crystal,https://pcpartpicker.com/product/tjdqqs/xigmatek-case-fan-clff1254,,120,Clear,1500,68.33,20,false
Xigmatek Crystal,https://pcpartpicker.com/product/g2JwrH/xigmatek-case-fan-clff1253,,120,Clear,1500,68.33,20,false
Xigmatek Crystal,https://pcpartpicker.com/product/hWFPxr/xigmatek-case-fan-clff1252,,120,Clear,1500,68.33,20,false
Xigmatek Crystal,https://pcpartpicker.com/product/Hwdqqs/xigmatek-case-fan-clff1251,,120,Clear,1500,68.33,20,false
Thermaltake Thunderblade,https://pcpartpicker.com/product/qjdqqs/thermaltake-case-fan-af0032,,120,Clear,1800,70.2,31.7,false
Xigmatek Crystal,https://pcpartpicker.com/product/7hh9TW/xigmatek-case-fan-clff8252,,80,Clear,2200,,,false
Xigmatek Crystal,https://pcpartpicker.com/product/WxphP6/xigmatek-case-fan-clff1455,,140,Clear,1000,60.46,16,false
Xigmatek Crystal,https://pcpartpicker.com/product/7zQypg/xigmatek-case-fan-clff1453,,140,Clear,1000,60.46,16,false
Xigmatek Crystal,https://pcpartpicker.com/product/VJckcf/xigmatek-case-fan-clff1452,,140,Clear,1000,60.46,16,false
Xigmatek Crystal,https://pcpartpicker.com/product/bqjG3C/xigmatek-case-fan-clff1451,,140,Clear,1000,60.46,16,false
Xigmatek XLF,https://pcpartpicker.com/product/f37wrH/xigmatek-case-fan-xlff1455,,140,Black,1000,63.5,16,false
Xigmatek XLF,https://pcpartpicker.com/product/GKvRsY/xigmatek-case-fan-xlff1454,,140,Clear,1000,63.5,16,false
Xigmatek XLF,https://pcpartpicker.com/product/4yYXsY/xigmatek-case-fan-xlff1453,,140,Orange,1000,63.5,16,false
Xigmatek XLF,https://pcpartpicker.com/product/937wrH/xigmatek-case-fan-xlff1256,,120,Blue,1500,61,20,false
Xigmatek XLF,https://pcpartpicker.com/product/36JwrH/xigmatek-case-fan-xlff1255,,120,Black,"800,1500",61,20,true
Xigmatek XLF,https://pcpartpicker.com/product/MR7wrH/xigmatek-case-fan-xlff1254,,120,Clear,1500,61,20,false
Xion Alphawing,https://pcpartpicker.com/product/b7Qypg/xion-axp-gf120_wt-5102-cfm-120-mm-fan-axp-gf120_wt,,120,White,1200,51.02,"19.6,25.2",false
Xion Alphawing,https://pcpartpicker.com/product/kxphP6/xion-case-fan-axpgf120ledr,,120,Translucent Black,1200,51.02,"19.6,25.2",false
Xion Alphawing,https://pcpartpicker.com/product/rZNp99/xion-axp-gf120_bl-5102-cfm-120-mm-fan-axp-gf120_bl,,120,Blue,1200,51.02,"19.6,25.2",false
Xigmatek XLF,https://pcpartpicker.com/product/nc8Zxr/xigmatek-case-fan-xlff2006,,200,Blue,800,76,18,false
Xigmatek XLF,https://pcpartpicker.com/product/YnxfrH/xigmatek-case-fan-xlff2004,,200,Black,800,76,18,false
Xion Alphawing,https://pcpartpicker.com/product/2XDwrH/xion-axp-gf80_wt-2565-cfm-80-mm-fan-axp-gf80_wt,,80,White,2000,25.65,"17.2,22",false
Xion Alphawing,https://pcpartpicker.com/product/x7Qypg/xion-axp-gf140_wt-596-cfm-140-mm-fan-axp-gf140_wt,,140,White,1000,59.6,"18.6,23.3",false
Xigmatek XLF,https://pcpartpicker.com/product/XxphP6/xigmatek-case-fan-xlff2003,,200,Orange,800,76,18,false
Apevia CF8S,https://pcpartpicker.com/product/WYkD4D/apevia-cf8s-1685-cfm-80-mm-fan-cf8s,,80,Clear,1500,16.85,16.6,false
Apevia CF8SL-B4C,https://pcpartpicker.com/product/q2vRsY/apevia-cf8sl-b4c-1721-cfm-80-mm-fan-cf8sl-b4c,,80,Clear,1500,17.21,20,false
BitFenix Spectre Pro,https://pcpartpicker.com/product/8HPfrH/bitfenix-case-fan-bfflpro14025brp,,140,Black,1200,86.73,22.8,false
Evercool FAN-EC12038M12B,https://pcpartpicker.com/product/KX4gXL/evercool-fan-ec12038m12b-799-cfm-120-mm-fan-fan-ec12038m12b,,120,Black,2300,79.9,38,false
Evercool EC-8038,https://pcpartpicker.com/product/V6Gkcf/evercool-ec-8038-6709-cfm-80-mm-fan-fan-ec8038h12ba,,80,Black,5000,67.09,43.8,false
Evercool CL8035/LD2,https://pcpartpicker.com/product/mqCwrH/evercool-case-fan-fanld8035bec2,,80,Clear,2300,31.62,26,false
Logisys CCF80UVBL,https://pcpartpicker.com/product/XfXfrH/logisys-case-fan-ccf80uvbl,,80,Clear,2700,31.73,28,false
Noctua S12B FLX,https://pcpartpicker.com/product/ck2kcf/noctua-nf-s12b-flx-5921-cfm-120-mm-fan-nf-s12b-flx,,120,Brown,"600,1200","28.95,59.21","6,18.1",false
ARCTIC ACF8 Pro,https://pcpartpicker.com/product/QPw323/arctic-cooling-case-fan-acf8propwm,,80,White / Black,"700,2000",,,true
Aerocool Shark,https://pcpartpicker.com/product/cp7wrH/aerocool-case-fan-shark140mmgreen,,140,Green,"800,1500","50,96.5","14.5,29.6",false
Aerocool Shark,https://pcpartpicker.com/product/Pj6BD3/aerocool-case-fan-shark140mmwhite,,140,White,"800,1500","50,96.5","14.5,29.6",false
BitFenix Spectre,https://pcpartpicker.com/product/ZYvRsY/bitfenix-case-fan-bffscf14025wwrp,,140,White,1000,47.7,20,false
Gelid Solutions Silent,https://pcpartpicker.com/product/XTGkcf/gelid-solutions-case-fan-fnpx1412,,140,Black,"750,1200",74.5,"12,25.1",true
LEPA LP70D08R,https://pcpartpicker.com/product/kVxfrH/lepa-case-fan-lp70d08r,,80,Black,1200,"23.27,42.64","17,25",false
LEPA LP70D12R,https://pcpartpicker.com/product/x4H323/lepa-case-fan-lp70d12r,,120,Black,1600,,24,false
LEPA LPCP12N-BL,https://pcpartpicker.com/product/7mXfrH/lepa-case-fan-lpcp12nbl,,120,Transparent,900,40.18,16,false
LEPA LPCP12N-R,https://pcpartpicker.com/product/86Gkcf/lepa-case-fan-lpcp12nr,,120,Transparent,900,40.18,16,false
LEPA Casino,https://pcpartpicker.com/product/9bmLrH/lepa-case-fan-lpvc1c12pbl,,120,Transparent,"600,1600","24.85,63.91","15,25",true
