name,part_url,price,size,color,rpm,airflow,noise_level,pwm
Cooler Master SickleFlow,https://pcpartpicker.com/product/mtNxFT/cooler-master-sickleflow-80-mm-fan-mfx-b8nn-25npk-r1,11.16,80,Black,,,,true
be quiet! Silent Wings 4,https://pcpartpicker.com/product/8gfxFT/be-quiet-silent-wings-4-513-cfm-140-mm-fan-bl116,27.9,140,White,1100,51.3,13.6,true
NZXT Aer F,https://pcpartpicker.com/product/CwNypg/nzxt-aer-f120-630-cfm-120mm-fan-rf-af120-b1,,120,Black,"500,1500","21.01,63.02","22,31",true
NZXT AER RGB 2 3-Pack,https://pcpartpicker.com/product/7bPQzy/nzxt-aer-rgb-2-5244-cfm-120-mm-fans-3-pack-hf-2812c-tw,,120,White,"500,1500","17.48,52.44","22,33",true
Noctua NF-A14 INDUSTRIALPPC-24V-3000 Q100 IP67 PWM,https://pcpartpicker.com/product/hqcG3C/noctua-nf-a14-industrialppc-24v-3000-q100-ip67-pwm-1585-cfm-140-mm-fan-nf-a14-industrialppc-24v-300m,,140,Black / Brown,"800,3000",158.5,41.3,true
Antec Fusion 120 ARGB White 5-Pack,https://pcpartpicker.com/product/gwNxFT/antec-fusion-120-argb-white-5793-cfm-120-mm-fans-5-pack-0-761345-57005-3,,120,White,"600,2000",57.93,"17.02,31.24",true
Yeston SAKURA,https://pcpartpicker.com/product/tTBFf7/yeston-sakura-79-cfm-120-mm-fan-yt-120-sakuraz,24.9,120,Blue / White,"800,1800",79,35.4,true
ARCTIC S12038-4K,https://pcpartpicker.com/product/tgsMnQ/arctic-s12038-4k-106-cfm-120-mm-fan-acfan00296a,16.99,120,Black,"600,4000",106,,true
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,https://pcpartpicker.com/product/2rm2FT/thermaltake-ct120-ex-reverse-argb-sync-6582-cfm-120-mm-fans-3-pack-cl-f226-pl12rg-a,75.99,120,Green / Black,"500,2000",65.82,31.2,true
Montech HP 3-Pack,https://pcpartpicker.com/product/rsvscf/montech-hp-9561-cfm-140-mm-fans-3-pack-hp140w3in1,56.9,140,White,"600,1600",95.61,29.2,true
Phanteks F200SP,https://pcpartpicker.com/product/tW38TW/phanteks-case-fan-phf200spbbk,,200,Black,850,110.1,25,false
Lian Li ST120 3-Pack,https://pcpartpicker.com/product/fnpzK8/lian-li-st120-6917-cfm-120-mm-fans-3-pack-st120-3w,,120,White,"800,1900",69.17,32,true
Vetroo SA-120,https://pcpartpicker.com/product/L7TFf7/vetroo-sa-120-5818-cfm-120-mm-fan-vt-fan-fdb120-pk,14.99,120,Pink,"800,1300","26.05,58.18",36.1,true
Noctua P14s redux-1200,https://pcpartpicker.com/product/k9xfrH/noctua-case-fan-nfp14sredux1200,25.19,140,Black / Gray,1200,64.92,19.6,false
Antec Storm T3 3-Pack,https://pcpartpicker.com/product/BbRwrH/antec-storm-t3-11272-cfm-140-mm-fans-3-pack-0-761345-77730-8,,140,Black,"600,1500","44.82,112.72",33.69,true
ADATA XPG VENTO,https://pcpartpicker.com/product/GDwypg/adata-xpg-vento-453-cfm-120-mm-fan-75260103,,120,Black / White,1200,45.3,23,false
Phanteks M25-140 PWM D-RGB,https://pcpartpicker.com/product/ZWYmP6/phanteks-m25-140-pwm-d-rgb-10462-cfm-140-mm-fan-ph-f140m25_drgb_pwm_wt01,,140,White,"500,1800",104.62,36.57,true
Corsair iCUE SP140 RGB Elite,https://pcpartpicker.com/product/d9NxFT/corsair-icue-sp140-rgb-elite-6811-cfm-140-mm-fan-co-9050138-ww,,140,White,1200,"23.07,68.11","18,26.8",true
Silverstone Air Penetrator,https://pcpartpicker.com/product/367wrH/silverstone-case-fan-sstap181,39.24,180,Black,"700,1200","80,130","18,34",false
Thermaltake Luna,https://pcpartpicker.com/product/qVtCmG/thermaltake-case-fan-clf021pl14bua,,140,Black / Red,1000,60.55,21.8,false
Cooler Master MasterFan MF140R,https://pcpartpicker.com/product/7tHRsY/cooler-master-masterfan-mf140r-argb-90-cfm-140-mm-fan-r4-140r-15pc-r1,38.99,140,Black,"650,1500",90,33.5,true
Deepcool FC120-3 IN 1 3-Pack,https://pcpartpicker.com/product/4zxRsY/deepcool-fc120-3-in-1-6191-cfm-120-mm-fans-3-pack-r-fc120-bamn3-g-1,,120,Black,"500,1800",61.91,28,true
Cooler Master MasterFan MF140 Halo²,https://pcpartpicker.com/product/Tvn9TW/cooler-master-masterfan-mf140-halo2-5951-cfm-140-mm-fan-mfl-b4dw-16np2-r2,26.99,140,White,,59.51,27,true
Valkyrie X12F,https://pcpartpicker.com/product/DrKscf/valkyrie-x12f-80-cfm-120-mm-fan-vk-fanx12fb,,120,Black,"800,2150",80,29,true
Corsair ML140 Pro,https://pcpartpicker.com/product/sYNypg/corsair-co-9050047-ww-970-cfm-140mm-fan-co-9050047-ww,,140,Black / Red,"400,2000","20,97","16,37",true
be quiet! Silent Wings 4,https://pcpartpicker.com/product/BXcG3C/be-quiet-silent-wings-4-487-cfm-120-mm-fan-bl092,26.9,120,Black,1600,48.7,18.9,false
ENDORFY Zephyr,https://pcpartpicker.com/product/MKfxFT/endorfy-zephyr-120-mm-fan-ey4a017,,120,Black,1100,,,false
Vantec Stealth,https://pcpartpicker.com/product/VxphP6/vantec-sf9225l-28-cfm-92-mm-fan-sf9225l,6.95,92,Black,1750,28,20,false
ARCTIC BioniX F120,https://pcpartpicker.com/product/H78j4D/arctic-bionix-f120-blackwhite-690-cfm-120mm-fan-acfan00093a,17.99,120,Black / White,"200,1800",69,24.4,true
Fractal Design Prisma AL,https://pcpartpicker.com/product/8D66Mp/fractal-design-prisma-al-8571-cfm-120-mm-fan-fd-fan-pri-al12-pwm,32.26,120,White / Black,"500,2000","20.68,85.71","14.8,32.7",true
Antec Storm T3 3-Pack,https://pcpartpicker.com/product/6sV2FT/antec-storm-t3-8047-cfm-120-mm-fans-3-pack-0-761345-77728-5,,120,Black,"600,2200","18.17,80.47",36.99,true
be quiet! Light Wings 3-Pack,https://pcpartpicker.com/product/sQqrxr/be-quiet-light-wings-56-cfm-140-mm-fans-3-pack-bl102,60.9,140,White,1500,56,23.3,true
Corsair iCUE AR120 Digital RGB 3-Pack,https://pcpartpicker.com/product/C6qrxr/corsair-icue-ar120-digital-rgb-59-cfm-120-mm-fans-3-pack-co-9050169-ww,,120,White,"400,1850","10.7,59","10,27.3",true
Thermaltake CT140 EX ARGB Sync 3-Pack,https://pcpartpicker.com/product/dfBzK8/thermaltake-ct140-ex-argb-sync-903-cfm-140-mm-fans-3-pack-cl-f182-pl14sw-a,69.99,140,Black,"500,1800",90.3,30.7,true
ARCTIC BioniX P120,https://pcpartpicker.com/product/hNqBD3/arctic-bionix-p120-6756-cfm-120-mm-fan-acfan00116a,14.99,120,White / Black,"200,2100",67.56,,true
Cooler Master MasterFan MF Halo,https://pcpartpicker.com/product/bX848d/cooler-master-masterfan-mf-halo-472-cfm-120-mm-fan-mfl-b2dw-18npa-r1,24.99,120,White,"650,1800",47.2,"6,30",true
Silverstone Shark Force,https://pcpartpicker.com/product/JYcgXL/silverstone-shark-force-120-cfm-140-mm-fan-sst-sf140b,43.99,140,Black,,"0,120","0,38.3",true
Thermaltake TOUGHFAN 14 Pro 2-Pack,https://pcpartpicker.com/product/9K26Mp/thermaltake-toughfan-14-pro-1196-cfm-140-mm-fans-2-pack-cl-f160-pl14bl-a,51.99,140,Black,"500,2000","87.6,119.6","24.5,31.6",true
be quiet! Light Wings LX,https://pcpartpicker.com/product/LZkH99/be-quiet-light-wings-lx-56-cfm-140-mm-fan-bl126,19.89,140,Black,1200,56,22.9,true
Thermaltake Blue-Eye,https://pcpartpicker.com/product/Rq38TW/thermaltake-case-fan-af0025,17.99,80,Transparent,"1300,2500",32.92,"17,28",false
Thermaltake Riing Plus TT Premium Edition,https://pcpartpicker.com/product/b9s8TW/thermaltake-riing-plus-12-rgb-tt-premium-edition-14-cfm-120-mm-fan-cl-f059-pl12sw-a,22.98,120,Black,"500,1400","5,14",24.7,true
Thermaltake SWAFAN EX12 ARGB 3-Pack,https://pcpartpicker.com/product/XR3NnQ/thermaltake-swafan-ex12-argb-5711-cfm-120-mm-fans-3-pack-cl-f183-pl12bu-a,59.49,120,Blue / White,"500,2000","56.26,57.11","30.6,32.5",true
KOLINK UMBRA,https://pcpartpicker.com/product/xThv6h/kolink-umbra-35-cfm-120-mm-fan-umbra-120mm,,120,Black,1500,35,17.8,true
be quiet! Silent Wings 3,https://pcpartpicker.com/product/64M323/be-quiet-bl071-776-cfm-140mm-fan-bl071,,140,Black,1600,77.57,28.1,true
ID-COOLING TF-12015,https://pcpartpicker.com/product/Pq26Mp/id-cooling-tf-12015-6758-cfm-120-mm-fan-tf-12015-k,,120,Black,"500,2200",67.58,32.3,true
Corsair AF140,https://pcpartpicker.com/product/YLtCmG/corsair-case-fan-co9050017rled,,140,Black,1200,66.4,25.5,false
Corsair ML120 Pro,https://pcpartpicker.com/product/wPFXsY/corsair-co-9050041-ww-750-cfm-120mm-fan-co-9050041-ww,,120,White / Black,"400,2400","12,75","16,37",true
PC Cooler Moonlight 5-Pack,https://pcpartpicker.com/product/dsZzK8/pc-cooler-moonlight-54-cfm-120-mm-fans-5-pack-pc-5m120,,120,Black,"1000,1800",54,,true
be quiet! Pure Wings 2,https://pcpartpicker.com/product/TQn8TW/be-quiet-pure-wings-2-6551-cfm-120-mm-fan-bl081,11.76,120,Black,2000,65.51,36.9,true
Fractal Design Prisma AL 2-Pack,https://pcpartpicker.com/product/Jx7G3C/fractal-design-prisma-al-1468-cfm-180-mm-fans-2-pack-fd-fan-pri-al18-pwm-2p,,180,Black,"300,1200","43.1,146.8","14.9,37.4",true
Thermalright TL-P9,https://pcpartpicker.com/product/mcFmP6/thermalright-tl-p9-3277-cfm-92-mm-fan-tl-p9,,92,Black,2200,32.77,23.85,true
Iceberg Thermal IceGALE Xtra 2-Pack,https://pcpartpicker.com/product/6HjRsY/iceberg-thermal-icegale-xtra-169-cfm-140-mm-fans-2-pack-icegale14x-c2a,19.99,140,Black,"500,2500",169,"0,47",true
Noctua A9 FLX,https://pcpartpicker.com/product/vP648d/noctua-case-fan-nfa9flx,23.95,92,Brown,"1050,1600","25.25,38.02","8.4,17.1",false
Scythe Kaze Flex Square,https://pcpartpicker.com/product/cgqBD3/scythe-kf1425fd12s-p-672-cfm-140-mm-fan-kf1425fd12s-p,18.95,140,Black,"300,1200","16.8,67.2","4.19,19.4",true
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,https://pcpartpicker.com/product/3Yn9TW/thermaltake-ct120-ex-reverse-argb-sync-6582-cfm-120-mm-fans-3-pack-cl-f198-pl12bu-a,72.98,120,Blue,"500,2000",65.82,31.2,true
Aerocool X-Blaster,https://pcpartpicker.com/product/syYXsY/aerocool-x-blaster-528-cfm-80-mm-fan-x-blaster,,80,Translucent Black,4000,52.8,45.6,false
Noctua NF-A6x25 FLX,https://pcpartpicker.com/product/R3Lypg/noctua-nf-a6x25-flx-1718-cfm-60-mm-fan-nf-a6x25,16.95,60,Brown,"1600,3000","9.82,17.18","8.19,19.3",false
Antec NOVA 120,https://pcpartpicker.com/product/vhqNnQ/antec-nova-120-9532-cfm-120-mm-fan-nova-120,27.66,120,Black,"300,3200","44,95.32","21.5,38.7",true
Montech Metal Pro,https://pcpartpicker.com/product/tqh2FT/montech-metal-pro-762-cfm-120-mm-fan-metalpro12w,15.9,120,White,"600,2200",76.2,29.1,true
Thermaltake Riing Quad 14 RGB Radiator TT Premium Edition 3-Pack,https://pcpartpicker.com/product/mYfFf7/thermaltake-riing-quad-14-rgb-radiator-fan-tt-6017-cfm-140-mm-fans-3-pack-cl-f089-pl14sw-b,30.98,140,Black,"500,1400",60.17,26.1,true
Alphacool Apex Stealth Metal,https://pcpartpicker.com/product/W6jRsY/alphacool-apex-stealth-metal-7098-cfm-120-mm-fan-13824,35.99,120,Silver / Black,"400,3000",70.98,40.1,true
be quiet! Silent Wings 3,https://pcpartpicker.com/product/2rvZxr/be-quiet-bl068-733-cfm-120mm-fan-bl068,,120,Black,2200,73.33,28.6,false
In Win Sirius Loop ASL 3-Pack,https://pcpartpicker.com/product/NWWfrH/in-win-sirius-loop-asl-50-cfm-120-mm-fans-3-pack-asl120fan-3pk,,120,Black,"500,1800",50,27,true
NoiseBlocker NB-ELOOP X ARGB,https://pcpartpicker.com/product/mDdrxr/noiseblocker-nb-eloop-x-b14-p-argb-10947-cfm-140-mm-fan-itr-b14x-p-bl,72.99,140,Black,,"0,109.47","0,29.6",true
Cooler Master MasterFan MF Halo,https://pcpartpicker.com/product/3Q848d/cooler-master-masterfan-mf-halo-55-cfm-140-mm-fan-mfl-b4dn-15npa-r1,30.99,140,Black / White,"650,1500",55,"6,30",true
Vetroo ARGB120,https://pcpartpicker.com/product/bYxRsY/vetroo-argb120-481-cfm-120-mm-fan-vt-fan-argb120-bk,8.99,120,Black,1300,48.1,,true
Alphacool Apex Stealth Metal,https://pcpartpicker.com/product/2YtLrH/alphacool-apex-stealth-metal-47-cfm-120-mm-fan-13819,24.99,120,Black,"400,2000",47,24.6,true
Lian Li UNI FAN AL120 3-Pack,https://pcpartpicker.com/product/YPKKHx/lian-li-uni-fan-al120-645-cfm-120-mm-fans-3-pack-uf-al120-3b,,120,Black,"800,1900",64.5,"17,28.3",true
APNX FP2,https://pcpartpicker.com/product/DcV2FT/apnx-fp2-8387-cfm-120-mm-fan-fp2-120-pwm-argb-wh,,120,White / Black,"500,1800",83.87,"15.3,34.8",true
KOLINK Classic,https://pcpartpicker.com/product/7MNYcf/kolink-classic-5215-cfm-120-mm-fan-pgw-fn-kol-011,13.1,120,Black,1500,52.15,21.6,true
Cougar Vortex,https://pcpartpicker.com/product/j6JwrH/cougar-vortex-705-cfm-140-mm-fan-cf-v14h,101.46,140,Orange,"700,1200","55.5,70.5","16.4,19.2",false
Corsair AF120 Quiet,https://pcpartpicker.com/product/8K6BD3/corsair-case-fan-co9050016rled,,120,Black / Red,1500,52.19,25.2,false
Phanteks F140MP,https://pcpartpicker.com/product/cBcMnQ/phanteks-case-fan-phf140mpbbkpwm,,140,Black,"500,1600",68.09,25.3,true
ARCTIC BioniX P120 A-RGB,https://pcpartpicker.com/product/hKpzK8/arctic-bionix-p120-a-rgb-48-cfm-120-mm-fan-acfan00146a,,120,Black,"400,2300",48,30,true
NZXT F120P (2022),https://pcpartpicker.com/product/3TkWGX/nzxt-f120p-2022-7802-cfm-120-mm-fan-rf-p12sf-b1,,120,Black,"500,1800","21.67,78.02","17.9,30.6",true
ARCTIC P12,https://pcpartpicker.com/product/Wxdrxr/arctic-p12-563-cfm-120-mm-fan-acfan00171a,,120,White,"200,1800",56.3,22.5,true
Corsair AF120 SLIM,https://pcpartpicker.com/product/qXgFf7/corsair-af120-slim-563-cfm-120-mm-fan-co-9050145-ww,,120,White,"600,2000","13.4,56.3","5,25.6",true
GAMDIAS AEOLUS M3-1204R 4-Pack,https://pcpartpicker.com/product/w8YRsY/gamdias-aeolus-m3-1204r-6901-cfm-120-mm-fans-4-pack-aeolus-m3-1204r,,120,Black,"800,2000",69.01,,true
EK Loop Fan FPT 120,https://pcpartpicker.com/product/hzvD4D/ek-loop-fan-fpt-120-77-cfm-120-mm-fan-ek-loop-fpt-120-bk,35.99,120,Black,"550,2300",77,36,true
Thermalright TL-9015,https://pcpartpicker.com/product/xgrqqs/thermalright-tl-9015-4258-cfm-92-mm-fan-tl-9015w-d6,9.69,92,White,2700,42.58,22.4,true
Silverstone Air Slimmer,https://pcpartpicker.com/product/rkTZxr/silverstone-air-slimmer-4573-cfm-92-mm-fan-sst-as90b,16.89,92,Black,"500,2500","5.38,45.73","11.3,32",true
SeaSonic MAGFLOW 3-Pack,https://pcpartpicker.com/product/Df9wrH/seasonic-magflow-6333-cfm-120-mm-fans-3-pack-magflow-3,68.94,120,Black,"600,2000",63.33,"9.9,33.78",true
Apevia CF312SL-UGN 3-Pack,https://pcpartpicker.com/product/MPw323/apevia-case-fan-cf312slugn,14.95,120,Green,1700,,29.67,false
Vetroo ARGB120 3-Pack,https://pcpartpicker.com/product/jMhFf7/vetroo-argb120-481-cfm-120-mm-fans-3-pack-vt-fan-argb120-wt-x3,37.99,120,White,1300,48.1,,true
Phanteks M25-120 PWM 3-Pack,https://pcpartpicker.com/product/zpjBD3/phanteks-m25-120-pwm-8426-cfm-120-mm-fans-3-pack-ph-f120m25_pwm_bbk01_3p,,120,Black,"500,2000",84.26,35.7,true
Corsair RS140 MAX,https://pcpartpicker.com/product/HqZXsY/corsair-rs140-max-104-cfm-140-mm-fan-co-9050174-ww,42.99,140,Black,1600,"27.5,104",31,true
NZXT F120P (2024),https://pcpartpicker.com/product/QCxxFT/nzxt-f120p-2024-7347-cfm-120-mm-fan-rf-p12sf-w2,18.99,120,White,"500,2000",73.47,30,true
Thermaltake CT140 EX ARGB Sync 3-Pack,https://pcpartpicker.com/product/gMRwrH/thermaltake-ct140-ex-argb-sync-903-cfm-140-mm-fans-3-pack-cl-f197-pl14mg-a,85.98,140,Green,"500,1800",90.3,30.7,true
ARCTIC P8 Silent,https://pcpartpicker.com/product/KqpmP6/arctic-p8-silent-156-cfm-80-mm-fan-acfan00152a,13.24,80,Black,1600,15.6,,false
Corsair AF120 SLIM,https://pcpartpicker.com/product/gNfnTW/corsair-af120-slim-563-cfm-120-mm-fan-co-9050144-ww,,120,Black,"600,2000","13.4,56.3","5,25.6",true
Noctua NF-A6x15 FLX,https://pcpartpicker.com/product/RfKscf/noctua-nf-a6x15-flx-1377-cfm-60-mm-fan-nf-a6x15-flx,16.95,60,Brown,"3050,3500","8.53,13.77","16.5,19.8",true
NZXT Air Flow,https://pcpartpicker.com/product/Y37wrH/nzxt-air-flow-series-836-cfm-140-mm-fan-rf-fz140-02,10,140,White,1000,83.6,24.5,false
Thermaltake SWAFAN EX12 RGB 3-Pack,https://pcpartpicker.com/product/bp88TW/thermaltake-swafan-ex12-rgb-5711-cfm-120-mm-fans-3-pack-cl-f143-pl12sw-a,62.05,120,Black,"500,2000","56.26,57.11","30.5,32.5",false
Iceberg Thermal IceGALE 2-Pack,https://pcpartpicker.com/product/x3XV3C/iceberg-thermal-icegale-96-cfm-140-mm-fans-2-pack-icegale14-c2a,22.99,140,Black,"500,1600",96,"0,36",true
Thermalright TL-P12,https://pcpartpicker.com/product/G9mNnQ/thermalright-tl-p12-5286-cfm-120-mm-fan-tl-p12,,120,Black,1500,52.86,22.1,true
Noctua P14r redux-1500 PWM,https://pcpartpicker.com/product/2mV48d/noctua-case-fan-nfp14rredux1500pwm,32.13,140,Black / Gray,"450,1500",78.69,25.8,true
Corsair iCUE QL140,https://pcpartpicker.com/product/Zbyqqs/corsair-icue-ql140-rgb-502-cfm-140-mm-fan-co-9050105-ww,,140,White / Black,"550,1250",50.2,26,true
ID-COOLING AF-127-ARGB-W,https://pcpartpicker.com/product/LHsV3C/id-cooling-af-127-argb-w-78-cfm-120-mm-fan-af-127-argb-w,,120,White,"500,2000",78,29.9,true
ID-COOLING TF-12025-PRO,https://pcpartpicker.com/product/DHtLrH/id-cooling-tf-12025-pro-825-cfm-120-mm-fan-tf-12025-pro-black,,120,,"500,1800",82.5,35.2,true
NZXT FN,https://pcpartpicker.com/product/nbbp99/nzxt-fn-200rb-1662-cfm-200-mm-fan-fn-200rb,,200,White,1300,166.2,37.25,false
Corsair AF120,https://pcpartpicker.com/product/ndsKHx/corsair-case-fan-co9050016pled,,120,Purple,1500,52.19,25.2,false
Fractal Design Silent LL,https://pcpartpicker.com/product/DqbwrH/fractal-design-fd-fan-ssll-120-wt-418-cfm-120mm-fan-fd-fan-ssll-120-wt,,120,Black,1200,41.8,24.8,false
ARCTIC F12 PST,https://pcpartpicker.com/product/Kpprxr/arctic-f12-pwm-pst-530-cfm-120mm-fan-afaco-120p0-gba01,,120,Black / White,1350,53,,true
Cooler Master SickleFlow ARGB,https://pcpartpicker.com/product/rVvdnQ/cooler-master-sickleflow-argb-62-cfm-120-mm-fan-mfx-b2dr-18npa-r1,,120,Black / White,"650,1800",62,"8,27",true
Thermalright TL-C12 PRO,https://pcpartpicker.com/product/yq6p99/thermalright-tl-c12-pro-82-cfm-120-mm-fan-tl-c12-pro-d6,,120,Black,1850,82,29.6,true
Thermalright TL-H12-X28,https://pcpartpicker.com/product/Tsh2FT/thermalright-tl-h12-x28-8045-cfm-120-mm-fan-tl-h12-x28,,120,Black,2150,80.45,29.4,true
Thermalright TL-S12R,https://pcpartpicker.com/product/CHMMnQ/thermalright-tl-s12r-476-cfm-120-mm-fan-tl-s12rw,,120,White,1500,47.6,23.2,true
Scythe Kaze Flex Slim,https://pcpartpicker.com/product/xR2bt6/scythe-kaze-flex-slim-5079-cfm-120-mm-fan-kf1215fd18r-p,22.95,120,Black / White,"300,1800","8.28,50.79","2.7,30",true
Geometric Future Squama 2503,https://pcpartpicker.com/product/WQjRsY/geometric-future-squama-2503-9115-cfm-140-mm-fan-geo-s2503w-14s,7.9,140,White,"800,2400",91.15,34,true
Noctua A20 FLX,https://pcpartpicker.com/product/kyM323/noctua-nf-a20-flx-865-cfm-200mm-fan-nf-a20-flx,45.95,200,Brown,"550,800","59.33,86.46","10.7,18.1",false
Iceberg Thermal IceGALE 2-Pack,https://pcpartpicker.com/product/msfxFT/iceberg-thermal-icegale-96-cfm-140-mm-fans-2-pack-icegale14-a2a,13.99,140,Teal,"500,1600",96,"0,36",true
Thermaltake Pure,https://pcpartpicker.com/product/7Tdqqs/thermaltake-case-fan-clf016pl20bua,14.99,200,Clear,800,129.63,28.2,false
Silverstone AP,https://pcpartpicker.com/product/6BsmP6/silverstone-silverstone-ap-series-sst-ap183-180mm-case-fan-14013-cfm-180-mm-fan-sst-ap183,46.2,180,Black,"400,1500","24.49,140.13","18,37",true
Cougar Vortex,https://pcpartpicker.com/product/T4ckcf/cougar-vortex-604-cfm-120-mm-fan-cf-v12h,21.99,120,Orange,1200,60.4,17.7,false
Noctua S12B redux-1200,https://pcpartpicker.com/product/W4XfrH/noctua-case-fan-nfs12bredux1200,16.95,120,Black / Gray,1200,59.1,18.1,false
Thermaltake CT140 2-Pack,https://pcpartpicker.com/product/C3FmP6/thermaltake-ct140-7737-cfm-140-mm-fans-2-pack-cl-f152-pl14wt-a,33.99,140,White,"500,1500",77.37,,true
Silverstone VISTA,https://pcpartpicker.com/product/VhFCmG/silverstone-vista-66-cfm-120-mm-fan-sst-vs120b,19.59,120,Black,,"0,66","0,30.6",true
be quiet! Pure Wings 2,https://pcpartpicker.com/product/jgYWGX/be-quiet-pure-wings-2-263-cfm-80mm-fan-bl044,,80,Black,"750,1900",26.3,18.2,false
Corsair iCUE QL140,https://pcpartpicker.com/product/Zg3mP6/corsair-icue-ql140-rgb-502-cfm-140-mm-fan-co-9050099-ww,,140,Black,"550,1250",50.2,26,true
be quiet! Silent Wings 4,https://pcpartpicker.com/product/YvJgXL/be-quiet-silent-wings-4-513-cfm-140-mm-fan-bl095,27.9,140,Black,1100,51.3,13.6,false
EK Loop Fan FPT 120 D-RGB,https://pcpartpicker.com/product/HmLdnQ/ek-loop-fan-fpt-120-d-rgb-77-cfm-120-mm-fan-ek-loop-fpt-120-drgb-bk,39.99,120,Black,"550,2300",77,36,true
upHere 12WT3-3-UK 3-Pack,https://pcpartpicker.com/product/TT26Mp/uphere-12wt3-3-uk-38-cfm-120-mm-fans-3-pack-12wt3-3-uk,,120,White,1200,38,19,false
Vetroo SA-140,https://pcpartpicker.com/product/wq3WGX/vetroo-sa-140-6929-cfm-140-mm-fan-vt-fan-argb140-pk,,140,Pink,1200,69.29,33.5,true
Thermaltake TOUGHFAN EX 3-Pack,https://pcpartpicker.com/product/PTjv6h/thermaltake-toughfan-ex-5934-cfm-120-mm-fans-3-pack-cl-f210-pl12sw-a,57.99,120,Black,"500,2000",59.34,25.7,true
Apevia CF12SL-UGN,https://pcpartpicker.com/product/VrNp99/apevia-case-fan-cf12slugn,7.99,120,Green,1700,63.85,29.67,false
Cougar Vortex,https://pcpartpicker.com/product/TG9KHx/cougar-vortex-pwm-705-cfm-120-mm-fan-cf-v12hpb,,120,Black,"800,1500",70.5,17.89,false
Xigmatek XAF,https://pcpartpicker.com/product/JYkD4D/xigmatek-case-fan-xaff1253,10.99,120,Orange,1500,75.3,24,false
NZXT Aer F 2-Pack,https://pcpartpicker.com/product/ckFXsY/nzxt-aer-f120-6302-cfm-120-mm-fans-rf-af120-d1,,120,Black,"500,1500","21.01,63.02","22,31",true
Thermalright TL-B12,https://pcpartpicker.com/product/RV26Mp/thermalright-tl-b12-69-cfm-120-mm-fan-tl-b12w-d6,,120,White,2150,69,28.1,true
Thermaltake CT120 EX ARGB Sync 3-Pack,https://pcpartpicker.com/product/qw7MnQ/thermaltake-ct120-ex-argb-sync-68-cfm-120-mm-fans-3-pack-cl-f215-pl12bb-a,60.99,120,Yellow,"500,2000",68,28.5,true
Silverstone FN80,https://pcpartpicker.com/product/p88Pxr/silverstone-fn80-2781-cfm-80-mm-fan-sst-fn80b,13.98,80,Black,2000,27.81,22.9,false
Corsair AF140 Quiet,https://pcpartpicker.com/product/yYkD4D/corsair-air-series-af140-quiet-edition-678-cfm-140-mm-fan-co-9050009-ww,,140,Black,1150,67.8,24,false
Cooler Master SickleFlow,https://pcpartpicker.com/product/Pwdqqs/cooler-master-case-fan-r4l2r20agr2,,120,Translucent Gray,2000,69.69,19,false
Cooler Master Blade Master,https://pcpartpicker.com/product/nPZQzy/cooler-master-blade-master-4079-cfm-80-mm-fan-r4-bm8s-30pk-r0,,80,Black,"800,3000","10.9,40.79","13,28",true
ARCTIC F14,https://pcpartpicker.com/product/hhbp99/arctic-arctic-f14-pwm-773-cfm-140-mm-fan-afaco-140p0-gba01,,140,White / Black,"550,1350",77.3,,true
Corsair AF120,https://pcpartpicker.com/product/fhW9TW/corsair-case-fan-co9050016wled,,120,White,1500,52.19,25.2,false
BitFenix Spectre Pro,https://pcpartpicker.com/product/jyfhP6/bitfenix-spectre-pro-rgb-230-15672-cfm-230-mm-fan-bff-srgb-23030n-rp,,230,Black / White,900,156.72,25.6,false
Aerocool Project 7 RGB 12,https://pcpartpicker.com/product/m4m323/aerocool-p7-f12-458-cfm-120-mm-fan-p7-f12,,120,,1200,45.8,14.5,false
Cooler Master MasterFan MF120R 3-Pack,https://pcpartpicker.com/product/Gb66Mp/cooler-master-mf120r-argb-59-cfm-120-mm-fans-3-pack-r4-120r-203c-r1,,120,Black,"650,2000",59,31,true
