name,part_url,price,type,efficiency,wattage,modular,color
Deepcool PQ750M,https://pcpartpicker.com/product/nwbTwP/deepcool-pq-m-750-w-80-gold-certified-fully-modular-atx-power-supply-r-pq750m-fa0b-us,,ATX,gold,750,Full,Black
Thermalright KG-850,https://pcpartpicker.com/product/2xCCmG/thermalright-kg-850-850-w-80-gold-certified-fully-modular-atx-power-supply-kg-850,,ATX,gold,850,Full,Black
Cooler Master X Silent Edge Platinum 230V,https://pcpartpicker.com/product/DKDQzy/cooler-master-x-silent-edge-platinum-230v-1100-w-80-platinum-certified-fully-modular-fanless-atx-power-supply-mps-b001-azbp-buk,,ATX,platinum,1100,Full,Black
LC-Power LC6350 V2.3,https://pcpartpicker.com/product/KrM48d/lc-power-lc6-v23-350-w-80-bronze-certified-atx-power-supply-lc6350v23,,ATX,bronze,350,false,Black
be quiet! Dark Power Pro 11,https://pcpartpicker.com/product/MXbkcf/be-quiet-power-supply-bn252,,ATX,platinum,750,Semi,
SeaSonic X,https://pcpartpicker.com/product/JQbp99/seasonic-power-supply-x850,,ATX,gold,850,Full,
Thermaltake Toughpower Grand,https://pcpartpicker.com/product/xwLypg/thermaltake-power-supply-tpg600m,,ATX,platinum,600,Semi,
Silverstone SFX,https://pcpartpicker.com/product/rB3RsY/silverstone-sfx-450-w-80-bronze-certified-sfx-power-supply-st45sf,,SFX,bronze,450,false,Black
FSP Group VITA BD,https://pcpartpicker.com/product/yLqNnQ/fsp-group-vita-bd-650-w-80-bronze-certified-atx-power-supply-vita-650bd,,ATX,bronze,650,false,Black
Cougar GX,https://pcpartpicker.com/product/2CZFf7/cougar-gx-800-w-80-gold-certified-fully-modular-atx-power-supply-gx800,,ATX,gold,800,Full,Black / Gold
Thermaltake Litepower GEN2 230V,https://pcpartpicker.com/product/dr4Zxr/thermaltake-litepower-gen2-230v-750-w-atx-power-supply-ps-ltp-0750npcnau-2,,ATX,,750,false,Black
Thermaltake Smart SE,https://pcpartpicker.com/product/3YLdnQ/thermaltake-smart-se-530-w-semi-modular-atx-power-supply-sps-530mpcbeu,,ATX,,530,Semi,Black
KOLINK Core,https://pcpartpicker.com/product/cB3NnQ/kolink-core-600-w-80-certified-atx-power-supply-kl-c600,,ATX,plus,600,false,Black
Antec HCG-750 Bronze,https://pcpartpicker.com/product/23YXsY/antec-high-current-gamer-750-w-80-bronze-certified-atx-power-supply-hcg-750,,ATX,bronze,750,false,
Silverstone Essential,https://pcpartpicker.com/product/vxqBD3/silverstone-essential-650-w-80-bronze-certified-atx-power-supply-sst-et650-b,,ATX,bronze,650,false,Black
Asus TUF Gaming B,https://pcpartpicker.com/product/bVD7YJ/asus-tuf-gaming-b-450-w-80-bronze-certified-atx-power-supply-tuf-gaming-450b,,ATX,bronze,450,false,Black
Fractal Design Integra R2,https://pcpartpicker.com/product/gxphP6/fractal-design-power-supply-fdpsuin2b500w,,ATX,bronze,500,false,
FSP Group HYPER K PRO,https://pcpartpicker.com/product/vTWJ7P/fsp-group-hyper-k-pro-500-w-80-certified-atx-power-supply-hk-500,,ATX,plus,500,false,Black / Yellow
EVGA SuperNOVA 750 GA,https://pcpartpicker.com/product/zWcMnQ/evga-supernova-750-ga-750-w-80-gold-certified-fully-modular-atx-power-supply-220-gl-0750-x1,,ATX,gold,750,Full,
Cooler Master MWE Bronze V2,https://pcpartpicker.com/product/tdGnTW/cooler-master-mwe-bronze-v2-500-w-80-bronze-certified-atx-power-supply-mpe-5001-acaab-us,,ATX,bronze,500,false,Black
LC-Power LC850P V3.0,https://pcpartpicker.com/product/Jg4Zxr/lc-power-lc850p-v30-850-w-80-platinum-certified-fully-modular-atx-power-supply-lc850p-v30,,ATX,platinum,850,Full,Black
NOX Hummer,https://pcpartpicker.com/product/kJVBD3/nox-power-supply-nxhm650bz,,ATX,bronze,650,Semi,
nJoy Alpha+,https://pcpartpicker.com/product/gDKnTW/njoy-alpha-850-w-80-gold-certified-fully-modular-atx-power-supply-psat6085a2mcvcz01b,,ATX,gold,850,Full,Black
Thermaltake Toughpower PF1 - TT Premium Edition,https://pcpartpicker.com/product/6ZpmP6/thermaltake-toughpower-pf1-tt-premium-edition-850-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-0850fnfapu-1,,ATX,platinum,850,Full,Black
Rosewill CMG850G5,https://pcpartpicker.com/product/cgpD4D/rosewill-cmg850g5-850-w-80-gold-certified-fully-modular-atx-power-supply-cmg850g5,102.98,ATX,gold,850,Full,Black
Cooler Master GXII,https://pcpartpicker.com/product/LYKscf/cooler-master-gxii-750-w-80-gold-certified-fully-modular-atx-power-supply-mpx-7503-afag-2bus,,ATX,gold,750,Full,Black
Silverstone Strider,https://pcpartpicker.com/product/83DwrH/silverstone-strider-1500-w-80-silver-certified-fully-modular-atx-power-supply-st1500,345.41,ATX,silver,1500,Full,Black
GameMax GX Pro Rampage,https://pcpartpicker.com/product/dVDQzy/gamemax-gx-pro-rampage-850-w-80-gold-certified-fully-modular-atx-power-supply-gx-850-pro-wt,,ATX,gold,850,Full,White
Silverstone Triton 750Rx,https://pcpartpicker.com/product/Zstkcf/silverstone-triton-750rx-750-w-atx-power-supply-sst-tr750r-gf,,ATX,,750,false,Black
LC-Power LC6650 V2.3,https://pcpartpicker.com/product/3xgFf7/lc-power-lc6-v23-650-w-80-bronze-certified-atx-power-supply-lc6650v23,,ATX,bronze,650,false,Black
EVGA 550 BP,https://pcpartpicker.com/product/BfWzK8/evga-550-bp-550-w-80-bronze-certified-atx-power-supply-100-bp-0550-k1,,ATX,bronze,550,false,Black
EVGA SuperNOVA 750 P5,https://pcpartpicker.com/product/qY7G3C/evga-supernova-750-p5-750-w-80-platinum-certified-fully-modular-atx-power-supply-220-p5-0750-x1,,ATX,platinum,750,Full,Black / Teal
Enermax Revolution D.F.,https://pcpartpicker.com/product/n34BD3/enermax-revolution-df-650-w-80-gold-certified-fully-modular-atx-power-supply-erf650awt,,ATX,gold,650,Full,Black
Inter-Tech Argus RGB II,https://pcpartpicker.com/product/vwgZxr/inter-tech-argus-rgb-ii-700-w-80-bronze-certified-atx-power-supply-88882173,,ATX,bronze,700,false,Black
Antec NeoECO Gold,https://pcpartpicker.com/product/3z4Ycf/antec-neoeco-gold-850-w-80-gold-certified-fully-modular-atx-power-supply-ne850g-m,,ATX,gold,850,Full,
Deepcool PN750M WH,https://pcpartpicker.com/product/JyzXsY/deepcool-pn750m-wh-750-w-80-gold-certified-fully-modular-atx-power-supply-r-pn750m-fc0w-us,,ATX,gold,750,Full,White
SHARKOON WPM Bronze,https://pcpartpicker.com/product/Z28H99/sharkoon-wpm-bronze-600w-80-bronze-certified-semi-modular-atx-power-supply-wpm600,,ATX,bronze,600,Semi,
SeaSonic CORE GX ATX 3 (2024),https://pcpartpicker.com/product/h3FCmG/seasonic-core-gx-atx-3-2024-650-w-80-gold-certified-fully-modular-atx-power-supply-core-atx-3-gx-650-white,,ATX,gold,650,Full,White
Deepcool PQ1000M,https://pcpartpicker.com/product/LjM48d/deepcool-pq-m-1000-w-80-gold-certified-fully-modular-atx-power-supply-r-pqa00m-fa0b-us,,ATX,gold,1000,Full,Black
GAMDIAS KRATOS E1,https://pcpartpicker.com/product/7q7G3C/gamdias-kratos-e1-600-w-80-certified-atx-power-supply-kratos-e1-600,,ATX,plus,600,false,Black
Thermaltake Smart BX1 RGB 750,https://pcpartpicker.com/product/bVQG3C/thermaltake-smart-bx1-rgb-750-750-w-80-bronze-certified-atx-power-supply-ps-spr-0750nhfabu-1,,ATX,bronze,750,false,Black
be quiet! STRAIGHT POWER E9 680W / CM,https://pcpartpicker.com/product/ZVMFf7/be-quiet-power-supply-bn199,,ATX,gold,680,Semi,
Antec VP PLUS,https://pcpartpicker.com/product/VBndnQ/antec-vp-plus-650-w-80-certified-atx-power-supply-vp650-plus,,ATX,plus,650,false,
Fractal Design Integra M,https://pcpartpicker.com/product/y2FXsY/fractal-design-power-supply-fdpsuin3b650w,,ATX,bronze,650,Semi,
XFX XTR,https://pcpartpicker.com/product/2L3RsY/xfx-xtr-750-w-80-gold-certified-fully-modular-atx-power-supply-p1-750b-befx,,ATX,gold,750,Full,
SeaSonic PRIME Platinum,https://pcpartpicker.com/product/h9p323/seasonic-prime-platinum-1200w-80-platinum-certified-fully-modular-atx-power-supply-ssr-1200pd,,ATX,platinum,1200,Full,
FSP Group SFX Pro,https://pcpartpicker.com/product/qZdrxr/fsp-group-sfx-pro-450-w-80-bronze-certified-sfx-power-supply-fsp450-50sac-r,,SFX,bronze,450,false,Black
Thermaltake Toughpower,https://pcpartpicker.com/product/dgYXsY/thermaltake-toughpower-1000-w-80-gold-certified-semi-modular-atx-power-supply-ps-tpd-1000mpcgus-1,,ATX,gold,1000,Semi,
FSP Group Hydro M Pro ATX3.0(PCIe5.0),https://pcpartpicker.com/product/bbgrxr/fsp-group-hydro-m-pro-atx30pcie50-700-w-80-bronze-certified-semi-modular-atx-power-supply-hp2-700m,,ATX,bronze,700,Semi,Black
PC Cooler YS850,https://pcpartpicker.com/product/qXkqqs/pc-cooler-ys850-850-w-80-gold-certified-fully-modular-atx-power-supply-p5-ys850-g1ffbk1-us,120.99,ATX,gold,850,Full,Black
Silverstone Strider Titanium,https://pcpartpicker.com/product/cQTPxr/silverstone-strider-titanium-1300-w-80-titanium-certified-fully-modular-atx-power-supply-sst-st1300-ti,,ATX,titanium,1300,Full,Black / Blue
Chieftec Polaris,https://pcpartpicker.com/product/zzLdnQ/chieftec-polaris-750-w-80-gold-certified-fully-modular-atx-power-supply-pps-750fc,,ATX,gold,750,Full,Black
Cougar VTE X2,https://pcpartpicker.com/product/YQ3gXL/cougar-vte-x2-650-w-80-certified-atx-power-supply-vte-x2-650,,ATX,plus,650,false,Black
Rosewill Green,https://pcpartpicker.com/product/yrg323/rosewill-power-supply-rg430s12,,ATX,plus,430,false,
Montech CENTURY,https://pcpartpicker.com/product/r4yqqs/montech-century-650-w-80-gold-certified-fully-modular-atx-power-supply-century-650,,ATX,gold,650,Full,Black
SilentiumPC Vero L3,https://pcpartpicker.com/product/YyjRsY/silentiumpc-vero-l3-700-w-80-bronze-certified-atx-power-supply-spc267,,ATX,bronze,700,false,Black
Corsair Vengeance 400,https://pcpartpicker.com/product/fyhj4D/corsair-vengeance-400-400-w-80-bronze-certified-atx-power-supply-cp-9020106-de,,ATX,bronze,400,false,
Chieftec Polaris,https://pcpartpicker.com/product/j3GhP6/chieftec-polaris-650-w-80-gold-certified-fully-modular-atx-power-supply-pps-650fc,,ATX,gold,650,Full,Black
Antec NeoECO,https://pcpartpicker.com/product/Y7jG3C/antec-power-supply-neoeco620c,,ATX,bronze,620,false,
Rosewill RBR1000-M,https://pcpartpicker.com/product/GYGkcf/rosewill-power-supply-rbr1000m,,ATX,bronze,1000,Semi,
Raidmax XT,https://pcpartpicker.com/product/qbjWGX/raidmax-power-supply-rx400xt,,ATX,,400,false,
Cooler Master V850,https://pcpartpicker.com/product/qNrG3C/cooler-master-v850-850-w-80-gold-certified-fully-modular-atx-power-supply-rs850-afbag1-us,,ATX,gold,850,Full,Black
1STPLAYER NGDP ATX 3.0,https://pcpartpicker.com/product/byqNnQ/1stplayer-ngdp-atx-30-1300-w-80-platinum-certified-fully-modular-atx-power-supply-ngdp-plt-1300-wh-us,,ATX,platinum,1300,Full,White
be quiet! Dark Power Pro 11,https://pcpartpicker.com/product/x4s8TW/be-quiet-power-supply-bn250,,ATX,platinum,550,Semi,
MSI MAG A650BN EVA e-PROJECT,https://pcpartpicker.com/product/xnVmP6/msi-mag-a650bn-eva-e-project-650-w-80-bronze-certified-atx-power-supply-mag-a650bn-eva-e-project,,ATX,bronze,650,false,Black / Purple
Corsair CS850M,https://pcpartpicker.com/product/DmPzK8/corsair-cs850m-850-w-80-gold-certified-semi-modular-atx-power-supply-cp-9020086,,ATX,gold,850,Semi,
EVGA SuperNOVA 750 G1,https://pcpartpicker.com/product/Nd4gXL/evga-supernova-750-g1-750-w-80-gold-certified-fully-modular-atx-power-supply-120-g1-0750-xr,,ATX,gold,750,Full,
EVGA GE,https://pcpartpicker.com/product/KDcgXL/evga-ge-600-w-80-gold-certified-atx-power-supply-200-ge-0600-v1,,ATX,gold,600,false,Black
be quiet! Pure Power L8,https://pcpartpicker.com/product/7MPfrH/be-quiet-pure-power-l8-530-w-80-bronze-certified-semi-modular-atx-power-supply-bn181,,ATX,bronze,530,Semi,
FSP Group Hyper M85+,https://pcpartpicker.com/product/wnH8TW/fsp-group-hyper-m85-550-w-80-bronze-certified-semi-modular-atx-power-supply-ha550m,,ATX,bronze,550,Semi,Black
FSP Group Dagger Pro,https://pcpartpicker.com/product/CQQcCJ/fsp-group-dagger-pro-750-w-80-gold-certified-fully-modular-sfx-power-supply-sda2-750,,SFX,gold,750,Full,Black / Gold
Inter-Tech SAMA XPH-1200A,https://pcpartpicker.com/product/KpgZxr/inter-tech-sama-xph-1200a-1200-w-80-platinum-certified-fully-modular-atx-power-supply-88882233,,ATX,platinum,1200,Full,Black
Thermalright TB650S,https://pcpartpicker.com/product/8Xqrxr/thermalright-tb650s-650-w-80-bronze-certified-atx-power-supply-tb-650s,,ATX,bronze,650,false,Black
In Win IP-P300BN7-2,https://pcpartpicker.com/product/vHMFf7/inwin-power-supply-ipp300bn72,114.33,ATX,plus,300,false,
Super Flower Leadex V Pro,https://pcpartpicker.com/product/r9BG3C/super-flower-leadex-v-pro-1000-w-80-platinum-certified-fully-modular-atx-power-supply-sf-1000f14tp-wt,,ATX,platinum,1000,Full,White
Thermaltake Toughpower GF A3 ATX 3.0,https://pcpartpicker.com/product/87FmP6/thermaltake-toughpower-gf-a3-atx-30-1200-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1200fnfaga-h,,ATX,gold,1200,Full,Black
Rosewill VALENS-600,https://pcpartpicker.com/product/CFTrxr/rosewill-power-supply-valens600,,ATX,gold,600,false,
Phanteks AMP,https://pcpartpicker.com/product/Y3bCmG/phanteks-amp-550-w-80-gold-certified-fully-modular-atx-power-supply-ph-p550g_us01,,ATX,gold,550,Full,Black
SeaSonic PRIME SNOWSILENT,https://pcpartpicker.com/product/yJgzK8/seasonic-prime-snowsilent-650w-80-platinum-certified-fully-modular-atx-power-supply-ssr-650pd2-snowsilent,,ATX,platinum,650,Full,White
Corsair HX750,https://pcpartpicker.com/product/nqn2FT/corsair-hx750-750-w-80-gold-certified-semi-modular-atx-power-supply-cmpsu-750hx,,ATX,gold,750,Semi,
OCZ ModXStream Pro,https://pcpartpicker.com/product/8qn2FT/ocz-power-supply-ocz700mxsp,,ATX,plus,700,Semi,
FSP Group VITA BD,https://pcpartpicker.com/product/P7nXsY/fsp-group-vita-bd-850-w-80-bronze-certified-atx-power-supply-vita-850bd,,ATX,bronze,850,false,Black
Enermax MAXPRO,https://pcpartpicker.com/product/fGRFf7/enermax-maxpro-500w-80-certified-atx-power-supply-emp500agt,,ATX,plus,500,false,
Antec High Current Gamer,https://pcpartpicker.com/product/VCxfrH/antec-power-supply-hcg520m,,ATX,bronze,520,Semi,
Thermaltake Toughpower DPS G RGB Titanium,https://pcpartpicker.com/product/Vh98TW/thermaltake-toughpower-dps-g-rgb-titanium-1500w-80-titanium-certified-fully-modular-atx-power-supply-ps-tpg-1500dpctus-t,,ATX,titanium,1500,Full,
SeaSonic FOCUS SGX,https://pcpartpicker.com/product/V3ndnQ/seasonic-focus-sgx-450w-80-gold-certified-fully-modular-sfx-power-supply-ssr-450sgx,,SFX,gold,450,Full,Black
Gigabyte GreenMax Plus,https://pcpartpicker.com/product/3GyFf7/gigabyte-power-supply-gzems55ac1,,ATX,bronze,550,false,
Super Flower Leadex Platinum SE,https://pcpartpicker.com/product/Ctnypg/super-flower-leadex-platinum-se-1200-w-80-platinum-certified-fully-modular-atx-power-supply-sf-1200f14mp-v2,,ATX,platinum,1200,Full,Black
SeaSonic TFX 350,https://pcpartpicker.com/product/L298TW/seasonic-tfx-350-350-w-80-gold-certified-fully-modular-tfx-power-supply-tfx-350,,TFX,gold,350,Full,Black
Corsair HX620,https://pcpartpicker.com/product/Y4s8TW/corsair-hx620-620-w-80-certified-fully-modular-atx-power-supply-cmpsu-620hx,,ATX,plus,620,Full,
Segotep GM,https://pcpartpicker.com/product/B7TZxr/segotep-gm-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-psu-st-gm850-wt,,ATX,gold,850,Full,White
Fractal Design Ion+ 2 Platinum,https://pcpartpicker.com/product/4y3gXL/fractal-design-ion-2-platinum-760-w-80-platinum-certified-fully-modular-atx-power-supply-fd-p-ia2p-760,,ATX,platinum,760,Full,Black
Antec Earthwatts,https://pcpartpicker.com/product/873RsY/antec-power-supply-ea650green,,ATX,bronze,650,false,
Antec EARTHWATTS GOLD PRO 550,https://pcpartpicker.com/product/z9CD4D/antec-earthwatts-gold-pro-550w-80-gold-certified-semi-modular-atx-power-supply-ea550g-pro,,ATX,gold,550,Semi,Black
Thermaltake TR2,https://pcpartpicker.com/product/8DYXsY/thermaltake-power-supply-tr700,,ATX,,700,false,
Montech CENTURY G5,https://pcpartpicker.com/product/QBJp99/montech-century-g5-850-w-80-gold-certified-fully-modular-atx-power-supply-century-g5-850w,,ATX,gold,850,Full,Black
Thermaltake Toughpower GF1 Snow - TT Premium,https://pcpartpicker.com/product/mgvdnQ/thermaltake-toughpower-gf1-snow-tt-premium-850-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0850fnfagx-w,,ATX,gold,850,Full,White
Zalman TeraMax II,https://pcpartpicker.com/product/2rBzK8/zalman-teramax-ii-850-w-80-gold-certified-fully-modular-atx-power-supply-zm850-tmx2-bk,,ATX,gold,850,Full,Black
SeaSonic G12 GC,https://pcpartpicker.com/product/KPhv6h/seasonic-g12-gc-550-w-80-gold-certified-atx-power-supply-g12-gc-550,,ATX,gold,550,false,Black / Blue
Deepcool DA600N,https://pcpartpicker.com/product/xHCFf7/deepcool-da-n-600-w-80-bronze-certified-atx-power-supply-dp-bz-da600n,,ATX,bronze,600,false,Black
Rosewill ARC 450,https://pcpartpicker.com/product/2XCwrH/rosewill-power-supply-arc450,,ATX,bronze,450,false,
Cooler Master G550M,https://pcpartpicker.com/product/2wrcCJ/cooler-master-power-supply-rs550amaab1us,,ATX,bronze,550,Semi,
FSP Group HYPER K PRO,https://pcpartpicker.com/product/Xxrqqs/fsp-group-hyper-k-pro-600-w-80-certified-atx-power-supply-hk-600,,ATX,plus,600,false,Black / Yellow
SeaSonic PRIME PX,https://pcpartpicker.com/product/YwNgXL/seasonic-prime-px-850-w-80-platinum-certified-fully-modular-atx-power-supply-prime-px-850,,ATX,platinum,850,Full,Black / Silver
Diablotek PSUL675,https://pcpartpicker.com/product/D2yFf7/diablotek-power-supply-psul675,,ATX,,675,false,
Cooler Master MWE Bronze V2,https://pcpartpicker.com/product/KLdrxr/cooler-master-mwe-bronze-v2-700-w-80-bronze-certified-atx-power-supply-mpe-7001-acaab-us,,ATX,bronze,700,false,Black
Deepcool PK700D,https://pcpartpicker.com/product/sH26Mp/deepcool-pk700d-700-w-80-bronze-certified-atx-power-supply-r-pk700d-fa0b-us,,ATX,bronze,700,false,Black
SHARKOON SilentStorm,https://pcpartpicker.com/product/zw8j4D/sharkoon-silentstorm-450w-80-bronze-certified-sfx-power-supply-4044951016402,,SFX,bronze,450,false,Black
RAIJINTEK AMPERE,https://pcpartpicker.com/product/f93NnQ/raijintek-ampere-1200-w-80-platinum-certified-fully-modular-atx-power-supply-0r30b00023,177.9,ATX,platinum,1200,Full,White
Apex SL-275TFX,https://pcpartpicker.com/product/7qn2FT/apex-sl-275tfx-275-w-tfx-power-supply-sl-275tfx,59.95,TFX,,275,false,Silver
Silverstone ST85F-GS-V2,https://pcpartpicker.com/product/JNH8TW/silverstone-strider-gold-s-v2-850-w-80-gold-certified-fully-modular-atx-power-supply-sst-st85f-gs-v2,149.99,ATX,gold,850,Full,
Thermaltake Toughpower GF1 ARGB,https://pcpartpicker.com/product/JQZzK8/thermaltake-toughpower-gf1-argb-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0750f3fagu-1,,ATX,gold,750,Full,
Thermaltake Thermaltake TP-750M,https://pcpartpicker.com/product/3jX2FT/thermaltake-thermaltake-tp-750m-750-w-80-gold-certified-semi-modular-atx-power-supply-tp-750m,,ATX,gold,750,Semi,
Thermaltake Toughpower iRGB PLUS 850,https://pcpartpicker.com/product/Lj4BD3/thermaltake-toughpower-irgb-plus-850-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpi-0850f3fdgu-1,,ATX,gold,850,Full,Black
Thermaltake Toughpower SFX 600W Gold,https://pcpartpicker.com/product/7VdFf7/thermaltake-toughpower-sfx-600w-gold-600-w-80-gold-certified-fully-modular-sfx-power-supply-ps-stp-0600fpcgus-g,,SFX,gold,600,Full,Black
Antec NeoECO Gold,https://pcpartpicker.com/product/FWkWGX/antec-neoeco-gold-750-w-80-gold-certified-fully-modular-atx-power-supply-ne750g-m,,ATX,gold,750,Full,
Cooler Master V SFX Gold ATX 3.0,https://pcpartpicker.com/product/8hYRsY/cooler-master-v-sfx-gold-atx-30-750-w-80-gold-certified-fully-modular-sfx-power-supply-mpy-7501-sfhagv-3us,,SFX,gold,750,Full,Black
BitFenix Formula Bronze,https://pcpartpicker.com/product/ntxRsY/bitfenix-formula-bronze-600-w-80-bronze-certified-atx-power-supply-bp-fb600ulcb-7r,,ATX,bronze,600,false,Black
Thermaltake Smart,https://pcpartpicker.com/product/pZYXsY/thermaltake-smart-730-w-80-certified-atx-power-supply-sp-730p,,ATX,plus,730,false,
Gigabyte UD750GM-A,https://pcpartpicker.com/product/nQtLrH/gigabyte-ud750gm-a-750-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud750gm-a,,ATX,gold,750,Full,Black
Thermaltake Smart,https://pcpartpicker.com/product/694gXL/thermaltake-smart-550-w-80-bronze-certified-atx-power-supply-sp-550pcbus,,ATX,bronze,550,false,
Antec Earthwatts Green,https://pcpartpicker.com/product/rXQypg/antec-power-supply-ea380dgreen,,ATX,bronze,380,false,
SeaSonic X,https://pcpartpicker.com/product/sQbp99/seasonic-power-supply-ss650km,,ATX,gold,650,Full,
be quiet! System Power 8,https://pcpartpicker.com/product/gKgPxr/be-quiet-system-power-8-500w-80-certified-atx-power-supply-bn241,,ATX,plus,500,false,
Deepcool DQ-M-V2L,https://pcpartpicker.com/product/PsLFf7/deepcool-dq-m-v2l-850-w-80-gold-certified-fully-modular-atx-power-supply-dp-gd-dq850-m-v2l,,ATX,gold,850,Full,Black / Green
