name,part_url,price,type,efficiency,wattage,modular,color
Silverstone DA750 Gold,https://pcpartpicker.com/product/CcpzK8/silverstone-da750-gold-750-w-80-gold-certified-fully-modular-atx-power-supply-sst-da750-g,172.94,ATX,gold,750,Full,Black / White
EVGA 450 BV,https://pcpartpicker.com/product/4g7CmG/evga-450-bv-450-w-80-bronze-certified-atx-power-supply-100-bv-0450-k1,,ATX,bronze,450,false,
SeaSonic PRIME PX,https://pcpartpicker.com/product/4GK2FT/seasonic-prime-px-1000-w-80-platinum-certified-fully-modular-atx-power-supply-prime-px-1000,,ATX,platinum,1000,Full,Black / Silver
SeaSonic FOCUS SPX (2021),https://pcpartpicker.com/product/nkstt6/seasonic-focus-spx-2021-650-w-80-platinum-certified-fully-modular-sfx-power-supply-focus-spx-650-2021,,SFX,platinum,650,Full,Black
Deepcool PK600D,https://pcpartpicker.com/product/c6rqqs/deepcool-pk600d-600-w-80-bronze-certified-atx-power-supply-r-pk600d-fa0b-us,,ATX,bronze,600,false,Black
Thermaltake Smart Pro RGB,https://pcpartpicker.com/product/V3YWGX/thermaltake-smart-pro-rgb-750-w-80-bronze-certified-fully-modular-atx-power-supply-ps-spr-0750fpcbus-r,,ATX,bronze,750,Full,
Cooler Master MWE Gold,https://pcpartpicker.com/product/PxdxFT/cooler-master-mwe-gold-550-w-80-gold-certified-fully-modular-atx-power-supply-mpy-5501-afaag-us,,ATX,gold,550,Full,Black
GameMax GM,https://pcpartpicker.com/product/dhgQzy/gamemax-gm-300-w-80-bronze-certified-atx-power-supply-gm-300-eco,,ATX,bronze,300,false,Silver
Antec VP PLUS,https://pcpartpicker.com/product/xLGbt6/antec-vp-plus-450-w-80-certified-atx-power-supply-vp450p-plus,,ATX,plus,450,false,Black
Thermaltake Toughpower PF3,https://pcpartpicker.com/product/K3tLrH/thermaltake-toughpower-pf3-1200-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-1200fnfapu-3,,ATX,platinum,1200,Full,Black
Thermaltake Hamburg,https://pcpartpicker.com/product/rbwmP6/thermaltake-hamburg-530-w-80-certified-atx-power-supply-w0392re,,ATX,plus,530,false,Black
LC-Power OFFICE SERIES,https://pcpartpicker.com/product/Rm26Mp/lc-power-office-series-600-w-atx-power-supply-lc600h-12-v231,,ATX,,600,false,Black
EVGA SuperNOVA 1000 G1,https://pcpartpicker.com/product/gBsKHx/evga-supernova-1000-g1-1000-w-80-gold-certified-fully-modular-atx-power-supply-120-g1-1000-vr,,ATX,gold,1000,Full,
Thermaltake TR2,https://pcpartpicker.com/product/bb3RsY/thermaltake-power-supply-tr500,,ATX,,500,false,
Silverstone Strider Plus,https://pcpartpicker.com/product/wrp323/silverstone-strider-plus-500w-80-bronze-certified-fully-modular-atx-power-supply-sst-st50f-pb,,ATX,bronze,500,Full,
Apex AG-M,https://pcpartpicker.com/product/qpn8TW/apex-ag-m-750-w-80-gold-certified-fully-modular-atx-power-supply-ag-750m,,ATX,gold,750,Full,Black
be quiet! STRAIGHT POWER E9 | 580W CM,https://pcpartpicker.com/product/4hPzK8/be-quiet-power-supply-bn198,,ATX,gold,580,Semi,
Apevia Prestige,https://pcpartpicker.com/product/WgGnTW/apevia-prestige-1000-w-80-gold-certified-atx-power-supply-atx-rp1000w,,ATX,gold,1000,false,Black
YEYIAN Raiden,https://pcpartpicker.com/product/ZGgrxr/yeyian-raiden-750-w-80-bronze-certified-atx-power-supply-yfb-75000-01,,ATX,bronze,750,false,Black
RAIJINTEK AMPERE,https://pcpartpicker.com/product/NqcgXL/raijintek-ampere-1000-w-80-platinum-certified-fully-modular-atx-power-supply-0r30b00013,142.9,ATX,platinum,1000,Full,Black
YEYIAN Raiden RGB,https://pcpartpicker.com/product/njDQzy/yeyian-raiden-rgb-850-w-80-gold-certified-atx-power-supply-yfr-46701,,ATX,gold,850,false,Black
Cooler Master V850 V2,https://pcpartpicker.com/product/dvH8TW/cooler-master-v850-v2-850-w-80-gold-certified-fully-modular-atx-power-supply-mpy-850v-agbag-us,,ATX,gold,850,Full,White
KOLINK ENCLAVE,https://pcpartpicker.com/product/zpsV3C/kolink-enclave-500-w-80-gold-certified-fully-modular-atx-power-supply-pgw-ps-kol-016,,ATX,gold,500,Full,Black
Enermax Revolution D.F. X,https://pcpartpicker.com/product/LNyH99/enermax-revolution-df-x-850-w-80-gold-certified-fully-modular-atx-power-supply-ert850ewt,,ATX,gold,850,Full,Black
Cooler Master XG750 Plus,https://pcpartpicker.com/product/yv92FT/cooler-master-xg750-plus-750-w-80-platinum-certified-fully-modular-atx-power-supply-mpg-7501-afbap-xus,,ATX,platinum,750,Full,Black
Thermalright TR-SGFX 650,https://pcpartpicker.com/product/Zskqqs/thermalright-tr-sgfx-650-650-w-80-gold-certified-fully-modular-sfx-power-supply-tr-sgfx-650,,SFX,gold,650,Full,Black
Antec Signature Platinum,https://pcpartpicker.com/product/MPC48d/antec-signature-platinum-1300-w-80-platinum-certified-fully-modular-atx-power-supply-sp1300-platinum,,ATX,platinum,1300,Full,Black
Thermaltake TR2 S 550W,https://pcpartpicker.com/product/HRDzK8/thermaltake-tr2-s-550w-80-certified-atx-power-supply-trs-0550p-2,,ATX,plus,550,false,
SeaSonic VERTEX GX-1000 Sakura Edition,https://pcpartpicker.com/product/pnTFf7/seasonic-vertex-gx-1000-sakura-edition-1000-w-80-gold-certified-fully-modular-atx-power-supply-gx-1000sakura,,ATX,gold,1000,Full,White / Pink
be quiet! Pure Power 11,https://pcpartpicker.com/product/p2DJ7P/be-quiet-pure-power-11-350-w-80-gold-certified-atx-power-supply-bn291,,ATX,bronze,350,false,Black
GameMax GP,https://pcpartpicker.com/product/KtpmP6/gamemax-gp-500-w-80-bronze-certified-atx-power-supply-gp-500,,ATX,bronze,500,false,Black
Xigmatek Vector,https://pcpartpicker.com/product/32h9TW/xigmatek-vector-750-w-80-gold-certified-semi-modular-atx-power-supply-vector-g750,,ATX,gold,750,Semi,
SeaSonic B12 BC,https://pcpartpicker.com/product/t7bTwP/seasonic-b12-bc-650-w-80-bronze-certified-atx-power-supply-b12-bc-650,,ATX,bronze,650,false,
SHARKOON SilentStorm Icewind Black,https://pcpartpicker.com/product/ffBTwP/sharkoon-silentstorm-icewind-black-550-w-80-bronze-certified-semi-modular-atx-power-supply-silentstorm-icewind-black-550-watt,,ATX,bronze,550,Semi,Black
NZXT C550,https://pcpartpicker.com/product/smWzK8/nzxt-c550-550-w-80-bronze-certified-semi-modular-atx-power-supply-pa-5b1bb-us,,ATX,bronze,550,Semi,Black
Corsair TX750 V2,https://pcpartpicker.com/product/ns4gXL/corsair-tx750-v2-750-w-80-bronze-certified-atx-power-supply-cmpsu-750txv2,,ATX,bronze,750,false,
G.Skill MB750G,https://pcpartpicker.com/product/YwZXsY/gskill-mb750g-750-w-80-gold-certified-fully-modular-atx-power-supply-gp-gd750a-cwmb1,,ATX,gold,750,Full,Black
Corsair CX550F,https://pcpartpicker.com/product/KhWBD3/corsair-cx550f-550-w-80-bronze-certified-fully-modular-atx-power-supply-cp-9020225-na,,ATX,bronze,550,Full,White / Black
be quiet! TFX Power 3 300,https://pcpartpicker.com/product/Wq7G3C/be-quiet-tfx-power-3-300-w-80-gold-certified-tfx-power-supply-bn323,139.32,TFX,gold,300,false,Black
EVGA SuperNOVA 1000G XC,https://pcpartpicker.com/product/NmLdnQ/evga-supernova-1000g-xc-1000-w-80-gold-certified-fully-modular-atx-power-supply-520-5g-1000-k1,,ATX,gold,1000,Full,Black
RAIJINTEK AMPERE,https://pcpartpicker.com/product/n7zXsY/raijintek-ampere-850-w-80-platinum-certified-fully-modular-atx-power-supply-0r30b00014,,ATX,platinum,850,Full,Black
Cooler Master MWE Gold V2 ATX3.0,https://pcpartpicker.com/product/PcLdnQ/cooler-master-mwe-gold-v2-atx30-850-w-80-gold-certified-fully-modular-atx-power-supply-mpe-8501-afaag-3,,ATX,gold,850,Full,Black
EVGA N1,https://pcpartpicker.com/product/qrwqqs/evga-n1-550-w-atx-power-supply-100-n1-0550-l1,,ATX,,550,false,
Antec Earthwatts Green,https://pcpartpicker.com/product/6dQypg/antec-power-supply-ea500d,,ATX,plus,500,false,
Silverstone Strider Titanium,https://pcpartpicker.com/product/s6TPxr/silverstone-strider-titanium-1500-w-80-titanium-certified-fully-modular-atx-power-supply-sst-st1500-ti,,ATX,titanium,1500,Full,Black / Blue
FSP Group Hydro G Pro,https://pcpartpicker.com/product/qv3mP6/fsp-group-hydro-g-pro-750-w-80-gold-certified-fully-modular-atx-power-supply-hg2-750,,ATX,gold,750,Full,Black
Fractal Design Ion+ 860P,https://pcpartpicker.com/product/npGnTW/fractal-design-ion-860-w-80-platinum-certified-fully-modular-at-power-supply-fd-psu-ionp-860p-bk,,ATX,platinum,860,Full,Black
