name,part_url,price,socket,form_factor,max_memory,memory_slots,color
MSI PRO H610M-G,https://pcpartpicker.com/product/KfyH99/msi-pro-h610m-g-micro-atx-lga1700-motherboard-pro-h610m-g,191.43,LGA1700,Micro ATX,96,2,Black
Gigabyte B450M GAMING,https://pcpartpicker.com/product/c8K2FT/gigabyte-b450m-gaming-micro-atx-am4-motherboard-b450m-gaming,,AM4,Micro ATX,32,2,Red / Black
ASRock X399D8A-2T,https://pcpartpicker.com/product/KRkgXL/asrock-x399d8a-2t-atx-str4-motherboard-x399d8a-2t,,sTR4,ATX,256,8,Green / Blue
ASRock Z690 Extreme,https://pcpartpicker.com/product/FNWzK8/asrock-z690-extreme-atx-lga1700-motherboard-z690-extreme,,LGA1700,ATX,128,4,Black / Silver
NZXT N7-Z69XT-B1,https://pcpartpicker.com/product/sbgFf7/nzxt-n7-z69xt-b1-atx-lga1700-motherboard-n7-z69xt-b1,,LGA1700,ATX,128,4,Black
MSI Z270 GAMING M3,https://pcpartpicker.com/product/CHbkcf/msi-z270-gaming-m3-atx-lga1151-motherboard-z270-gaming-m3,,LGA1151,ATX,64,4,Black / Red
Gigabyte Z790 AORUS ELITE AX ICE,https://pcpartpicker.com/product/hnNYcf/gigabyte-z790-aorus-elite-ax-ice-atx-lga1700-motherboard-z790-aorus-elite-ax-ice,,LGA1700,ATX,256,4,Silver / White
ASRock AB350M Pro4,https://pcpartpicker.com/product/dWL7YJ/asrock-ab350m-pro4-micro-atx-am4-motherboard-ab350m-pro4,,AM4,Micro ATX,64,4,Black / White
MSI PRO H810M-B,https://pcpartpicker.com/product/m29nTW/msi-pro-h810m-b-micro-atx-lga1851-motherboard-pro-h810m-b,176.03,LGA1851,Micro ATX,128,2,Silver / Black
Gigabyte B760M DS3H AX,https://pcpartpicker.com/product/jHfnTW/gigabyte-b760m-ds3h-ax-micro-atx-lga1700-motherboard-b760m-ds3h-ax,,LGA1700,Micro ATX,192,4,Black
Gigabyte B365 HD3,https://pcpartpicker.com/product/BXhmP6/gigabyte-b365-hd3-atx-lga1151-motherboard-b365-hd3,,LGA1151,ATX,64,4,Black / Silver
MSI MPG Z590 GAMING CARBON WIFI,https://pcpartpicker.com/product/w8YmP6/msi-mpg-z590-gaming-carbon-wifi-atx-lga1200-motherboard-mpg-z590-gaming-carbon-wifi,519.69,LGA1200,ATX,128,4,Black
Gigabyte B560M DS3H V2,https://pcpartpicker.com/product/CmvdnQ/gigabyte-b560m-ds3h-v2-micro-atx-lga1200-motherboard-b560m-ds3h-v2,,LGA1200,Micro ATX,128,4,Black
Gigabyte X870M AORUS ELITE WIFI7 ICE,https://pcpartpicker.com/product/Ycy8TW/gigabyte-x870m-aorus-elite-wifi7-ice-micro-atx-am5-motherboard-x870m-aorus-elite-wifi7-ice,,AM5,Micro ATX,256,4,White / Silver
Gigabyte B840 EAGLE WIFI6E,https://pcpartpicker.com/product/gq9nTW/gigabyte-b840-eagle-wifi6e-atx-am5-motherboard-b840-eagle-wf6e,230.7,AM5,ATX,256,4,Black
MSI MAG B560 TOMAHAWK WIFI,https://pcpartpicker.com/product/m2mmP6/msi-mag-b560-tomahawk-wifi-atx-lga1200-motherboard-mag-b560-tomahawk-wifi,,LGA1200,ATX,128,4,Black
Gigabyte B650 AERO G,https://pcpartpicker.com/product/bCjBD3/gigabyte-b650-aero-g-atx-am5-motherboard-b650-aero-g,229.99,AM5,ATX,192,4,Black / Silver
Gigabyte Z690 AORUS ULTRA,https://pcpartpicker.com/product/bPYmP6/gigabyte-z690-aorus-ultra-atx-lga1700-motherboard-z690-aorus-ultra,210.59,LGA1700,ATX,192,4,Black
ASRock A620M Pro RS WiFi,https://pcpartpicker.com/product/kvWJ7P/asrock-a620m-pro-rs-wifi-micro-atx-am5-motherboard-a620m-pro-rs-wifi,,AM5,Micro ATX,256,4,Silver / Black
Gigabyte Z890 AORUS PRO ICE,https://pcpartpicker.com/product/2Zgrxr/gigabyte-z890-aorus-pro-ice-atx-lga1851-motherboard-z890-aorus-pro-ice,279.99,LGA1851,ATX,256,4,White / Silver
Asus PRIME B550M-A (WI-FI),https://pcpartpicker.com/product/WCcRsY/asus-prime-b550m-a-wi-fi-micro-atx-am4-motherboard-prime-b550m-a-wi-fi,,AM4,Micro ATX,128,4,Black / White
Gigabyte Z390 AORUS PRO,https://pcpartpicker.com/product/MVPKHx/gigabyte-z390-aorus-pro-atx-lga1151-motherboard-z390-aorus-pro,,LGA1151,ATX,128,4,Black / Silver
MSI MPG X570S CARBON MAX WIFI,https://pcpartpicker.com/product/JVC48d/msi-mpg-x570s-carbon-max-wifi-atx-am4-motherboard-mpg-x570s-carbon-max-wifi,,AM4,ATX,128,4,Black / Silver
Asus M5A78L-M PLUS/USB3,https://pcpartpicker.com/product/C2mxFT/asus-m5a78l-m-plususb3-micro-atx-am3-motherboard-m5a78l-m-plususb3,,AM3+,Micro ATX,32,4,Black / Blue
ASRock B360M Pro4,https://pcpartpicker.com/product/vZzkcf/asrock-b360m-pro4-micro-atx-lga1151-motherboard-b360m-pro4,,LGA1151,Micro ATX,64,4,Black / Silver
Gigabyte B760 AORUS ELITE AX,https://pcpartpicker.com/product/2vwypg/gigabyte-b760-aorus-elite-ax-atx-lga1700-motherboard-b760-aorus-elite-ax,199.99,LGA1700,ATX,192,4,Black
Gigabyte Z790 GAMING PLUS AX,https://pcpartpicker.com/product/XDWJ7P/gigabyte-z790-gaming-plus-ax-atx-lga1700-motherboard-z790-gaming-plus-ax,,LGA1700,ATX,256,4,Black / Gray
MSI B450M MORTAR,https://pcpartpicker.com/product/FZvbt6/msi-b450m-mortar-atx-am4-motherboard-b450m-mortar,,AM4,Micro ATX,64,4,Black
Asus STRIX Z270F,https://pcpartpicker.com/product/b3jWGX/asus-strix-z270f-atx-lga1151-motherboard-strix-z270f,,LGA1151,ATX,64,4,Black / Silver
Asus TUF GAMING X570-PRO (WI-FI),https://pcpartpicker.com/product/6jFKHx/asus-tuf-gaming-x570-pro-wi-fi-atx-am4-motherboard-tuf-gaming-x570-pro-wi-fi,,AM4,ATX,128,4,Black / Gold
ASRock Z590M Phantom Gaming 4,https://pcpartpicker.com/product/FZRYcf/asrock-z590m-phantom-gaming-4-micro-atx-lga1200-motherboard-z590m-phantom-gaming-4,283.88,LGA1200,Micro ATX,128,4,Silver / Black
ASRock X570D4U-2L2T,https://pcpartpicker.com/product/fBK2FT/asrock-x570d4u-2l2t-micro-atx-am4-motherboard-x570d4u-2l2t,453,AM4,Micro ATX,128,4,Green / Silver
Gigabyte GA-Z270P-D3,https://pcpartpicker.com/product/WN98TW/gigabyte-ga-z270p-d3-atx-lga1151-motherboard-ga-z270p-d3,,LGA1151,ATX,64,4,Black / Gold
Gigabyte A620M GAMING X AX,https://pcpartpicker.com/product/nmgrxr/gigabyte-a620m-gaming-x-ax-micro-atx-am5-motherboard-a620m-gaming-x-ax,,AM5,Micro ATX,192,4,Brown / Gray
Asus ROG STRIX B760-G GAMING WIFI,https://pcpartpicker.com/product/C8Hqqs/asus-rog-strix-b760-g-gaming-wifi-micro-atx-lga1700-motherboard-rog-strix-b760-g-gaming-wifi,,LGA1700,Micro ATX,192,4,Silver / Black
Gigabyte B760M GAMING X AX DDR4,https://pcpartpicker.com/product/97rRsY/gigabyte-b760m-gaming-x-ax-ddr4-micro-atx-lga1700-motherboard-b760m-gaming-x-ax-ddr4,,LGA1700,Micro ATX,128,4,Black
MSI MAG Z590 TOMAHAWK WIFI,https://pcpartpicker.com/product/dvnypg/msi-mag-z590-tomahawk-wifi-atx-lga1200-motherboard-mag-z590-tomahawk-wifi,,LGA1200,ATX,128,4,Black
Gigabyte X570S AORUS ELITE AX,https://pcpartpicker.com/product/YdWzK8/gigabyte-x570s-aorus-elite-ax-atx-am4-motherboard-x570s-aorus-elite-ax,,AM4,ATX,128,4,Black / Silver
Asus ROG MAXIMUS XIII HERO,https://pcpartpicker.com/product/KJVmP6/asus-rog-maximus-xiii-hero-atx-lga1200-motherboard-rog-maximus-xiii-hero,,LGA1200,ATX,128,4,Black
Asus ROG STRIX B860-F GAMING WIFI,https://pcpartpicker.com/product/qbXMnQ/asus-rog-strix-b860-f-gaming-wifi-atx-lga1851-motherboard-rog-strix-b860-f-gaming-wifi,487.27,LGA1851,ATX,256,4,Black
Asus Z170I PRO GAMING,https://pcpartpicker.com/product/TykwrH/asus-motherboard-z170iprogaming,,LGA1151,Mini ITX,32,2,Black / Red
Gigabyte Z690 UD AX DDR4,https://pcpartpicker.com/product/WQBG3C/gigabyte-z690-ud-ax-ddr4-atx-lga1700-motherboard-z690-ud-ax-ddr4,,LGA1700,ATX,128,4,Black
Asus PRIME A620M-E-CSM,https://pcpartpicker.com/product/c6QKHx/asus-prime-a620m-e-csm-micro-atx-am5-motherboard-prime-a620m-e-csm,,AM5,Micro ATX,96,2,Black / Silver
Gigabyte Z370 HD3 (rev. 1.0),https://pcpartpicker.com/product/ffYWGX/gigabyte-z370-hd3-rev-10-atx-lga1151-motherboard-z370-hd3-rev-10,,LGA1151,ATX,64,4,Black / Gray
ASRock B650 LiveMixer,https://pcpartpicker.com/product/ckhFf7/asrock-b650-livemixer-atx-am5-motherboard-b650-livemixer,,AM5,ATX,256,4,Orange / Black
MSI Big Bang-Marshal (B3),https://pcpartpicker.com/product/vjrG3C/msi-motherboard-bigbangmarshalb3,,LGA1155,XL ATX,32,4,Black / Blue
MSI B360 GAMING PLUS,https://pcpartpicker.com/product/M3m323/msi-b360-gaming-plus-atx-lga1151-motherboard-b360-gaming-plus,,LGA1151,ATX,64,4,Black / Red
Gigabyte X570 AORUS ULTRA,https://pcpartpicker.com/product/YTWBD3/gigabyte-x570-aorus-ultra-atx-am4-motherboard-x570-aorus-ultra,,AM4,ATX,128,4,Black / Silver
Gigabyte Z790 AORUS MASTER X,https://pcpartpicker.com/product/w626Mp/gigabyte-z790-aorus-master-x-eatx-lga1700-motherboard-z790-aorus-master-x,,LGA1700,EATX,256,4,Black
XFX MBN790IUL9,https://pcpartpicker.com/product/nhCwrH/xfx-motherboard-mbn790iul9,396.99,LGA775,ATX,8,4,
MSI MAG B550M BAZOOKA,https://pcpartpicker.com/product/mJQfrH/msi-mag-b550m-bazooka-micro-atx-am4-motherboard-mag-b550m-bazooka,,AM4,Micro ATX,128,4,Black / Silver
ASRock 990FX Extreme9,https://pcpartpicker.com/product/VpCwrH/asrock-motherboard-990fxextreme9,,AM3+,ATX,64,4,Black / Gold
ASRock Fatal1ty B450 GAMING K4,https://pcpartpicker.com/product/Pq97YJ/asrock-fatal1ty-b450-gaming-k4-atx-am4-motherboard-b450-gaming-k4,,AM4,ATX,64,4,Black / Silver
Gigabyte H510M S2H,https://pcpartpicker.com/product/yqWzK8/gigabyte-h510m-s2h-micro-atx-lga1200-motherboard-h510m-s2h,,LGA1200,Micro ATX,64,2,Brown / Gray
Gigabyte Z890 AERO G,https://pcpartpicker.com/product/fRjRsY/gigabyte-z890-aero-g-atx-lga1851-motherboard-z890-aero-g,313.99,LGA1851,ATX,256,4,Silver / White
Asus PRIME A620AM-A-CSM,https://pcpartpicker.com/product/fq9nTW/asus-prime-a620am-a-csm-micro-atx-am5-motherboard-prime-a620am-a-csm,,AM5,Micro ATX,256,4,Silver / Black
ASRock X570M Pro4,https://pcpartpicker.com/product/KZLwrH/asrock-x570m-pro4-micro-atx-am4-motherboard-x570m-pro4,,AM4,Micro ATX,128,4,Black / Silver
Asus Rampage IV Black Edition,https://pcpartpicker.com/product/DtjG3C/asus-motherboard-rampageivblackedition,,LGA2011,EATX,128,8,Black / Red
MSI MPG Z390M GAMING EDGE AC,https://pcpartpicker.com/product/BJWfrH/msi-mpg-z390m-gaming-edge-ac-micro-atx-lga1151-motherboard-mpg-z390m-gaming-edge-ac,,LGA1151,Micro ATX,128,4,Black / Silver
Asus ROG MAXIMUS Z790 EXTREME,https://pcpartpicker.com/product/g36p99/asus-rog-maximus-z790-extreme-eatx-lga1700-motherboard-rog-maximus-z790-extreme,,LGA1700,EATX,192,4,Black
ASRock Z890 LiveMixer WiFi,https://pcpartpicker.com/product/fGsV3C/asrock-z890-livemixer-wifi-atx-lga1851-motherboard-z890-livemixer-wifi,283.99,LGA1851,ATX,256,4,Silver / Black
ASRock AB350 Gaming-ITX/ac,https://pcpartpicker.com/product/nG98TW/asrock-ab350-gaming-itxac-mini-itx-am4-motherboard-ab350-gaming-itxac,,AM4,Mini ITX,32,2,Black / Red
Asus TUF GAMING B560-PLUS WIFI,https://pcpartpicker.com/product/WH2WGX/asus-tuf-gaming-b560-plus-wifi-atx-lga1200-motherboard-tuf-gaming-b560-plus-wifi,,LGA1200,ATX,128,4,Black
Gigabyte B650M C V3 (rev. 1.0),https://pcpartpicker.com/product/JtZXsY/gigabyte-b650m-c-v3-rev-10-micro-atx-am5-motherboard-b650m-c-v3-rev-10,,AM5,Micro ATX,192,4,Black / Gray
MSI B760M GAMING PLUS WIFI DDR4,https://pcpartpicker.com/product/wsDQzy/msi-b760m-gaming-plus-wifi-ddr4-micro-atx-lga1700-motherboard-b760m-gaming-plus-wifi-ddr4,,LGA1700,Micro ATX,128,4,Black / Silver
Asus PRIME B760M-A AX6 II,https://pcpartpicker.com/product/Bb7scf/asus-prime-b760m-a-ax6-ii-micro-atx-lga1700-motherboard-prime-b760m-a-ax6-ii,,LGA1700,Micro ATX,192,4,Black / Silver
ASRock B760M Pro RS/D4,https://pcpartpicker.com/product/qFWzK8/asrock-b760m-pro-rsd4-micro-atx-lga1700-motherboard-b760m-pro-rsd4,,LGA1700,Micro ATX,128,4,Silver / Black
MSI MPG B650 CARBON WIFI,https://pcpartpicker.com/product/MT8bt6/msi-mpg-b650-carbon-wifi-atx-am5-motherboard-mpg-b650-carbon-wifi,,AM5,ATX,192,4,Black
Asus PRIME H310M-A R2.0,https://pcpartpicker.com/product/VzMTwP/asus-prime-h310m-a-r20-micro-atx-lga1151-motherboard-prime-h310m-a-r20,,LGA1151,Micro ATX,32,2,Black
MSI MAG B365M MORTAR,https://pcpartpicker.com/product/w4CFf7/msi-mag-b365m-mortar-micro-atx-lga1151-motherboard-mag-b365m-mortar,,LGA1151,Micro ATX,64,4,Black
Asus TUF GAMING B650M-E,https://pcpartpicker.com/product/fWtLrH/asus-tuf-gaming-b650m-e-micro-atx-am5-motherboard-tuf-gaming-b650m-e,317.67,AM5,Micro ATX,192,4,Black
Gigabyte B860M EAGLE V2,https://pcpartpicker.com/product/zFtkcf/gigabyte-b860m-eagle-v2-micro-atx-lga1851-motherboard-b860m-eagle-v2,184.32,LGA1851,Micro ATX,128,2,Silver / Black
Asus PRIME B840M-A WIFI,https://pcpartpicker.com/product/MJVfrH/asus-prime-b840m-a-wifi-micro-atx-am5-motherboard-prime-b840m-a-wifi,232.61,AM5,Micro ATX,192,4,Silver / Black
Biostar B450NH,https://pcpartpicker.com/product/VBgFf7/biostar-b450nh-mini-itx-am4-motherboard-b450nh,,AM4,Mini ITX,64,2,Black / Silver
Gigabyte B760 DS3H AC DDR4,https://pcpartpicker.com/product/Kc6p99/gigabyte-b760-ds3h-ac-ddr4-atx-lga1700-motherboard-b760-ds3h-ac-ddr4,,LGA1700,ATX,128,4,Black
Asus PRIME Z270-P,https://pcpartpicker.com/product/xwH48d/asus-prime-z270-p-atx-lga1151-motherboard-prime-z270-p,,LGA1151,ATX,64,4,Black / Silver
Gigabyte B660 GAMING X DDR4,https://pcpartpicker.com/product/LNTp99/gigabyte-b660-gaming-x-ddr4-atx-lga1700-motherboard-b660-gaming-x-ddr4,,LGA1700,ATX,128,4,Black
Gigabyte Z890 AI TOP,https://pcpartpicker.com/product/LqKscf/gigabyte-z890-ai-top-eatx-lga1851-motherboard-z890-ai-top,,LGA1851,EATX,256,4,Gray / Black
ASRock B860 Pro-A,https://pcpartpicker.com/product/TnHp99/asrock-b860-pro-a-atx-lga1851-motherboard-b860-pro-a,139.99,LGA1851,ATX,256,4,Black
ASRock Z890 Taichi AQUA,https://pcpartpicker.com/product/2YyH99/asrock-z890-taichi-aqua-eatx-lga1851-motherboard-z890-taichi-aqua,472.99,LGA1851,EATX,256,4,White
ASRock Z890 Pro RS WiFi White,https://pcpartpicker.com/product/z9hv6h/asrock-z890-pro-rs-wifi-white-atx-lga1851-motherboard-z890-pro-rs-wifi-white,219.56,LGA1851,ATX,256,4,White / Silver
Supermicro MBD-X11SSV-Q-O,https://pcpartpicker.com/product/kTnG3C/supermicro-mbd-x11ssv-q-o-mini-itx-lga1151-motherboard-mbd-x11ssv-q-o,290,LGA1151,Mini ITX,32,2,Green
Asus B850M MAX GAMING WIFI,https://pcpartpicker.com/product/Fx2j4D/asus-b850m-max-gaming-wifi-micro-atx-am5-motherboard-b850m-max-gaming-wifi,,AM5,Micro ATX,256,4,Black / Silver
ASRock B550M/ac,https://pcpartpicker.com/product/BXDkcf/asrock-b550mac-micro-atx-am4-motherboard-b550mac,,AM4,Micro ATX,128,4,Black / White
Asus ROG MAXIMUS Z790 APEX ENCORE,https://pcpartpicker.com/product/RJRwrH/asus-rog-maximus-z790-apex-encore-atx-lga1700-motherboard-rog-maximus-z790-apex-encore,,LGA1700,ATX,96,2,Black
Gigabyte B450 Gaming X,https://pcpartpicker.com/product/XP22FT/gigabyte-b450-gaming-x-atx-am4-motherboard-b450-gaming-x,,AM4,ATX,64,4,Black / Red
MAXSUN eSport B650ITX WIFI ICE,https://pcpartpicker.com/product/T8Hp99/maxsun-esport-b650itx-wifi-ice-mini-itx-am5-motherboard-esport-b650itx-wifi-ice,,AM5,Mini ITX,96,2,White / Black
Asus PRIME B850M-A-CSM,https://pcpartpicker.com/product/wprp99/asus-prime-b850m-a-csm-micro-atx-am5-motherboard-prime-b850m-a-csm,,AM5,Micro ATX,256,4,Black / Silver
MSI MEG X570 ACE,https://pcpartpicker.com/product/pGXYcf/msi-meg-x570-ace-atx-am4-motherboard-meg-x570-ace,482.22,AM4,ATX,128,4,Black / Silver
ASRock B660M-ITX/ac,https://pcpartpicker.com/product/fxC48d/asrock-b660m-itxac-mini-itx-lga1700-motherboard-b660m-itxac,,LGA1700,Mini ITX,64,2,Silver / Black
ASRock X399 Taichi,https://pcpartpicker.com/product/kjmxFT/asrock-x399-taichi-atx-tr4-motherboard-x399-taichi,,sTR4,ATX,128,8,Black / Silver
Biostar B450MHP,https://pcpartpicker.com/product/x9jBD3/biostar-b450mhp-micro-atx-am4-motherboard-b450mhp,,AM4,Micro ATX,64,2,Black / Silver
Gigabyte B760M GAMING DDR4,https://pcpartpicker.com/product/zBfnTW/gigabyte-b760m-gaming-ddr4-micro-atx-lga1700-motherboard-b760m-gaming-ddr4,,LGA1700,Micro ATX,64,2,Black / Red
Asus ROG STRIX Z490-G GAMING (WI-FI),https://pcpartpicker.com/product/LtqBD3/asus-rog-strix-z490-g-gaming-wi-fi-micro-atx-lga1200-motherboard-rog-strix-z490-g-gaming-wi-fi,,LGA1200,Micro ATX,128,4,Black
Asus H110M-R,https://pcpartpicker.com/product/xMqbt6/asus-h110m-r-micro-atx-lga1151-motherboard-h110m-r,,LGA1151,Micro ATX,32,2,Black
Asus TUF X470-PLUS GAMING,https://pcpartpicker.com/product/kWzkcf/asus-tuf-x470-plus-gaming-atx-am4-motherboard-tuf-x470-plus-gaming,,AM4,ATX,64,4,Black
Asus PRIME B560M-A AC,https://pcpartpicker.com/product/JrBG3C/asus-prime-b560m-a-ac-micro-atx-lga1200-motherboard-prime-b560m-a-ac,,LGA1200,Micro ATX,128,4,Black / Silver
ASRock B860M Pro-A WiFi,https://pcpartpicker.com/product/NcYfrH/asrock-b860m-pro-a-wifi-micro-atx-lga1851-motherboard-b860m-pro-a-wifi,179.99,LGA1851,Micro ATX,256,4,Black
Gigabyte B850M AORUS ELITE WIFI7 ICE-P,https://pcpartpicker.com/product/KTjv6h/gigabyte-b850m-aorus-elite-wifi7-ice-p-micro-atx-am5-motherboard-b850m-aorus-elite-wifi7-ice-p,,AM5,Micro ATX,256,4,White / Orange
ASRock B760M Pro RS/D4 WiFi,https://pcpartpicker.com/product/KrJgXL/asrock-b760m-pro-rsd4-wifi-micro-atx-lga1700-motherboard-b760m-pro-rsd4-wifi,,LGA1700,Micro ATX,128,4,Silver / Black
Gigabyte B760M AORUS ELITE AX,https://pcpartpicker.com/product/wBfnTW/gigabyte-b760m-aorus-elite-ax-micro-atx-lga1700-motherboard-b760m-aorus-elite-ax,,LGA1700,Micro ATX,192,4,Black / Silver
Gigabyte Z790 UD AX,https://pcpartpicker.com/product/xXxRsY/gigabyte-z790-ud-ax-atx-lga1700-motherboard-z790-ud-ax,,LGA1700,ATX,256,4,Black
MSI MPG Z790 EDGE WIFI DDR4,https://pcpartpicker.com/product/4jwypg/msi-mpg-z790-edge-wifi-ddr4-atx-lga1700-motherboard-mpg-z790-edge-wifi-ddr4,,LGA1700,ATX,128,4,Silver / Black
Asus PRIME Z690-P WIFI,https://pcpartpicker.com/product/Pq7G3C/asus-prime-z690-p-wifi-atx-lga1700-motherboard-prime-z690-p-wifi,,LGA1700,ATX,192,4,Silver / Black
Asus PRIME H610M-K D4-ARGB,https://pcpartpicker.com/product/7dcgXL/asus-prime-h610m-k-d4-argb-micro-atx-lga1700-motherboard-prime-h610m-k-d4-argb,,LGA1700,Micro ATX,64,2,Black / Silver
MSI MEG Z390 ACE,https://pcpartpicker.com/product/FgyV3C/msi-meg-z390-ace-atx-lga1151-motherboard-meg-z390-ace,453.76,LGA1151,ATX,128,4,Black / Silver
Asus PRIME Z690M-PLUS D4,https://pcpartpicker.com/product/gWPQzy/asus-prime-z690m-plus-d4-micro-atx-lga1700-motherboard-prime-z690m-plus-d4,,LGA1700,Micro ATX,128,4,Silver / Black
Asus ROG STRIX Z370-F GAMING,https://pcpartpicker.com/product/9bNypg/asus-rog-strix-z370-f-gaming-atx-lga1151-motherboard-strix-z370-f-gaming,,LGA1151,ATX,64,4,Black / Silver
Asus PRIME H410M-K,https://pcpartpicker.com/product/KjDkcf/asus-prime-h410m-k-micro-atx-lga1200-motherboard-prime-h410m-k,,LGA1200,Micro ATX,64,2,Black
ASRock Phantom Gaming Z890 Nova WiFi,https://pcpartpicker.com/product/4jP8TW/asrock-phantom-gaming-z890-nova-wifi-atx-lga1851-motherboard-z890-nova-wifi,389.99,LGA1851,ATX,256,4,Black
Gigabyte B660I AORUS Pro DDR4,https://pcpartpicker.com/product/Tft9TW/gigabyte-b660i-aorus-pro-ddr4-mini-itx-lga1700-motherboard-b660i-aorus-pro-ddr4,,LGA1700,Mini ITX,64,2,Black
Asus PRIME A520M-E,https://pcpartpicker.com/product/fvXYcf/asus-prime-a520m-e-micro-atx-am4-motherboard-prime-a520m-e,161.9,AM4,Micro ATX,64,2,Black
Gigabyte H610M H V2,https://pcpartpicker.com/product/DQYRsY/gigabyte-h610m-h-v2-micro-atx-lga1700-motherboard-h610m-h-v2,123.58,LGA1700,Micro ATX,96,2,Brown / Black
Asus M5A97 R2.0,https://pcpartpicker.com/product/bJK7YJ/asus-motherboard-m5a97r20,301.99,AM3+,ATX,32,4,Black / Blue
Asus PRIME B450M-A/CSM,https://pcpartpicker.com/product/wW66Mp/asus-prime-b450m-acsm-micro-atx-am4-motherboard-prime-b450m-acsm,,AM4,Micro ATX,64,4,Black / Silver
Asus PRIME H610M-E D4,https://pcpartpicker.com/product/GtqPxr/asus-prime-h610m-e-d4-micro-atx-lga1700-motherboard-prime-h610m-e-d4,,LGA1700,Micro ATX,64,2,Silver / Black
Asus PRIME B850M-K,https://pcpartpicker.com/product/2jG2FT/asus-prime-b850m-k-micro-atx-am5-motherboard-prime-b850m-k,,AM5,Micro ATX,128,2,Black / Silver
MSI MEG Z690 UNIFY,https://pcpartpicker.com/product/dk8bt6/msi-meg-z690-unify-atx-lga1700-motherboard-meg-z690-unify,,LGA1700,ATX,192,4,Black / Silver
MSI PRO Z690-A,https://pcpartpicker.com/product/qnwypg/msi-pro-z690-a-atx-lga1700-motherboard-pro-z690-a,229.99,LGA1700,ATX,192,4,Black / Silver
ASRock B760M PG SONIC WiFi,https://pcpartpicker.com/product/ggddnQ/asrock-b760m-pg-sonic-wifi-micro-atx-lga1700-motherboard-b760m-pg-sonic-wifi,,LGA1700,Micro ATX,192,4,Blue / Silver
MSI Z790 GAMING PRO WIFI,https://pcpartpicker.com/product/MMV2FT/msi-z790-gaming-pro-wifi-atx-lga1700-motherboard-z790-gaming-pro-wifi,,LGA1700,ATX,256,4,Black
NZXT N7 Z590,https://pcpartpicker.com/product/s8H7YJ/nzxt-n7-z590-atx-lga1200-motherboard-n7-z59xt-w1,,LGA1200,ATX,128,4,White
MSI Z87-G45 Gaming,https://pcpartpicker.com/product/YDtCmG/msi-motherboard-z87g45gaming,,LGA1150,ATX,32,4,Brown / Black
Asus Z10PE-D8 WS,https://pcpartpicker.com/product/2frcCJ/asus-motherboard-z10ped8ws,,2 x LGA2011-3,SSI EEB,512,8,Black / Gold
MSI MAG B460M MORTAR WIFI,https://pcpartpicker.com/product/hR3mP6/msi-mag-b460m-mortar-wifi-micro-atx-lga1200-motherboard-mag-b460m-mortar-wifi,,LGA1200,Micro ATX,128,4,Silver / Black
Asus Pro WS Z890-ACE SE,https://pcpartpicker.com/product/KZxTwP/asus-pro-ws-z890-ace-se-atx-lga1851-motherboard-pro-ws-z890-ace-se,588.99,LGA1851,ATX,256,4,Black / Silver
Asus A55M-E,https://pcpartpicker.com/product/QdK7YJ/asus-motherboard-a55me,,FM2,Micro ATX,32,2,Black / Blue
MSI PRO B660M-A DDR4,https://pcpartpicker.com/product/KKbTwP/msi-pro-b660m-a-ddr4-micro-atx-lga1700-motherboard-pro-b660m-a-ddr4,,LGA1700,Micro ATX,128,4,Black / Silver
Gigabyte GA-H110M-S2H,https://pcpartpicker.com/product/8QPzK8/gigabyte-ga-h110m-s2h-micro-atx-lga1151-motherboard-ga-h110m-s2h,,LGA1151,Micro ATX,32,2,Black
MSI MAG Z690 TOMAHAWK WIFI,https://pcpartpicker.com/product/nk8bt6/msi-mag-z690-tomahawk-wifi-atx-lga1700-motherboard-mag-z690-tomahawk-wifi,,LGA1700,ATX,192,4,Black / Silver
Asus TUF GAMING X670E-PLUS,https://pcpartpicker.com/product/9XjBD3/asus-tuf-gaming-x670e-plus-atx-am5-motherboard-tuf-gaming-x670e-plus,,AM5,ATX,192,4,Black / Orange
Gigabyte B840 GAMING X WIFI6E,https://pcpartpicker.com/product/8mBFf7/gigabyte-b840-gaming-x-wifi6e-atx-am5-motherboard-b840-gaming-x-wifi6e,273.13,AM5,ATX,256,4,Black
Gigabyte Z790 EAGLE,https://pcpartpicker.com/product/ZYzXsY/gigabyte-z790-eagle-atx-lga1700-motherboard-z790-eagle,275,LGA1700,ATX,256,4,Gray / Black
Asus PRIME Z890-P,https://pcpartpicker.com/product/jKCZxr/asus-prime-z890-p-atx-lga1851-motherboard-prime-z890-p,378.17,LGA1851,ATX,256,4,Black / Silver
Gigabyte GA-B75M-D3H,https://pcpartpicker.com/product/RGQypg/gigabyte-motherboard-gab75md3h,,LGA1155,Micro ATX,32,4,Blue / White
MSI B250M BAZOOKA,https://pcpartpicker.com/product/CVX2FT/msi-b250m-bazooka-micro-atx-lga1151-motherboard-b250m-bazooka,,LGA1151,Micro ATX,64,4,Black / Gray
Gigabyte GA-970A-DS3P,https://pcpartpicker.com/product/z3rG3C/gigabyte-motherboard-ga970ads3p,,AM3+,ATX,32,4,Black / Gray
ASRock H97M Pro4,https://pcpartpicker.com/product/mhn2FT/asrock-h97m-pro4-micro-atx-lga1150-motherboard-h97m-pro4,,LGA1150,Micro ATX,32,4,Black / Blue
