name,part_url,price,tracking_method,connection_type,max_dpi,hand_orientation,color
Logitech M325c Skate Burger,https://pcpartpicker.com/product/mZtQzy/logitech-m325c-skate-burger-wireless-optical-mouse-910-005028,,Optical,Wireless,1000,Both,Blue / White
Logitech M325c Bae-Bee-Blue,https://pcpartpicker.com/product/MWVD4D/logitech-m325c-bae-bee-blue-wireless-optical-mouse-910-005027,,Optical,Wireless,1000,Both,Blue / White
Logitech M325c Dark Fleur,https://pcpartpicker.com/product/zKH8TW/logitech-m325c-dark-fleur-wireless-optical-mouse-910-005339,,Optical,Wireless,1000,Both,White / Black
Logitech M317C Blue Trance,https://pcpartpicker.com/product/BD4BD3/logitech-m317c-blue-trance-wireless-optical-mouse-910-005347,,Optical,Wireless,1000,Both,Blue / Black
Logitech M317c Lady on the Lily,https://pcpartpicker.com/product/TwrYcf/logitech-m317c-lady-on-the-lily-wireless-optical-mouse-910-005353,,Optical,Wireless,1000,Both,White / Multicolor
Logitech M317c Dark Fleur,https://pcpartpicker.com/product/ZxFKHx/logitech-m317c-dark-fleur-wireless-optical-mouse-910-005436,,Optical,Wireless,1000,Both,White / Black
Patriot Viper 550,https://pcpartpicker.com/product/b29tt6/patriot-viper-550-wired-optical-mouse-pv550ouxk,,Optical,Wired,10000,Both,Black
Patriot Viper 551,https://pcpartpicker.com/product/WcYQzy/patriot-viper-551-wired-optical-mouse-pv551ouxk,49.99,Optical,Wired,10000,Both,Black
Logitech M325c Forest Floral,https://pcpartpicker.com/product/cRkgXL/logitech-m325c-forest-floral-wireless-optical-mouse-910-005657,,Optical,Wireless,1000,Both,Blue / Black
Logitech M325c Urban Grey,https://pcpartpicker.com/product/yq3mP6/logitech-m325c-urban-grey-wireless-optical-mouse-910-005661,,Optical,Wireless,1000,Both,Gray / White
Logitech M325c Blue Camo,https://pcpartpicker.com/product/drVG3C/logitech-m325c-blue-camo-wireless-optical-mouse-910-005662,,Optical,Wireless,1000,Both,Blue / Black
Logitech M325c Urban Sunset,https://pcpartpicker.com/product/NdmFf7/logitech-m325c-urban-sunset-wireless-optical-mouse-910-005659,,Optical,Wireless,1000,Both,Orange / Red
Acer AMR513,https://pcpartpicker.com/product/yDYLrH/acer-amr513-wireless-optical-mouse-npmce1a00a,,Optical,Wireless,1000,Both,Red / Black
Adesso IMOUSE W4,https://pcpartpicker.com/product/QJKcCJ/adesso-imouse-w4-wired-optical-mouse-imouse-w4,24.99,Optical,Wired,1000,Both,Black
Adesso IMOUSE X3,https://pcpartpicker.com/product/3xw7YJ/adesso-imouse-x3-wired-optical-mouse-imouse-x3,,Optical,Wired,6400,Right,Black / Gold
Adesso iMouse E55,https://pcpartpicker.com/product/7xw7YJ/adesso-imouse-e55-wireless-optical-mouse-imousee55,,Optical,Wireless,1000,Right,Black
Adesso iMouse E70,https://pcpartpicker.com/product/VNtQzy/adesso-imouse-e70-wireless-optical-mouse-imousee70,42,Optical,Wireless,4800,Left,Black
Adesso iMouse E9,https://pcpartpicker.com/product/mtZFf7/adesso-imouse-e9-wireless-optical-mouse-imousee9,,Optical,Wireless,2400,Left,Black
Adesso iMouse S5,https://pcpartpicker.com/product/2dL48d/adesso-imouse-s5-wired-optical-mouse-imouses5,12.99,Optical,Wired,1000,Both,Black
Adesso iMouse S70G,https://pcpartpicker.com/product/Wp66Mp/adesso-imouse-s70g-wireless-optical-mouse-imouses70g,,Optical,Wireless,1000,Both,Green / Black
Adesso iMouse S70L,https://pcpartpicker.com/product/6wWfrH/adesso-imouse-s70l-wireless-optical-mouse-imouses70l,,Optical,Wireless,1000,Both,Blue
Adesso iMouse T40 Trackball,https://pcpartpicker.com/product/jz448d/adesso-imouse-t40-trackball-wireless-optical-mouse-imouset40,44.94,Optical,Wireless,4800,Both,Black / Red
Adesso iMouse V10,https://pcpartpicker.com/product/z3PKHx/adesso-imouse-v10-wireless-optical-mouse-imousev10,28.99,Optical,Wireless,1600,Right,Black
Adesso iMouse S100B,https://pcpartpicker.com/product/9jTPxr/adesso-imouse-s100b-wireless-optical-mouse-imouse-s100b,,Optical,Wireless,1200,Both,Black
Adesso iMouse T30,https://pcpartpicker.com/product/7rKcCJ/adesso-imouse-t30-wireless-optical-mouse-imouse-t30,42.99,Optical,Wireless,4800,Right,Black / Red
Adesso iMouse S70P,https://pcpartpicker.com/product/mfw7YJ/adesso-imouse-s70p-wireless-optical-mouse-imouses70p,,Optical,Wireless,1000,Both,Pink / Black
Adesso iMouse M40,https://pcpartpicker.com/product/gr3H99/adesso-imouse-m40-wireless-optical-mouse-imousem40,,Optical,Wireless,1200,Both,Black
Adesso iMouse S80L,https://pcpartpicker.com/product/4T448d/adesso-imouse-s80l-wireless-optical-mouse-imouses80l,,Optical,Wireless,1600,Right,Blue / Black
Adesso iMouse S80R,https://pcpartpicker.com/product/fLCD4D/adesso-imouse-s80r-wireless-optical-mouse-imouses80r,21.98,Optical,Wireless,1600,Right,Red / Black
Acco Kensington K72392US,https://pcpartpicker.com/product/BNdxFT/acco-kensington-k72392us-wireless-optical-mouse-k72392us,,Optical,Wireless,1000,Both,Black
Acco Kensington K72337US,https://pcpartpicker.com/product/XQZzK8/acco-kensington-k72337us-wired-optical-mouse-k72337us,,Optical,Wired,,Both,Black / Blue
Acco KENSINGTON K64327F,https://pcpartpicker.com/product/X697YJ/acco-kensington-k64327f-wired-optical-mouse-k64327f,,Optical,Wired,,Both,Silver / Black
ADATA XPG INFAREX M10,https://pcpartpicker.com/product/yRTzK8/adata-xpg-infarex-m10-wired-optical-mouse-infarex-m10infarex-r10,,Optical,Wired,3200,Right,Black
ADATA XPG INFAREX M20,https://pcpartpicker.com/product/dwzFf7/adata-xpg-infarex-m20-wired-optical-mouse-infarex-m20,,Optical,Wired,5000,Right,Black
Microsoft Sculpt Ergonomic,https://pcpartpicker.com/product/7JKcCJ/microsoft-sculpt-ergonomic-wireless-laser-mouse-5lv-00001mic,,Laser,Wireless,1000,Right,Black / Blue
Fellowes Penguin Medium,https://pcpartpicker.com/product/FkYLrH/fellowes-penguin-medium-wired-laser-mouse-9894601,,Laser,Wired,1200,Both,Black / Silver
Fellowes Penguin Small,https://pcpartpicker.com/product/R3PKHx/fellowes-penguin-small-wired-laser-mouse-9894801,,Laser,Wired,1200,Both,Black / Silver
Microsoft KTF-00001,https://pcpartpicker.com/product/Zp66Mp/microsoft-ktf-00001-bluetooth-wireless-optical-mouse-ktf-00001,70.95,Optical,Bluetooth Wireless,,Both,Black
Microsoft L2 Basic,https://pcpartpicker.com/product/CHc48d/microsoft-l2-basic-wired-optical-mouse-p58-00064,,Optical,Wired,800,Both,White / Gray
Evoluent VMCRWG Vertical Mouse C,https://pcpartpicker.com/product/3qtQzy/evoluent-vmcrwg-vertical-mouse-c-wireless-optical-mouse-vmcrwg,,Optical,Wireless,2600,Right,Gold / Black
Fellowes Penguin Large,https://pcpartpicker.com/product/Rfw7YJ/fellowes-penguin-large-wired-laser-mouse-9894401,,Laser,Wired,1200,Both,Black / Silver
Fellowes Penguin Large,https://pcpartpicker.com/product/9xw7YJ/fellowes-penguin-large-wireless-laser-mouse-9894501,,Laser,Wireless,1200,Both,Black / Silver
Microsoft Precision,https://pcpartpicker.com/product/RNtQzy/microsoft-precision-bluetooth-wireless-optical-mouse-ghv-00001,,Optical,Bluetooth Wireless,,Right,Black / Silver
Microsoft Surface Mobile,https://pcpartpicker.com/product/sZNv6h/microsoft-surface-mobile-bluetooth-wireless-laser-mouse-kgz-00031,,Laser,Bluetooth Wireless,,Both,Black / Silver
Microsoft Sculpt Mobile,https://pcpartpicker.com/product/nGKcCJ/microsoft-sculpt-mobile-wireless-laser-mouse-43u-00012,,Laser,Wireless,,Both,Black / Blue
Lenovo 0A34282,https://pcpartpicker.com/product/jybwrH/lenovo-0a34282-wireless-laser-mouse-0a34282,,Laser,Wireless,1600,Both,Black / Red
Kodak IMOUSE Q10,https://pcpartpicker.com/product/wz7p99/kodak-imouse-q10-wireless-optical-mouse-imouse-q10,,Optical,Wireless,1600,Right,Black
Trust GXT 101D GAV,https://pcpartpicker.com/product/QYsmP6/trust-gxt-101d-gav-wired-optical-mouse-22794,,Optical,Wired,4800,Right,Camo
SIIG JK-WR0912-S2,https://pcpartpicker.com/product/Cxw7YJ/siig-jk-wr0912-s2-wireless-optical-mouse-jk-wr0912-s2,,Optical,Wireless,,Right,Red / Black
Rosewill RWM-001,https://pcpartpicker.com/product/BX8j4D/rosewill-rwm-001-wireless-optical-mouse-rwm-001,39,Optical,Wireless,1200,Both,Black
Rosewill RWM-002,https://pcpartpicker.com/product/TGQG3C/rosewill-rwm-002-wireless-optical-mouse-rwm-002,,Optical,Wireless,1200,Both,White / Black
Rosewill RWM-003,https://pcpartpicker.com/product/ZVVD4D/rosewill-rwm-003-wireless-optical-mouse-rwm-003,,Optical,Wireless,1200,Both,Gray / Black
Rosewill RWM-004,https://pcpartpicker.com/product/YvrmP6/rosewill-rwm-004-wireless-optical-mouse-rwm-004,,Optical,Wireless,1200,Both,Blue / Black
SIIG JK-WR0B12-S2,https://pcpartpicker.com/product/VCNv6h/siig-jk-wr0b12-s2-wireless-optical-mouse-jk-wr0b12-s2,,Optical,Wireless,1000,Right,Blue / Black
Rosewill ION D12,https://pcpartpicker.com/product/CGBTwP/rosewill-ion-d12-wired-optical-mouse-ion-d12,,Optical,Wired,4000,Right,Black
Rosewill NEON M63,https://pcpartpicker.com/product/cJzkcf/rosewill-neon-m63-wired-optical-mouse-neon-m63,,Optical,Wired,10000,Right,Black / Red
SIIG JK-WR0M12-S1,https://pcpartpicker.com/product/9YcRsY/siig-jk-wr0m12-s1-wireless-optical-mouse-jk-wr0m12-s1,,Optical,Wireless,1200,Both,Black
Rosewill NEON M54,https://pcpartpicker.com/product/kHhmP6/rosewill-neon-m54-wired-optical-mouse-neon-m54,,Optical,Wired,7200,Right,Black
Rosewill NEON M56,https://pcpartpicker.com/product/rq4BD3/rosewill-neon-m56-wired-optical-mouse-neon-m56,,Optical,Wired,12400,Right,Black
Verbatim 98113 Go Mini Travel Commuter,https://pcpartpicker.com/product/KTKcCJ/verbatim-98113-go-mini-travel-commuter-wired-optical-mouse-98617,,Optical,Wired,,Both,Purple
Verbatim 99770 Silent Wireless Blue Led,https://pcpartpicker.com/product/WRc48d/verbatim-wireless-laser-mouse-99770,16.98,Laser,Wireless,,Both,Blue / Black
Verbatim Verbatim 99777 Silent Wireless Blue Led,https://pcpartpicker.com/product/6z448d/verbatim-wireless-laser-mouse-99777,15.52,Laser,Wireless,,Both,Black
Targus W571,https://pcpartpicker.com/product/Qb3H99/targus-w571-wireless-optical-mouse-amw571usz,,Optical,Wireless,,Right,Black
Targus W573,https://pcpartpicker.com/product/FNtQzy/targus-w573-wireless-laser-mouse-amw573bt,,Laser,Wireless,,Both,Black
Targus W574,https://pcpartpicker.com/product/3p66Mp/targus-w574-wireless-laser-mouse-amw574bt,,Laser,Wireless,,Right,Black
V7 MU200-1N,https://pcpartpicker.com/product/KwWfrH/v7-mu200-1n-wired-optical-mouse-mu200-1n,,Optical,Wired,1600,Both,Black
V7 MW600-1N,https://pcpartpicker.com/product/37VD4D/v7-mw600-1n-wireless-optical-mouse-mw600-1n,,Optical,Wireless,1600,Right,Black
Toshiba U55,https://pcpartpicker.com/product/sDYLrH/toshiba-u55-wired-optical-mouse-pa5224u-1etb,17.99,Optical,Wired,1600,Both,Black
Targus B580,https://pcpartpicker.com/product/KPCD4D/targus-b580-bluetooth-wireless-optical-mouse-amb580tt,,Optical,Bluetooth Wireless,,Both,Black
Targus W571,https://pcpartpicker.com/product/RVkj4D/targus-w571-bluetooth-wireless-optical-mouse-amw571bt,,Optical,Bluetooth Wireless,1600,Both,Black
Verbatim 99769 Silent Wireless Blue Led,https://pcpartpicker.com/product/Gnx2FT/verbatim-99769-silent-wireless-blue-led-wireless-optical-mouse-99769,15.09,Optical,Wireless,,Both,Black
Verbatim 99768 Commuter,https://pcpartpicker.com/product/x3rmP6/verbatim-99768-commuter-wireless-optical-mouse-99768,,Optical,Wireless,,Both,White
Verbatim 99780 Silent Wireless Blue Led,https://pcpartpicker.com/product/kMjJ7P/verbatim-99780-silent-wireless-blue-led-wireless-optical-mouse-99780,,Optical,Wireless,,Both,Red / Black
Verbatim 98619 Go Mini Travel Commuter,https://pcpartpicker.com/product/vpfhP6/verbatim-98619-go-mini-travel-commuter-wired-optical-mouse-98619,,Optical,Wired,,Both,Red
Verbatim 98618 Mini Travel Mouse Commuter,https://pcpartpicker.com/product/jyJtt6/verbatim-98618-mini-travel-mouse-commuter-wired-optical-mouse-98618,,Optical,Wired,,Both,Pink
GAMDIAS Zeus E2,https://pcpartpicker.com/product/6yK2FT/gamdias-zeus-e2-wireless-optical-mouse-ibp-zeuse2,,Optical,Wired,3200,Right,Black
HP OMEN Photon,https://pcpartpicker.com/product/m2848d/hp-omen-photon-wireless-laser-mouse-6cl96aaabl,,Laser,Wireless,8200,Right,Black / Red
HP OMEN 400,https://pcpartpicker.com/product/kqRgXL/hp-omen-400-wired-optical-mouse-3ml38aaabl,,Optical,Wired,5000,Right,Black / Red
Adesso iMouse E3,https://pcpartpicker.com/product/jgBhP6/adesso-imouse-e3-wired-optical-mouse-imouse-e3,,Optical,Wired,6400,Right,Black
Kensington K72392USA,https://pcpartpicker.com/product/thfhP6/kensington-k72392usa-wireless-optical-mouse-k72392usa,32.34,Optical,Wireless,1000,Both,Black
Kensington K72421AMA,https://pcpartpicker.com/product/KjTPxr/kensington-k72421ama-wireless-optical-mouse-k72421ama,28.2,Optical,Wireless,1600,Right,Blue / Black
SIIG JK-WR0N12-S1,https://pcpartpicker.com/product/9GLwrH/siig-jk-wr0n12-s1-wireless-optical-mouse-jk-wr0n12-s1,,Optical,Wireless,1200,Both,Gray / Black
V7 MW500-1N,https://pcpartpicker.com/product/GshmP6/v7-mw500-1n-wireless-optical-mouse-mw500-1n,,Optical,Wireless,1600,Right,Black
Microsoft Arc,https://pcpartpicker.com/product/Lb2bt6/microsoft-arc-bluetoothwired-optical-mouse-elg-00027,,Optical,"Wired, Bluetooth Wireless",1000,Both,Pink
Key Ovation Newtral 3,https://pcpartpicker.com/product/z4zkcf/key-ovation-newtral-3-wired-optical-mouse-kov-n300bcm,,Optical,Wired,3000,Right,Black
Aula SI-9008,https://pcpartpicker.com/product/JJKcCJ/aula-si-9008-wired-optical-mouse-si-9008,,Optical,Wired,3500,Right,Black
SMK-Link VP3830-TAA,https://pcpartpicker.com/product/xnzkcf/smk-link-vp3830-taa-wired-optical-mouse-vp3830-taa,,Optical,Wired,2400,Right,Black
Inland 7338,https://pcpartpicker.com/product/vwWfrH/inland-7338-wired-optical-mouse-7338,,Optical,Wired,,Both,Transparent / Gray
SMK-Link VP3831,https://pcpartpicker.com/product/4tZFf7/smk-link-vp3831-wired-optical-mouse-vp3831,,Optical,Wired,2400,Right,Black
Mad Catz The Authentic R.A.T. 8+,https://pcpartpicker.com/product/bLsnTW/mad-catz-the-authentic-rat-8-wired-optical-mouse-mr05dcingr00,,Optical,Wired,1000,Right,Silver / Black
Evoluent VMDM,https://pcpartpicker.com/product/sv4BD3/evoluent-vmdm-wired-optical-mouse-vmdm,108.95,Optical,Wired,,Right,Black / Silver
Evoluent VMDS,https://pcpartpicker.com/product/yLcRsY/evoluent-vmds-wired-optical-mouse-vmds,104.95,Optical,Wired,,Right,Black / Silver
Verbatim 99746,https://pcpartpicker.com/product/fb2bt6/verbatim-99746-wireless-optical-mouse-99746,,Optical,Wireless,,Right,Purple / White
Cooler Master MM711 Glossy Black,https://pcpartpicker.com/product/LtCFf7/cooler-master-mm711-glossy-black-wired-optical-mouse-mm-711-kkol2,,Optical,Wired,16000,Right,Black
Cooler Master MM710 Matte White,https://pcpartpicker.com/product/g2kgXL/cooler-master-mm710-matte-white-wired-optical-mouse-mm-710-wwol1,,Optical,Wired,16000,Right,White
G-Wolves HT-M 3360 Ash,https://pcpartpicker.com/product/9smFf7/g-wolves-ht-m-3360-ash-wired-optical-mouse-ht-m-3360-ash,,Optical,Wired,12000,Right,Silver
G-Wolves HT-M 3360 White,https://pcpartpicker.com/product/VsmFf7/g-wolves-ht-m-3360-white-wired-optical-mouse-ht-m-3360-white,,Optical,Wired,12000,Right,White
G-Wolves HT-M 3360 Gray,https://pcpartpicker.com/product/m44BD3/g-wolves-ht-m-3360-gray-wired-optical-mouse-ht-m-3360-gray,,Optical,Wired,12000,Right,Gray
G-Wolves HT-M 3360 Red,https://pcpartpicker.com/product/87vqqs/g-wolves-ht-m-3360-red-wired-optical-mouse-ht-m-3360-red,,Optical,Wired,12000,Right,Red
G-Wolves HT-M 3360 White/Blue,https://pcpartpicker.com/product/xyVG3C/g-wolves-ht-m-3360-whiteblue-wired-optical-mouse-ht-m-3360-whiteblue,,Optical,Wired,12000,Right,White / Blue
Xtrfy M4 RGB,https://pcpartpicker.com/product/k44BD3/xtrfy-m4-rgb-wired-optical-mouse-xg-m4-rgb-black,,Optical,Wired,16000,Right,Black
HP Pulsefire Dart,https://pcpartpicker.com/product/pHn8TW/hp-pulsefire-dart-wireless-optical-mouse-hx-mc006b,,Optical,Wireless,16000,Right,Black
Verbatim 70239,https://pcpartpicker.com/product/QK7p99/verbatim-70239-bluetooth-wireless-optical-mouse-70239,24.76,Optical,Bluetooth Wireless,1600,Both,Blue / Black
Microsoft Arc,https://pcpartpicker.com/product/KJwkcf/microsoft-arc-bluetoothwirelesswired-optical-mouse-elg-00026,,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,Purple
Microsoft Arc,https://pcpartpicker.com/product/Q3RgXL/microsoft-arc-bluetoothwirelesswired-optical-mouse-elg-00040,,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,Green
Microsoft RJN-00013,https://pcpartpicker.com/product/FfmFf7/microsoft-rjn-00013-bluetooth-wireless-optical-mouse-rjn-00013,,Optical,Bluetooth Wireless,,Both,Blue
Microsoft RJN-00001,https://pcpartpicker.com/product/VnGnTW/microsoft-rjn-00001-bluetooth-wireless-optical-mouse-rjn-00001,35.99,Optical,Bluetooth Wireless,,Both,Black
Microsoft RJN-00025,https://pcpartpicker.com/product/ZVBhP6/microsoft-rjn-00025-bluetooth-wireless-optical-mouse-rjn-00025,,Optical,Bluetooth Wireless,,Both,Green
Aula Enter Tainer,https://pcpartpicker.com/product/4Xn8TW/aula-enter-tainer-wired-optical-mouse-si-9007,,Optical,Wired,4000,Right,Black
Verbatim 99747,https://pcpartpicker.com/product/qvqBD3/verbatim-99747-wireless-laser-mouse-99747,,Laser,Wireless,,Both,Blue / Black
Kensington Pro Fit,https://pcpartpicker.com/product/zPQfrH/kensington-k75403ww-wired-optical-mouse-k75403ww,33.48,Optical,Wired,3200,Right,Black
Kensington Pro Fit,https://pcpartpicker.com/product/TM4BD3/kensington-k75405ww-bluetooth-wireless-optical-mouse-k75405ww,,Optical,Bluetooth Wireless,1600,Right,Gray / White
Logitech PEBBLE M350,https://pcpartpicker.com/product/JLFKHx/logitech-pebble-m350-bluetooth-optical-mouse-910-005769,29.99,Optical,Bluetooth Wireless,1000,Both,Pink
Verbatim 70240,https://pcpartpicker.com/product/WxRgXL/verbatim-70240-bluetooth-wireless-laser-mouse-70240,16.3,Laser,Bluetooth Wireless,1600,Both,Red / Black
Dell Alienware Elite,https://pcpartpicker.com/product/sqPgXL/dell-alienware-elite-wired-optical-mouse-aw959-m,,Optical,Wired,12000,Right,Silver / Black
Verbatim 70236,https://pcpartpicker.com/product/fTFKHx/verbatim-70236-wired-optical-mouse-70236,21.98,Optical,Wired,,Both,Red / Silver
Verbatim 70245,https://pcpartpicker.com/product/nRn8TW/verbatim-70245-wireless-optical-mouse-70245,23.89,Optical,Wireless,1600,Right,Silver / Black
Verbatim 70237,https://pcpartpicker.com/product/KY2bt6/verbatim-70237-wired-optical-mouse-70237,16,Optical,Wired,,Both,Blue / Silver
Verbatim 70247,https://pcpartpicker.com/product/JjqBD3/verbatim-70247-wireless-laser-mouse-70247,20,Laser,Wireless,1600,Right,Blue
Verbatim 70246,https://pcpartpicker.com/product/c4JmP6/verbatim-70246-wireless-laser-mouse-70246,26.14,Laser,Wireless,1600,Right,Red / Black
Acer Urban Factory Anti-stress Mouse,https://pcpartpicker.com/product/w8zFf7/acer-urban-factory-anti-stress-mouse-wired-optical-mouse-smc01uf,,Optical,Wired,800,Both,Black / Silver
HP 1JR32AA#ABA,https://pcpartpicker.com/product/m7drxr/hp-1jr32aaaba-wired-optical-mouse-1jr32aaaba,,Optical,Wired,1600,Both,Black
HP 6SP30UT#ABA,https://pcpartpicker.com/product/WKMTwP/hp-6sp30utaba-bluetooth-wireless-optical-mouse-6sp30utaba,,Optical,Bluetooth Wireless,,Right,Black
SMK-Link Gyration Air Mouse Elite,https://pcpartpicker.com/product/Zq9tt6/smk-link-gyration-air-mouse-elite-wireless-laser-mouse-gym5600na,,Laser,Wireless,,Both,Black / Silver
SMK-Link AIR Mouse GO Plus,https://pcpartpicker.com/product/q9BhP6/smk-link-air-mouse-go-plus-wireless-laser-mouse-gym1100a,,Laser,Wireless,,Both,Black / Silver
Evoluent VMDL,https://pcpartpicker.com/product/Ry9tt6/evoluent-vmdl-wired-laser-mouse-vmdl,106.95,Laser,Wired,,Right,Black / Silver
ABKONCORE A900,https://pcpartpicker.com/product/Yy3mP6/abkoncore-a900-wired-optical-mouse-abko-a900,,Optical,Wired,16000,Right,Black / Silver
Endgame Gear XM1,https://pcpartpicker.com/product/znFKHx/endgame-gear-xm1-wired-optical-mouse-egg-xm1-blk,,Optical,Wired,16000,Right,Black
ROCCAT Leadr,https://pcpartpicker.com/product/2BtKHx/roccat-leadr-wireless-optical-mouse-roc-11-852,,Optical,Wireless,12000,Right,Black
Cooler Master MM720 Glossy,https://pcpartpicker.com/product/KX848d/cooler-master-mm720-glossy-wired-optical-mouse-mm-720-kkol2,,Optical,Wired,16000,Right,Black
Cooler Master MM711 Wilderness Limited Edition,https://pcpartpicker.com/product/Z37p99/cooler-master-mm711-wilderness-limited-edition-wired-optical-mouse-mm-711-ogol1,,Optical,Wired,16000,Right,Green
Cooler Master MM711 Blue Steel,https://pcpartpicker.com/product/TTQfrH/cooler-master-mm711-blue-steel-wired-optical-mouse-mm-711-mbol1,,Optical,Wired,16000,Right,Blue
Xtreme Gaming DS-2535,https://pcpartpicker.com/product/GD6qqs/xtreme-gaming-ds-2535-wired-laser-mouse-ds-2535,,Laser,Wired,16400,Right,Black
Logitech M510,https://pcpartpicker.com/product/jbn8TW/logitech-m510-wireless-laser-mouse-910-002533,91.98,Laser,Wireless,1000,Right,Blue
SPC Gear LIX,https://pcpartpicker.com/product/6YPgXL/spc-gear-lix-wired-optical-mouse-spg051,,Optical,Wired,8000,Right,Black
Ducky Feather RGB,https://pcpartpicker.com/product/RmPQzy/ducky-feather-rgb-wired-optical-mouse-dmfe20o-oaapa81,,Optical,Wired,16000,Both,Black
Venatos Swapper Pro,https://pcpartpicker.com/product/RTnypg/venatos-swapper-pro-wired-optical-mouse-swapper-pro,,Optical,Wired,16000,Right,Black
SteelSeries Rival 300 CS:GO Fade Edition,https://pcpartpicker.com/product/zk92FT/steelseries-rival-300-csgo-fade-edition-wired-optical-mouse-62279,,Optical,Wired,6500,Right,Purple / Yellow
AOC AGM700,https://pcpartpicker.com/product/h34Ycf/aoc-agm700-wired-optical-mouse-agm700,,Optical,Wired,16000,Right,Black / Silver
Endgame Gear XM1r,https://pcpartpicker.com/product/MmC48d/endgame-gear-xm1r-wired-optical-mouse-egg-xm1r-df,,Optical,Wired,19000,Right,Transparent / Black
Endgame Gear XM1 RGB,https://pcpartpicker.com/product/pFZ9TW/endgame-gear-xm1-rgb-wired-optical-mouse-egg-xm1rgb-blk,,Optical,Wired,16000,Right,Black
Tempest X5S Strider RGB,https://pcpartpicker.com/product/RBvdnQ/tempest-x5s-strider-rgb-wired-optical-mouse-tp-gm-str,,Optical,Wired,4800,Right,Black
Tempest MS-200 Ninja,https://pcpartpicker.com/product/7PfnTW/tempest-ms-200-ninja-wired-optical-mouse-tp-gms-nin,,Optical,Wired,2400,Right,Black
Asus P705 ROG PUGIO II,https://pcpartpicker.com/product/v64Ycf/asus-p705-rog-pugio-ii-wireless-optical-mouse-p705-rog-pugio-ii,,Optical,Wireless,16000,Right,Black
ROCCAT Burst Core,https://pcpartpicker.com/product/yM4Ycf/roccat-burst-core-wired-optical-mouse-roc-11-753,,Optical,Wired,8500,Right,White
GAMDIAS ZEUS E1,https://pcpartpicker.com/product/rfkWGX/gamdias-zeus-e1-wired-optical-mouse-zeus-e1,,Optical,Wired,3200,Right,Black
GAMDIAS ZEUS E1A,https://pcpartpicker.com/product/2NWzK8/gamdias-zeus-e1a-wired-optical-mouse-zeus-e1a,,Optical,Wired,4200,Right,Black
GAMDIAS ZEUS E3,https://pcpartpicker.com/product/W8XJ7P/gamdias-zeus-e3-wired-optical-mouse-zeus-e3,,Optical,Wired,3600,Right,Black
GAMDIAS ZEUS M1,https://pcpartpicker.com/product/6FxRsY/gamdias-zeus-m1-wired-optical-mouse-zeus-m1,,Optical,Wired,7000,Right,Black
GAMDIAS ZEUS M2,https://pcpartpicker.com/product/j7Z9TW/gamdias-zeus-m2-wired-optical-mouse-zeus-m2,,Optical,Wired,10800,Right,Black
GAMDIAS ZEUS M3,https://pcpartpicker.com/product/zgpzK8/gamdias-zeus-m3-wired-optical-mouse-zeus-m3,,Optical,Wired,7200,Right,Black
GAMDIAS ZEUS M4,https://pcpartpicker.com/product/BdgFf7/gamdias-zeus-m4-wired-optical-mouse-zeus-m4,,Optical,Wired,12800,Right,Black
GAMDIAS ZEUS P1,https://pcpartpicker.com/product/T9Fbt6/gamdias-zeus-p1-wired-optical-mouse-zeus-p1,,Optical,Wired,12000,Right,Black
GAMDIAS ZEUS P2,https://pcpartpicker.com/product/ZKGbt6/gamdias-zeus-p2-wired-optical-mouse-zeus-p2,,Optical,Wired,16000,Right,Black
Asus ROG Strix Impact II,https://pcpartpicker.com/product/yCKKHx/asus-rog-strix-impact-ii-wireless-optical-mouse-rog-strix-impact-ii-wireless,,Optical,Wireless,16000,Right,Black
HP OMEN Vector Essential,https://pcpartpicker.com/product/R2fnTW/hp-omen-vector-essential-wired-optical-mouse-8bc52aaabl,,Optical,Wired,7200,Right,Black
NZXT Lift,https://pcpartpicker.com/product/9fcG3C/nzxt-lift-wired-optical-mouse-ms-1wrab-bm,,Optical,Wired,16000,Right,Black / Blue
NZXT Lift,https://pcpartpicker.com/product/7fcG3C/nzxt-lift-wired-optical-mouse-ms-1wrac-bm,,Optical,Wired,16000,Right,Black / Cyan
NZXT Lift,https://pcpartpicker.com/product/VhLFf7/nzxt-lift-wired-optical-mouse-ms-1wrap-bm,,Optical,Wired,16000,Right,Black / Purple
NZXT Lift,https://pcpartpicker.com/product/mnhFf7/nzxt-lift-wired-optical-mouse-ms-1wrar-bm,,Optical,Wired,16000,Right,Black / Red
Mad Catz R.A.T. 2+,https://pcpartpicker.com/product/M6Z9TW/mad-catz-rat-2-wired-optical-mouse-mr02mcambl000-0,,Optical,Wired,5000,Both,Black
Mad Catz R.A.T. 2+,https://pcpartpicker.com/product/wjkWGX/mad-catz-rat-2-wired-optical-mouse-mr02mcamwh000-0,,Optical,Wired,5000,Both,White
Monoprice Dark Matter Hyper-K,https://pcpartpicker.com/product/p6bTwP/monoprice-dark-matter-hyper-k-wired-optical-mouse-40430,,Optical,Wired,16000,Right,Black
Monoprice Dark Matter Super-K,https://pcpartpicker.com/product/tZ7G3C/monoprice-dark-matter-super-k-wired-optical-mouse-42302,,Optical,Wired,18000,Right,Black
