name,part_url,size,color,rpm,airflow,pwm,manufacturer,part_number,connectors
ARCTIC F12,https://pcpartpicker.com/product/cXg323/arctic-cooling-case-fan-afaco120p2gba01,120,White / Black,1350,53,True,ARCTIC,AFACO-120P2-GBA01,4-pin PWM
Corsair ML140 2-Pack,https://pcpartpicker.com/product/dCdFf7/corsair-co-9050044-ww-970-cfm-140mm-fans-co-9050044-ww,140,White / Black,"400,2000","20,97",True,Corsair,CO-9050044-WW,4-pin PWM
Geometric Future Squama 2503R,https://pcpartpicker.com/product/TkkH99/geometric-future-squama-2503r-718-cfm-140-mm-fan-geo-s2503rw-14s,140,White,"800,2100",71.8,True,Geometric Future,GEO-S2503RW-14S,4-pin PWM|3-pin 5V Addressable RGB
be quiet! Light Wings LX 3-Pack,https://pcpartpicker.com/product/DL6NnQ/be-quiet-light-wings-lx-755-cfm-140-mm-fans-3-pack-bl131,140,White,1800,75.5,True,be quiet!,BL131,4-pin PWM|3-pin 5V Addressable RGB
Geometric Future Squama 2503R,https://pcpartpicker.com/product/BBQKHx/geometric-future-squama-2503r-718-cfm-140-mm-fan-geo-s2503rb-14s,140,Black,"800,2100",71.8,True,Geometric Future,GEO-S2503RB-14S,4-pin PWM|3-pin 5V Addressable RGB
Noctua A14 ULN,https://pcpartpicker.com/product/qx8Zxr/noctua-case-fan-nfa14uln,140,Brown,"650,800",,False,Noctua,NF-A14 ULN,3-pin
Corsair RS140 MAX 2-Pack,https://pcpartpicker.com/product/pQHqqs/corsair-rs140-max-104-cfm-140-mm-fans-2-pack-co-9050175-ww,140,Black,1600,"27.5,104",True,Corsair,CO-9050175-WW,4-pin PWM
TRYX ROTA PRO,https://pcpartpicker.com/product/xTsV3C/tryx-rota-pro-8132-cfm-120-mm-fan-f-r120p-nn1m-g0k,120,Black,"500,2250",81.32,True,TRYX,F-R120P-NN1M-G0K,4-pin PWM
DARKROCK F140,https://pcpartpicker.com/product/YDTFf7/darkrock-f140-615-cfm-140-mm-fan-dr-fan-f140-wt,140,White,"800,1800",61.5,True,DARKROCK,DR-FAN-F140-WT,4-pin PWM|3-pin 5V Addressable RGB
be quiet! Silent Wings 2,https://pcpartpicker.com/product/HRDwrH/be-quiet-case-fan-bl060,80,Black,2000,26,False,be quiet!,BL060,3-pin
Geometric Future Squama 2503R,https://pcpartpicker.com/product/fTvD4D/geometric-future-squama-2503r-5767-cfm-120-mm-fan-geo-s2503rb-1,120,Black,1500,57.67,True,Geometric Future,GEO-S2503RB-1,4-pin PWM|3-pin 5V Addressable RGB
Thermalright TL-H12-X28,https://pcpartpicker.com/product/Zsh2FT/thermalright-tl-h12-x28-8045-cfm-120-mm-fan-tl-h12w-x28,120,White,2150,80.45,True,Thermalright,TL-H12W-X28,4-pin PWM
Fractal Design Venturi HF-14,https://pcpartpicker.com/product/wzM323/fractal-design-case-fan-fdfanventhf14bk,140,Black,1200,118.2,False,Fractal Design,FD-FAN-VENT-HF14-BK|FAN-VENT-HF14-BK,3-pin
Thermaltake Riing,https://pcpartpicker.com/product/tmGj4D/thermaltake-case-fan-clf038pl12bua,120,Black / Blue,"1000,1500",40.6,False,Thermaltake,CL-F038-PL12BU-A,3-pin
Thermaltake Riing Plus TT Premium Edition,https://pcpartpicker.com/product/VxTPxr/thermaltake-riing-plus-20-rgb-tt-premium-edition-11796-cfm-200-mm-fan-cl-f069-pl20sw-a,200,Black,"500,1000",117.96,True,Thermaltake,CL-F069-PL20SW-A,Proprietary PWM
Lian Li Uni Fan AL,https://pcpartpicker.com/product/4tQcCJ/lian-li-uni-fan-al-645-cfm-120-mm-fan-uf-al120-1w,120,White,"800,1900",64.5,True,Lian Li,UF-AL120-1W|G99.12AL1W.00,4-pin PWM|Proprietary RGB
Cooler Master SickleFlow,https://pcpartpicker.com/product/mtNxFT/cooler-master-sickleflow-80-mm-fan-mfx-b8nn-25npk-r1,80,Black,,,True,Cooler Master,MFX-B8NN-25NPK-R1,4-pin PWM
be quiet! Silent Wings 4,https://pcpartpicker.com/product/8gfxFT/be-quiet-silent-wings-4-513-cfm-140-mm-fan-bl116,140,White,1100,51.3,True,be quiet!,BL116,4-pin PWM
NZXT Aer F,https://pcpartpicker.com/product/CwNypg/nzxt-aer-f120-630-cfm-120mm-fan-rf-af120-b1,120,Black,"500,1500","21.01,63.02",True,NZXT,RF-AF120-B1,4-pin PWM
NZXT AER RGB 2 3-Pack,https://pcpartpicker.com/product/7bPQzy/nzxt-aer-rgb-2-5244-cfm-120-mm-fans-3-pack-hf-2812c-tw,120,White,"500,1500","17.48,52.44",True,NZXT,HF-2812C-TW,4-pin PWM|Proprietary RGB
Noctua NF-A14 INDUSTRIALPPC-24V-3000 Q100 IP67 PWM,https://pcpartpicker.com/product/hqcG3C/noctua-nf-a14-industrialppc-24v-3000-q100-ip67-pwm-1585-cfm-140-mm-fan-nf-a14-industrialppc-24v-300m,140,Black / Brown,"800,3000",158.5,True,Noctua,NF-A14 industrialPPC-24V-300M,4-pin PWM
Antec Fusion 120 ARGB White 5-Pack,https://pcpartpicker.com/product/gwNxFT/antec-fusion-120-argb-white-5793-cfm-120-mm-fans-5-pack-0-761345-57005-3,120,White,"600,2000",57.93,True,Antec,0-761345-57005-3|Fusion 120 ARGB W_5PK,4-pin PWM|3-pin 5V Addressable RGB
Yeston SAKURA,https://pcpartpicker.com/product/tTBFf7/yeston-sakura-79-cfm-120-mm-fan-yt-120-sakuraz,120,Blue / White,"800,1800",79,True,Yeston,YT-120 Sakura(Z),4-pin PWM
ARCTIC S12038-4K,https://pcpartpicker.com/product/tgsMnQ/arctic-s12038-4k-106-cfm-120-mm-fan-acfan00296a,120,Black,"600,4000",106,True,ARCTIC,ACFAN00296A,4-pin PWM
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,https://pcpartpicker.com/product/2rm2FT/thermaltake-ct120-ex-reverse-argb-sync-6582-cfm-120-mm-fans-3-pack-cl-f226-pl12rg-a,120,Green / Black,"500,2000",65.82,True,Thermaltake,CL-F226-PL12RG-A,4-pin PWM|3-pin 5V Addressable RGB
Montech HP 3-Pack,https://pcpartpicker.com/product/rsvscf/montech-hp-9561-cfm-140-mm-fans-3-pack-hp140w3in1,140,White,"600,1600",95.61,True,Montech,HP140W3IN1,4-pin PWM|3-pin 5V Addressable RGB
Phanteks F200SP,https://pcpartpicker.com/product/tW38TW/phanteks-case-fan-phf200spbbk,200,Black,850,110.1,False,Phanteks,PH-F200SP_BBK,3-pin
Lian Li ST120 3-Pack,https://pcpartpicker.com/product/fnpzK8/lian-li-st120-6917-cfm-120-mm-fans-3-pack-st120-3w,120,White,"800,1900",69.17,True,Lian Li,ST120-3W|G99.12ST3W.00,4-pin PWM|3-pin 5V Addressable RGB
Vetroo SA-120,https://pcpartpicker.com/product/L7TFf7/vetroo-sa-120-5818-cfm-120-mm-fan-vt-fan-fdb120-pk,120,Pink,"800,1300","26.05,58.18",True,Vetroo,VT-FAN-FDB120-PK,4-pin PWM|3-pin 5V Addressable RGB
Noctua P14s redux-1200,https://pcpartpicker.com/product/k9xfrH/noctua-case-fan-nfp14sredux1200,140,Black / Gray,1200,64.92,False,Noctua,NF-P14s redux-1200,3-pin
Antec Storm T3 3-Pack,https://pcpartpicker.com/product/BbRwrH/antec-storm-t3-11272-cfm-140-mm-fans-3-pack-0-761345-77730-8,140,Black,"600,1500","44.82,112.72",True,Antec,0-761345-77730-8,4-pin PWM
ADATA XPG VENTO,https://pcpartpicker.com/product/GDwypg/adata-xpg-vento-453-cfm-120-mm-fan-75260103,120,Black / White,1200,45.3,False,ADATA,75260103|VENTO120ARGB-BKCWW,3-pin|3-pin 5V Addressable RGB
Phanteks M25-140 PWM D-RGB,https://pcpartpicker.com/product/ZWYmP6/phanteks-m25-140-pwm-d-rgb-10462-cfm-140-mm-fan-ph-f140m25_drgb_pwm_wt01,140,White,"500,1800",104.62,True,Phanteks,PH-F140M25_DRGB_PWM_WT01,4-pin PWM|3-pin 5V Addressable RGB
Corsair iCUE SP140 RGB Elite,https://pcpartpicker.com/product/d9NxFT/corsair-icue-sp140-rgb-elite-6811-cfm-140-mm-fan-co-9050138-ww,140,White,1200,"23.07,68.11",True,Corsair,CO-9050138-WW,4-pin PWM|Proprietary RGB
Silverstone Air Penetrator,https://pcpartpicker.com/product/367wrH/silverstone-case-fan-sstap181,180,Black,"700,1200","80,130",False,Silverstone,SST-AP181,3-pin
Thermaltake Luna,https://pcpartpicker.com/product/qVtCmG/thermaltake-case-fan-clf021pl14bua,140,Black / Red,1000,60.55,False,Thermaltake,CL-F021-PL14BU-A,3-pin
Cooler Master MasterFan MF140R,https://pcpartpicker.com/product/7tHRsY/cooler-master-masterfan-mf140r-argb-90-cfm-140-mm-fan-r4-140r-15pc-r1,140,Black,"650,1500",90,True,Cooler Master,R4-140R-15PC-R1,4-pin PWM|3-pin 5V Addressable RGB
Deepcool FC120-3 IN 1 3-Pack,https://pcpartpicker.com/product/4zxRsY/deepcool-fc120-3-in-1-6191-cfm-120-mm-fans-3-pack-r-fc120-bamn3-g-1,120,Black,"500,1800",61.91,True,Deepcool,R-FC120-BAMN3-G-1|R-FC120-BKAMN3-G-1,4-pin PWM|3-pin 5V Addressable RGB
Cooler Master MasterFan MF140 Halo²,https://pcpartpicker.com/product/Tvn9TW/cooler-master-masterfan-mf140-halo2-5951-cfm-140-mm-fan-mfl-b4dw-16np2-r2,140,White,,59.51,True,Cooler Master,MFL-B4DW-16NP2-R2,4-pin PWM|3-pin 5V Addressable RGB
Valkyrie X12F,https://pcpartpicker.com/product/DrKscf/valkyrie-x12f-80-cfm-120-mm-fan-vk-fanx12fb,120,Black,"800,2150",80,True,Valkyrie,VK-FANX12FB,4-pin PWM|3-pin 5V Addressable RGB
Corsair ML140 Pro,https://pcpartpicker.com/product/sYNypg/corsair-co-9050047-ww-970-cfm-140mm-fan-co-9050047-ww,140,Black / Red,"400,2000","20,97",True,Corsair,CO-9050047-WW,4-pin PWM
be quiet! Silent Wings 4,https://pcpartpicker.com/product/BXcG3C/be-quiet-silent-wings-4-487-cfm-120-mm-fan-bl092,120,Black,1600,48.7,False,be quiet!,BL092,3-pin
ENDORFY Zephyr,https://pcpartpicker.com/product/MKfxFT/endorfy-zephyr-120-mm-fan-ey4a017,120,Black,1100,,False,ENDORFY,EY4A017,3-pin
Vantec Stealth,https://pcpartpicker.com/product/VxphP6/vantec-sf9225l-28-cfm-92-mm-fan-sf9225l,92,Black,1750,28,False,Vantec,SF9225L,3-pin
ARCTIC BioniX F120,https://pcpartpicker.com/product/H78j4D/arctic-bionix-f120-blackwhite-690-cfm-120mm-fan-acfan00093a,120,Black / White,"200,1800",69,True,ARCTIC,ACFAN00093A,4-pin PWM
Fractal Design Prisma AL,https://pcpartpicker.com/product/8D66Mp/fractal-design-prisma-al-8571-cfm-120-mm-fan-fd-fan-pri-al12-pwm,120,White / Black,"500,2000","20.68,85.71",True,Fractal Design,FD-FAN-PRI-AL12-PWM,4-pin PWM|3-pin 5V Addressable RGB
Antec Storm T3 3-Pack,https://pcpartpicker.com/product/6sV2FT/antec-storm-t3-8047-cfm-120-mm-fans-3-pack-0-761345-77728-5,120,Black,"600,2200","18.17,80.47",True,Antec,0-761345-77728-5,4-pin PWM
be quiet! Light Wings 3-Pack,https://pcpartpicker.com/product/sQqrxr/be-quiet-light-wings-56-cfm-140-mm-fans-3-pack-bl102,140,White,1500,56,True,be quiet!,BL102,4-pin PWM|3-pin 5V Addressable RGB
Corsair iCUE AR120 Digital RGB 3-Pack,https://pcpartpicker.com/product/C6qrxr/corsair-icue-ar120-digital-rgb-59-cfm-120-mm-fans-3-pack-co-9050169-ww,120,White,"400,1850","10.7,59",True,Corsair,CO-9050169-WW,4-pin PWM|Proprietary RGB
Thermaltake CT140 EX ARGB Sync 3-Pack,https://pcpartpicker.com/product/dfBzK8/thermaltake-ct140-ex-argb-sync-903-cfm-140-mm-fans-3-pack-cl-f182-pl14sw-a,140,Black,"500,1800",90.3,True,Thermaltake,CL-F182-PL14SW-A,4-pin PWM|3-pin 5V Addressable RGB
ARCTIC BioniX P120,https://pcpartpicker.com/product/hNqBD3/arctic-bionix-p120-6756-cfm-120-mm-fan-acfan00116a,120,White / Black,"200,2100",67.56,True,ARCTIC,ACFAN00116A,4-pin PWM
Cooler Master MasterFan MF Halo,https://pcpartpicker.com/product/bX848d/cooler-master-masterfan-mf-halo-472-cfm-120-mm-fan-mfl-b2dw-18npa-r1,120,White,"650,1800",47.2,True,Cooler Master,MFL-B2DW-18NPA-R1,4-pin PWM|3-pin 5V Addressable RGB
Silverstone Shark Force,https://pcpartpicker.com/product/JYcgXL/silverstone-shark-force-120-cfm-140-mm-fan-sst-sf140b,140,Black,,"0,120",True,Silverstone,SST-SF140B,4-pin PWM
Thermaltake TOUGHFAN 14 Pro 2-Pack,https://pcpartpicker.com/product/9K26Mp/thermaltake-toughfan-14-pro-1196-cfm-140-mm-fans-2-pack-cl-f160-pl14bl-a,140,Black,"500,2000","87.6,119.6",True,Thermaltake,CL-F160-PL14BL-A,4-pin PWM
be quiet! Light Wings LX,https://pcpartpicker.com/product/LZkH99/be-quiet-light-wings-lx-56-cfm-140-mm-fan-bl126,140,Black,1200,56,True,be quiet!,BL126,4-pin PWM|3-pin 5V Addressable RGB
Thermaltake Blue-Eye,https://pcpartpicker.com/product/Rq38TW/thermaltake-case-fan-af0025,80,Transparent,"1300,2500",32.92,False,Thermaltake,AF0025,3-pin
Thermaltake Riing Plus TT Premium Edition,https://pcpartpicker.com/product/b9s8TW/thermaltake-riing-plus-12-rgb-tt-premium-edition-14-cfm-120-mm-fan-cl-f059-pl12sw-a,120,Black,"500,1400","5,14",True,Thermaltake,CL-F059-PL12SW-A,Proprietary PWM
Thermaltake SWAFAN EX12 ARGB 3-Pack,https://pcpartpicker.com/product/XR3NnQ/thermaltake-swafan-ex12-argb-5711-cfm-120-mm-fans-3-pack-cl-f183-pl12bu-a,120,Blue / White,"500,2000","56.26,57.11",True,Thermaltake,CL-F183-PL12BU-A,4-pin PWM|3-pin 5V Addressable RGB
KOLINK UMBRA,https://pcpartpicker.com/product/xThv6h/kolink-umbra-35-cfm-120-mm-fan-umbra-120mm,120,Black,1500,35,True,KOLINK,UMBRA 120MM,4-pin PWM|3-pin 5V Addressable RGB
be quiet! Silent Wings 3,https://pcpartpicker.com/product/64M323/be-quiet-bl071-776-cfm-140mm-fan-bl071,140,Black,1600,77.57,True,be quiet!,BL071,4-pin PWM
ID-COOLING TF-12015,https://pcpartpicker.com/product/Pq26Mp/id-cooling-tf-12015-6758-cfm-120-mm-fan-tf-12015-k,120,Black,"500,2200",67.58,True,ID-COOLING,TF-12015-K,4-pin PWM
Corsair AF140,https://pcpartpicker.com/product/YLtCmG/corsair-case-fan-co9050017rled,140,Black,1200,66.4,False,Corsair,CO-9050017-RLED,3-pin
Corsair ML120 Pro,https://pcpartpicker.com/product/wPFXsY/corsair-co-9050041-ww-750-cfm-120mm-fan-co-9050041-ww,120,White / Black,"400,2400","12,75",True,Corsair,CO-9050041-WW,4-pin PWM
PC Cooler Moonlight 5-Pack,https://pcpartpicker.com/product/dsZzK8/pc-cooler-moonlight-54-cfm-120-mm-fans-5-pack-pc-5m120,120,Black,"1000,1800",54,True,PC Cooler,PC-5M120,4-pin PWM|Proprietary RGB
be quiet! Pure Wings 2,https://pcpartpicker.com/product/TQn8TW/be-quiet-pure-wings-2-6551-cfm-120-mm-fan-bl081,120,Black,2000,65.51,True,be quiet!,BL081,4-pin PWM
Fractal Design Prisma AL 2-Pack,https://pcpartpicker.com/product/Jx7G3C/fractal-design-prisma-al-1468-cfm-180-mm-fans-2-pack-fd-fan-pri-al18-pwm-2p,180,Black,"300,1200","43.1,146.8",True,Fractal Design,FD-FAN-PRI-AL18-PWM-2P,4-pin PWM|3-pin 5V Addressable RGB
Thermalright TL-P9,https://pcpartpicker.com/product/mcFmP6/thermalright-tl-p9-3277-cfm-92-mm-fan-tl-p9,92,Black,2200,32.77,True,Thermalright,TL-P9,4-pin PWM
Iceberg Thermal IceGALE Xtra 2-Pack,https://pcpartpicker.com/product/6HjRsY/iceberg-thermal-icegale-xtra-169-cfm-140-mm-fans-2-pack-icegale14x-c2a,140,Black,"500,2500",169,True,Iceberg Thermal,ICEGALE14X-C2A,4-pin PWM
Noctua A9 FLX,https://pcpartpicker.com/product/vP648d/noctua-case-fan-nfa9flx,92,Brown,"1050,1600","25.25,38.02",False,Noctua,NF-A9 FLX,3-pin
Scythe Kaze Flex Square,https://pcpartpicker.com/product/cgqBD3/scythe-kf1425fd12s-p-672-cfm-140-mm-fan-kf1425fd12s-p,140,Black,"300,1200","16.8,67.2",True,Scythe,KF1425FD12S-P,4-pin PWM
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,https://pcpartpicker.com/product/3Yn9TW/thermaltake-ct120-ex-reverse-argb-sync-6582-cfm-120-mm-fans-3-pack-cl-f198-pl12bu-a,120,Blue,"500,2000",65.82,True,Thermaltake,CL-F198-PL12BU-A,4-pin PWM|3-pin 5V Addressable RGB
Aerocool X-Blaster,https://pcpartpicker.com/product/syYXsY/aerocool-x-blaster-528-cfm-80-mm-fan-x-blaster,80,Translucent Black,4000,52.8,False,Aerocool,X-Blaster,3-pin
Noctua NF-A6x25 FLX,https://pcpartpicker.com/product/R3Lypg/noctua-nf-a6x25-flx-1718-cfm-60-mm-fan-nf-a6x25,60,Brown,"1600,3000","9.82,17.18",False,Noctua,NF-A6x25|NF-A6x25 FLX,3-pin
Antec NOVA 120,https://pcpartpicker.com/product/vhqNnQ/antec-nova-120-9532-cfm-120-mm-fan-nova-120,120,Black,"300,3200","44,95.32",True,Antec,Nova 120|0-761345-40050-3,4-pin PWM
Montech Metal Pro,https://pcpartpicker.com/product/tqh2FT/montech-metal-pro-762-cfm-120-mm-fan-metalpro12w,120,White,"600,2200",76.2,True,Montech,METALPRO12W,4-pin PWM|3-pin 5V Addressable RGB
Thermaltake Riing Quad 14 RGB Radiator TT Premium Edition 3-Pack,https://pcpartpicker.com/product/mYfFf7/thermaltake-riing-quad-14-rgb-radiator-fan-tt-6017-cfm-140-mm-fans-3-pack-cl-f089-pl14sw-b,140,Black,"500,1400",60.17,True,Thermaltake,CL-F089-PL14SW-B,Proprietary PWM
Alphacool Apex Stealth Metal,https://pcpartpicker.com/product/W6jRsY/alphacool-apex-stealth-metal-7098-cfm-120-mm-fan-13824,120,Silver / Black,"400,3000",70.98,True,Alphacool,13824|AC-13824,4-pin PWM
be quiet! Silent Wings 3,https://pcpartpicker.com/product/2rvZxr/be-quiet-bl068-733-cfm-120mm-fan-bl068,120,Black,2200,73.33,False,be quiet!,BL068,3-pin
In Win Sirius Loop ASL 3-Pack,https://pcpartpicker.com/product/NWWfrH/in-win-sirius-loop-asl-50-cfm-120-mm-fans-3-pack-asl120fan-3pk,120,Black,"500,1800",50,True,In Win,ASL120FAN-3PK,4-pin PWM|3-pin 5V Addressable RGB
NoiseBlocker NB-ELOOP X ARGB,https://pcpartpicker.com/product/mDdrxr/noiseblocker-nb-eloop-x-b14-p-argb-10947-cfm-140-mm-fan-itr-b14x-p-bl,140,Black,,"0,109.47",True,NoiseBlocker,ITR-B14X-P-BL,4-pin PWM|3-pin 5V Addressable RGB
Cooler Master MasterFan MF Halo,https://pcpartpicker.com/product/3Q848d/cooler-master-masterfan-mf-halo-55-cfm-140-mm-fan-mfl-b4dn-15npa-r1,140,Black / White,"650,1500",55,True,Cooler Master,MFL-B4DN-15NPA-R1,4-pin PWM|3-pin 5V Addressable RGB
Vetroo ARGB120,https://pcpartpicker.com/product/bYxRsY/vetroo-argb120-481-cfm-120-mm-fan-vt-fan-argb120-bk,120,Black,1300,48.1,True,Vetroo,VT-FAN-ARGB120-BK,4-pin PWM|3-pin 5V Addressable RGB
Alphacool Apex Stealth Metal,https://pcpartpicker.com/product/2YtLrH/alphacool-apex-stealth-metal-47-cfm-120-mm-fan-13819,120,Black,"400,2000",47,True,Alphacool,13819|AC-13819,4-pin PWM
Lian Li UNI FAN AL120 3-Pack,https://pcpartpicker.com/product/YPKKHx/lian-li-uni-fan-al120-645-cfm-120-mm-fans-3-pack-uf-al120-3b,120,Black,"800,1900",64.5,True,Lian Li,UF-AL120-3B,4-pin PWM|Proprietary RGB
APNX FP2,https://pcpartpicker.com/product/DcV2FT/apnx-fp2-8387-cfm-120-mm-fan-fp2-120-pwm-argb-wh,120,White / Black,"500,1800",83.87,True,APNX,FP2-120 PWM ARGB WH|APF3-PF11317.21|FP2-120 WH,4-pin PWM|3-pin 5V Addressable RGB
KOLINK Classic,https://pcpartpicker.com/product/7MNYcf/kolink-classic-5215-cfm-120-mm-fan-pgw-fn-kol-011,120,Black,1500,52.15,True,KOLINK,PGW-FN-KOL-011|CLASSIC-120MM,4-pin PWM
Cougar Vortex,https://pcpartpicker.com/product/j6JwrH/cougar-vortex-705-cfm-140-mm-fan-cf-v14h,140,Orange,"700,1200","55.5,70.5",False,Cougar,CF-V14H,3-pin
Corsair AF120 Quiet,https://pcpartpicker.com/product/8K6BD3/corsair-case-fan-co9050016rled,120,Black / Red,1500,52.19,False,Corsair,CO-9050016-RLED,3-pin
Phanteks F140MP,https://pcpartpicker.com/product/cBcMnQ/phanteks-case-fan-phf140mpbbkpwm,140,Black,"500,1600",68.09,True,Phanteks,PH-F140MP_BBK_PWM,4-pin PWM
ARCTIC BioniX P120 A-RGB,https://pcpartpicker.com/product/hKpzK8/arctic-bionix-p120-a-rgb-48-cfm-120-mm-fan-acfan00146a,120,Black,"400,2300",48,True,ARCTIC,ACFAN00146A,4-pin PWM|3-pin 5V Addressable RGB
NZXT F120P (2022),https://pcpartpicker.com/product/3TkWGX/nzxt-f120p-2022-7802-cfm-120-mm-fan-rf-p12sf-b1,120,Black,"500,1800","21.67,78.02",True,NZXT,RF-P12SF-B1,4-pin PWM
ARCTIC P12,https://pcpartpicker.com/product/Wxdrxr/arctic-p12-563-cfm-120-mm-fan-acfan00171a,120,White,"200,1800",56.3,True,ARCTIC,ACFAN00171A,4-pin PWM
Corsair AF120 SLIM,https://pcpartpicker.com/product/qXgFf7/corsair-af120-slim-563-cfm-120-mm-fan-co-9050145-ww,120,White,"600,2000","13.4,56.3",True,Corsair,CO-9050145-WW,4-pin PWM
GAMDIAS AEOLUS M3-1204R 4-Pack,https://pcpartpicker.com/product/w8YRsY/gamdias-aeolus-m3-1204r-6901-cfm-120-mm-fans-4-pack-aeolus-m3-1204r,120,Black,"800,2000",69.01,True,GAMDIAS,AEOLUS M3-1204R,Proprietary PWM
EK Loop Fan FPT 120,https://pcpartpicker.com/product/hzvD4D/ek-loop-fan-fpt-120-77-cfm-120-mm-fan-ek-loop-fpt-120-bk,120,Black,"550,2300",77,True,EK,EK-LOOP-FPT-120-BK|3831109900000,4-pin PWM
Thermalright TL-9015,https://pcpartpicker.com/product/xgrqqs/thermalright-tl-9015-4258-cfm-92-mm-fan-tl-9015w-d6,92,White,2700,42.58,True,Thermalright,TL-9015W D6,4-pin PWM
Silverstone Air Slimmer,https://pcpartpicker.com/product/rkTZxr/silverstone-air-slimmer-4573-cfm-92-mm-fan-sst-as90b,92,Black,"500,2500","5.38,45.73",True,Silverstone,SST-AS90B,4-pin PWM
SeaSonic MAGFLOW 3-Pack,https://pcpartpicker.com/product/Df9wrH/seasonic-magflow-6333-cfm-120-mm-fans-3-pack-magflow-3,120,Black,"600,2000",63.33,True,SeaSonic,MAGFLOW-3|MagFlow 3-Fan Kit,4-pin PWM
Apevia CF312SL-UGN 3-Pack,https://pcpartpicker.com/product/MPw323/apevia-case-fan-cf312slugn,120,Green,1700,,False,Apevia,CF312SL-UGN,3-pin
Vetroo ARGB120 3-Pack,https://pcpartpicker.com/product/jMhFf7/vetroo-argb120-481-cfm-120-mm-fans-3-pack-vt-fan-argb120-wt-x3,120,White,1300,48.1,True,Vetroo,VT-FAN-ARGB120-WT X3,4-pin PWM|3-pin 5V Addressable RGB
Phanteks M25-120 PWM 3-Pack,https://pcpartpicker.com/product/zpjBD3/phanteks-m25-120-pwm-8426-cfm-120-mm-fans-3-pack-ph-f120m25_pwm_bbk01_3p,120,Black,"500,2000",84.26,True,Phanteks,PH-F120M25_PWM_BBK01_3P,4-pin PWM
Corsair RS140 MAX,https://pcpartpicker.com/product/HqZXsY/corsair-rs140-max-104-cfm-140-mm-fan-co-9050174-ww,140,Black,1600,"27.5,104",True,Corsair,CO-9050174-WW,4-pin PWM
NZXT F120P (2024),https://pcpartpicker.com/product/QCxxFT/nzxt-f120p-2024-7347-cfm-120-mm-fan-rf-p12sf-w2,120,White,"500,2000",73.47,True,NZXT,RF-P12SF-W2,4-pin PWM
Thermaltake CT140 EX ARGB Sync 3-Pack,https://pcpartpicker.com/product/gMRwrH/thermaltake-ct140-ex-argb-sync-903-cfm-140-mm-fans-3-pack-cl-f197-pl14mg-a,140,Green,"500,1800",90.3,True,Thermaltake,CL-F197-PL14MG-A,4-pin PWM|3-pin 5V Addressable RGB
ARCTIC P8 Silent,https://pcpartpicker.com/product/KqpmP6/arctic-p8-silent-156-cfm-80-mm-fan-acfan00152a,80,Black,1600,15.6,False,ARCTIC,ACFAN00152A,3-pin
Corsair AF120 SLIM,https://pcpartpicker.com/product/gNfnTW/corsair-af120-slim-563-cfm-120-mm-fan-co-9050144-ww,120,Black,"600,2000","13.4,56.3",True,Corsair,CO-9050144-WW,4-pin PWM
Noctua NF-A6x15 FLX,https://pcpartpicker.com/product/RfKscf/noctua-nf-a6x15-flx-1377-cfm-60-mm-fan-nf-a6x15-flx,60,Brown,"3050,3500","8.53,13.77",True,Noctua,NF-A6x15 FLX,4-pin PWM
NZXT Air Flow,https://pcpartpicker.com/product/Y37wrH/nzxt-air-flow-series-836-cfm-140-mm-fan-rf-fz140-02,140,White,1000,83.6,False,NZXT,RF-FZ140-02,3-pin
Thermaltake SWAFAN EX12 RGB 3-Pack,https://pcpartpicker.com/product/bp88TW/thermaltake-swafan-ex12-rgb-5711-cfm-120-mm-fans-3-pack-cl-f143-pl12sw-a,120,Black,"500,2000","56.26,57.11",False,Thermaltake,CL-F143-PL12SW-A,Proprietary
Iceberg Thermal IceGALE 2-Pack,https://pcpartpicker.com/product/x3XV3C/iceberg-thermal-icegale-96-cfm-140-mm-fans-2-pack-icegale14-c2a,140,Black,"500,1600",96,True,Iceberg Thermal,ICEGALE14-C2A,4-pin PWM
Thermalright TL-P12,https://pcpartpicker.com/product/G9mNnQ/thermalright-tl-p12-5286-cfm-120-mm-fan-tl-p12,120,Black,1500,52.86,True,Thermalright,TL-P12,4-pin PWM
Noctua P14r redux-1500 PWM,https://pcpartpicker.com/product/2mV48d/noctua-case-fan-nfp14rredux1500pwm,140,Black / Gray,"450,1500",78.69,True,Noctua,NF-P14r redux-1500 PWM|NF-P14r redux-1500 P,4-pin PWM
Corsair iCUE QL140,https://pcpartpicker.com/product/Zbyqqs/corsair-icue-ql140-rgb-502-cfm-140-mm-fan-co-9050105-ww,140,White / Black,"550,1250",50.2,True,Corsair,CO-9050105-WW,4-pin PWM|Proprietary RGB
ID-COOLING AF-127-ARGB-W,https://pcpartpicker.com/product/LHsV3C/id-cooling-af-127-argb-w-78-cfm-120-mm-fan-af-127-argb-w,120,White,"500,2000",78,True,ID-COOLING,AF-127-ARGB-W,4-pin PWM|3-pin 5V Addressable RGB
ID-COOLING TF-12025-PRO,https://pcpartpicker.com/product/DHtLrH/id-cooling-tf-12025-pro-825-cfm-120-mm-fan-tf-12025-pro-black,120,,"500,1800",82.5,True,ID-COOLING,TF-12025-PRO BLACK,4-pin PWM
