name,part_url,type,color,psu,side_panel,manufacturer,part_number,int_35_bays,ext_525_bays,ext_35_bays,int_25_bays,expansion_slots_full_height,expansion_slots_half_height,expansion_slots_riser,length,width,height,max_gpu_len,max_cpu_cooler_height,mobo_form_factor,front_panel_usb,radiator_support,fan_support
Antec C5 ARGB,https://pcpartpicker.com/product/MFNYcf/antec-c5-argb-atx-mid-tower-case-0-761345-10033-5,ATX Mid Tower,Black,,Tempered Glass,Antec,0-761345-10033-5|C5 ARGB BLACK|C5 ARGB,1,0,0,2,7,0,0,,,,410.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
MSI MAG FORGE 321R AIRFLOW,https://pcpartpicker.com/product/KtZXsY/msi-mag-forge-321r-airflow-atx-mid-tower-case-mag-forge-321r-airflow,ATX Mid Tower,Black,,Tempered Glass,MSI,MAG FORGE 321R AIRFLOW,2,0,0,1,7,0,0,472.5,210.0,498.0,390.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
NZXT H5 Flow (2024),https://pcpartpicker.com/product/WZtLrH/nzxt-h5-flow-2024-atx-mid-tower-case-cc-h52fw-01,ATX Mid Tower,White,,Tempered Glass,NZXT,CC-H52FW-01,1,0,0,2,7,0,0,430.0,225.0,465.0,410.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,Front: 360 / 240 / 120 mm|Top: 280 / 240 / 140 / 120 mm,Front: 3 x 120 mm / 2 x 140 mm|Rear: 1 x 120 mm|Top: 2 x 120 mm / 2 x 140 mm|Bottom: 2 x 120 mm
Lian Li LANCOOL 216 RGB,https://pcpartpicker.com/product/KKytt6/lian-li-lancool-216-rgb-atx-mid-tower-case-lancool-216rx,ATX Mid Tower,Black,,Tempered Glass,Lian Li,LANCOOL 216RX|G99.LAN216RX.00|PC-LAN216RX,2,0,0,4,7,0,0,480.9,235.0,491.7,392.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Fractal Design Terra,https://pcpartpicker.com/product/rpKscf/fractal-design-terra-mini-itx-desktop-case-fd-c-ter1n-03,Mini ITX Desktop,Green / Brown,,Mesh,Fractal Design,FD-C-TER1N-03,0,0,0,2,0,0,3,343.0,153.0,218.0,322.0,,Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,,120 mm
Fractal Design North,https://pcpartpicker.com/product/sHYmP6/fractal-design-north-atx-mid-tower-case-fd-c-nor1c-01,ATX Mid Tower,Black,,Mesh,Fractal Design,FD-C-NOR1C-01,2,0,0,2,7,0,0,447.0,215.0,469.0,355.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,Front: 360 / 280 / 240 / 140 / 120 mm|Rear: 120 mm|Top: 240 / 120 mm,Front: 3 x 120 mm / 2 x 140 mm|Rear: 1 x 120 mm|Top: 2 x 120 mm / 2 x 140 mm|Left: 2 x 120 mm / 2 x 140 mm
Thermaltake V100 Perforated,https://pcpartpicker.com/product/HwJgXL/thermaltake-v100-perforated-atx-mid-tower-case-ca-1k7-00m1nn-01,ATX Mid Tower,Black,,,Thermaltake,CA-1K7-00M1NN-01,2,2,0,2,7,0,0,410.0,190.0,470.0,400.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Zalman T6 Mini,https://pcpartpicker.com/product/c3MXsY/zalman-t6-mini-microatx-mini-tower-case-t6-mini,MicroATX Mini Tower,Black,,,Zalman,T6 Mini,2,0,0,2,4,0,0,295.0,180.0,350.0,250.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,Rear: 1 x 80 mm
Antec C8,https://pcpartpicker.com/product/yxdG3C/antec-c8-atx-mid-tower-case-c8,ATX Full Tower,Black,,Tempered Glass,Antec,C8|0-761345-10019-9,2,0,0,4,8,0,0,464.0,303.0,476.0,440.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Antec NX200M,https://pcpartpicker.com/product/3f2WGX/antec-nx200m-microatx-mid-tower-case-nx200m,MicroATX Mid Tower,Black,,Tempered Glass,Antec,NX200M|0-761345-81027-2,2,0,0,1,4,0,0,,,,275.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm,120 mm|140 mm
Montech KING 95 PRO,https://pcpartpicker.com/product/7qQKHx/montech-king-95-pro-atx-mid-tower-case-king-95-pro-black,ATX Mid Tower,Black,,Tempered Glass,Montech,KING 95 PRO (Black)|KING 95 PRO (B)|KING95PROB|KING 95 PRO BK,5,0,0,3,7,0,0,475.0,300.0,442.0,420.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
BGears b-Pellucid,https://pcpartpicker.com/product/m7bRsY/bgears-b-pellucid-microatx-mini-tower-case-bg01756,MicroATX Mini Tower,Black,,Tinted Tempered Glass,BGears,BG01756|b-Pellucid MicroATX,1,0,0,2,4,0,0,350.0,279.0,375.0,330.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|240 mm,120 mm
Lian Li O11 Dynamic EVO XL,https://pcpartpicker.com/product/zqNYcf/lian-li-o11-dynamic-evo-xl-atx-full-tower-case-o11dexl-w,ATX Full Tower,White,,Tempered Glass,Lian Li,O11DEXL-W|PC-O11DEXL-W|G99.O11DEXL-W.00,4,0,0,3,8,0,0,522.0,304.0,531.9,460.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Asus ROG Strix Helios,https://pcpartpicker.com/product/FhRzK8/asus-rog-strix-helios-atx-full-tower-case-gx601,ATX Full Tower,Black,,Tempered Glass,Asus,GX601|HELIOS GX601|ROG-STRIX-HELIOS|90DC0020-B38000|90DC0020-B39000,2,0,0,4,8,0,2,565.0,250.0,591.0,450.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Front: 420 / 360 / 280 / 240 / 140 / 120 mm|Rear: 140 / 120 mm|Top: 360 / 280 / 240 / 140 / 120 mm,Front: 3 x 120 mm / 3 x 140 mm|Rear: 1 x 120 mm / 1 x 140 mm|Top: 3 x 120 mm / 2 x 140 mm
Lian Li A4-H20 X4,https://pcpartpicker.com/product/jT7G3C/lian-li-a4-h20-x4-mini-itx-desktop-case-a4-h20-x4,Mini ITX Desktop,Black,,Mesh,Lian Li,A4-H20 X4|A4-H20 X4 Black|A4-H2O X4 Black|A4-H2O X4|G99.A4H2OX4.00,0,0,0,1,3,0,0,326.0,140.0,244.0,322.0,,Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm,120 mm
NZXT H9 Flow RGB+ (2025),https://pcpartpicker.com/product/mfFCmG/nzxt-h9-flow-rgb-2025-atx-mid-tower-case-cm-h92fb-p1,ATX Mid Tower,Black,,Tinted Tempered Glass,NZXT,CM-H92FB-P1|CM-H92FB-P2,2,0,0,4,7,0,0,481.0,315.0,506.0,459.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Asus Prime AP201,https://pcpartpicker.com/product/fPZ9TW/asus-prime-ap201-microatx-mini-tower-case-ap201blkmesh,MicroATX Mini Tower,Black,,Mesh,Asus,AP201/BLK/MESH//|90DC00G0-B38000|PRIME-AP201-BK|90DC00G0-B39000,3,0,0,1,4,0,0,350.0,205.0,460.0,338.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Corsair 3000D AIRFLOW,https://pcpartpicker.com/product/NcRwrH/corsair-3000d-airflow-atx-mid-tower-case-cc-9011251-ww,ATX Mid Tower,Black,,Tempered Glass,Corsair,CC-9011251-WW,2,0,0,2,7,0,0,462.0,230.0,466.0,360.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Lian Li A3-mATX,https://pcpartpicker.com/product/zPVfrH/lian-li-a3-matx-microatx-mini-tower-case-a3-matx-wd-white,MicroATX Mini Tower,White / Brown,,Tempered Glass,Lian Li,A3-mATX-WD WHITE|G99.A3W-WD.00|PC-A3W-WD,1,0,0,2,4,0,0,443.0,194.0,306.0,415.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Top: 360 / 280 / 240 / 140 / 120 mm|Left: 360 / 280 / 240 / 140 / 120 mm,Rear: 1 x 120 mm|Top: 3 x 120 mm / 2 x 140 mm|Bottom: 3 x 120 mm|Left: 3 x 120 mm / 2 x 140 mm
Deepcool CG530 4F,https://pcpartpicker.com/product/yTJBD3/deepcool-cg530-4f-atx-mid-tower-case-r-cg530-bkada4-g-1,ATX Mid Tower,Black,,Tinted Acrylic,Deepcool,R-CG530-BKADA4-G-1,2,0,0,2,7,0,0,440.0,285.0,399.0,410.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Lian Li LANCOOL 217 INF,https://pcpartpicker.com/product/mzRnTW/lian-li-lancool-217-inf-atx-mid-tower-case-lan217infx,ATX Mid Tower,Black,,Tempered Glass,Lian Li,LAN217INFX|G99.LAN217INFX.00,4,0,0,5,7,0,0,482.0,238.0,503.0,380.0,,ATX|EATX|Micro ATX|Mini ITX|SSI EEB,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Top: 360 / 280 / 240 / 140 / 120 mm,Front: 2 x 170 mm|Rear: 1 x 120 mm / 1 x 140 mm|Top: 3 x 120 mm / 2 x 140 mm|PSU Shroud: 3 x 120 mm
Lian Li A3-mATX,https://pcpartpicker.com/product/c2yH99/lian-li-a3-matx-microatx-mini-tower-case-a3-matx-w,MicroATX Mini Tower,White,,Mesh,Lian Li,A3-mATX-W|A3- mATX White|A3W.US|PC-A3W|G99.A3W.00,1,0,0,2,4,0,0,443.0,194.0,306.0,415.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Top: 360 / 280 / 240 / 140 / 120 mm|Left: 360 / 280 / 240 / 140 / 120 mm,Rear: 1 x 120 mm|Top: 3 x 120 mm / 2 x 140 mm|Bottom: 3 x 120 mm|Left: 3 x 120 mm / 2 x 140 mm
Fractal Design Ridge PCIe 4.0,https://pcpartpicker.com/product/PQdG3C/fractal-design-ridge-pcie-40-mini-itx-tower-case-fd-c-rid1n-11,Mini ITX Tower,Black,,Mesh,Fractal Design,FD-C-RID1N-11,0,0,0,4,0,0,3,374.0,110.0,395.0,335.0,,Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,,80 mm|120 mm|140 mm
Jonsbo D32 PRO,https://pcpartpicker.com/product/VL2j4D/jonsbo-d32-pro-microatx-desktop-case-d32-pro-black,MicroATX Desktop,Black,,Tempered Glass,Jonsbo,D32 PRO Black,2,0,0,2,4,0,0,396.0,207.0,314.0,365.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm,120 mm|140 mm
NZXT H6 Flow RGB,https://pcpartpicker.com/product/kfRwrH/nzxt-h6-flow-rgb-atx-mid-tower-case-cc-h61fw-r1,ATX Mid Tower,White,,Tempered Glass,NZXT,CC-H61FW-R1,1,0,0,2,7,0,0,415.0,287.0,435.0,365.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Fractal Design North,https://pcpartpicker.com/product/Pmytt6/fractal-design-north-atx-mid-tower-case-fd-c-nor1c-04,ATX Mid Tower,White,,Tempered Glass,Fractal Design,FD-C-NOR1C-04,2,0,0,2,7,0,0,447.0,215.0,469.0,355.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,Front: 360 / 280 / 240 / 140 / 120 mm|Rear: 120 mm|Top: 240 / 120 mm,Front: 3 x 120 mm / 2 x 140 mm|Rear: 1 x 120 mm|Top: 2 x 120 mm / 2 x 140 mm
Corsair 7000D AIRFLOW,https://pcpartpicker.com/product/4fhFf7/corsair-7000d-airflow-atx-mid-tower-case-cc-9011218ww,ATX Full Tower,Black,,Tempered Glass,Corsair,CC-9011218WW,6,0,0,3,8,0,0,550.0,248.0,600.0,450.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm|480 mm,120 mm|140 mm
Jonsbo NV10,https://pcpartpicker.com/product/9qh2FT/jonsbo-nv10-mini-itx-desktop-case-nv10-black,Mini ITX Desktop,Black / Brown,,Mesh,Jonsbo,NV10 Black,0,0,0,0,0,2,0,205.0,108.0,205.0,190.0,,Mini ITX,USB 3.2 Gen 2 Type-C,,
Lian Li O11 Dynamic Mini V2 Flow,https://pcpartpicker.com/product/DfDnTW/lian-li-o11-dynamic-mini-v2-flow-atx-mini-tower-case-o11dmiv2fw,ATX Mid Tower,White,,Tempered Glass,Lian Li,O11DMIV2FW|G99.O11DMIV2FW.00,2,0,0,2,5,0,3,423.6,273.3,391.95,400.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Top: 360 / 280 / 240 / 140 / 120 mm|Motherboard Tray: 240 / 120 mm,Rear: 1 x 120 mm|Top: 3 x 120 mm / 2 x 140 mm|Bottom: 3 x 120 mm|Motherboard Tray: 2 x 120 mm
Lian Li Vector V100,https://pcpartpicker.com/product/bBG2FT/lian-li-v100-atx-mid-tower-case-v100x,ATX Mid Tower,Black,,Tempered Glass,Lian Li,V100X,1,0,0,1,7,0,0,466.0,235.5,484.65,415.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Montech X3 Mesh,https://pcpartpicker.com/product/HRH7YJ/montech-x3-mesh-atx-mid-tower-case-x3-mesh-black,ATX Mid Tower,Black,,Tempered Glass,Montech,X3 Mesh Black|C004|X3 MESH BK|C21005160001|X3 MESH (B),2,0,0,2,7,0,0,,,,305.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm|140 mm
Montech X5M,https://pcpartpicker.com/product/BpQwrH/montech-x5m-microatx-mini-tower-case-x5m-b,MicroATX Mini Tower,Black,,Tempered Glass,Montech,X5M (B),2,0,0,4,5,0,0,468.0,215.0,450.0,405.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Jonsbo C6-ITX,https://pcpartpicker.com/product/RhqNnQ/jonsbo-c6-itx-mini-itx-desktop-case-c6-itx-black,Mini ITX Desktop,Black,,Mesh,Jonsbo,C6-ITX Black,1,0,0,0,4,0,0,266.0,202.0,295.2,255.0,,Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,,120 mm
NZXT H9 Flow RGB+ (2025),https://pcpartpicker.com/product/8FKnTW/nzxt-h9-flow-rgb-2025-atx-mid-tower-case-cm-h92fw-p1,ATX Mid Tower,White,,Tempered Glass,NZXT,CM-H92FW-P1|CM-H92FW-P2,2,0,0,4,7,0,0,481.0,315.0,506.0,459.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Jonsbo Jonsplus Z20,https://pcpartpicker.com/product/MM7scf/jonsbo-jonsplus-z20-microatx-desktop-case-z20-black,MicroATX Desktop,Black,,Tempered Glass,Jonsbo,Z20 Black|Z20 BK|GEJP-010,1,0,0,2,4,0,0,382.0,198.0,335.0,363.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm,120 mm|140 mm
NZXT H3 Flow,https://pcpartpicker.com/product/qxbypg/nzxt-h3-flow-microatx-mid-tower-case-cc-h31fw-01,MicroATX Mid Tower,White,,Tempered Glass,NZXT,CC-H31FW-01|CC-H31FW-02,1,0,0,1,4,0,0,389.0,225.0,400.0,377.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
NZXT H9 Flow (2025),https://pcpartpicker.com/product/9jNscf/nzxt-h9-flow-2025-atx-mid-tower-case-cm-h92fw-01,ATX Mid Tower,White,,Tempered Glass,NZXT,CM-H92FW-01|CM-H92FW-02,2,0,0,4,7,0,0,481.0,315.0,506.0,459.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Phanteks EVOLV X2,https://pcpartpicker.com/product/7wzp99/phanteks-evolv-x2-atx-mid-tower-case-ph-es524xtg_dbk01,ATX Mid Tower,Black,,Tempered Glass,Phanteks,PH-ES524XTG_DBK01,2,0,0,3,8,0,0,454.0,228.0,588.0,380.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Asus ROG Strix Helios II,https://pcpartpicker.com/product/7XFCmG/asus-rog-strix-helios-ii-atx-mid-tower-case-rog-strix-helios-ii-white-edition,ATX Mid Tower,White,,Tempered Glass,Asus,ROG Strix Helios II White Edition|90DC00W3-B38000|90DC00W3-B39000,2,0,0,4,8,0,2,565.0,250.0,591.0,450.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,Front: 420 / 360 / 280 / 240 / 140 / 120 mm|Rear: 140 / 120 mm|Top: 360 / 280 / 240 / 140 / 120 mm,Front: 3 x 120 mm / 3 x 140 mm|Rear: 1 x 120 mm / 1 x 140 mm|Top: 3 x 120 mm / 2 x 140 mm
Fractal Design Define R5,https://pcpartpicker.com/product/sjX2FT/fractal-design-case-fdcadefr5bk,ATX Mid Tower,Black,,,Fractal Design,FD-CA-DEF-R5-BK,8,2,0,2,7,0,0,520.0,231.0,451.0,440.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Antec FLUX PRO,https://pcpartpicker.com/product/RhWJ7P/antec-flux-pro-atx-full-tower-case-0-761345-10148-6,ATX Full Tower,Black / Brown,,Tempered Glass,Antec,0-761345-10148-6|0-761345-10154-7|FLUX PRO,4,0,0,2,8,0,0,530.0,245.0,545.0,455.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Azza Fighter,https://pcpartpicker.com/product/XQqNnQ/azza-fighter-atx-mid-tower-case-csaz-290,ATX Mid Tower,Black,,Tempered Glass,Azza,CSAZ-290|CSAZ-290 FIGHTER,2,0,0,2,7,0,0,390.0,195.0,450.0,320.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
NZXT H510,https://pcpartpicker.com/product/6Cyqqs/nzxt-h510-atx-mid-tower-case-ca-h510b-w1,ATX Mid Tower,White,,Tempered Glass,NZXT,CA-H510B-W1,2,0,0,2,7,0,0,428.0,210.0,460.0,381.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
HYTE Y70 Touch Infinite,https://pcpartpicker.com/product/ZnzXsY/hyte-y70-touch-infinite-atx-mid-tower-case-cs-hyte-y70ti-wb,ATX Mid Tower,White / Black,,Tempered Glass,HYTE,CS-HYTE-Y70TI-WB|CS-HYTE-Y70TTI-WB,2,0,0,0,0,7,4,470.0,320.0,470.0,390.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Rear: 140 / 120 mm|Top: 360 / 280 / 240 / 140 / 120 mm|Right: 360 / 280 / 240 / 140 / 120 mm,Rear: 1 x 120 mm / 1 x 140 mm|Top: 3 x 120 mm / 2 x 140 mm|Bottom: 3 x 120 mm / 2 x 140 mm|Right: 3 x 120 mm / 2 x 140 mm
NZXT H6 Flow RGB,https://pcpartpicker.com/product/rM26Mp/nzxt-h6-flow-rgb-atx-mid-tower-case-cc-h61fb-r1,ATX Mid Tower,Black,,Tempered Glass,NZXT,CC-H61FB-R1,1,0,0,2,7,0,0,415.0,287.0,435.0,365.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
HAVN BF 360 Flow,https://pcpartpicker.com/product/BwKnTW/havn-bf-360-flow-atx-mid-tower-case-hvn-ca-bf360-04,ATX Mid Tower,Black,,Tempered Glass,HAVN,HVN-CA-BF360-04,2,0,0,4,7,0,0,515.0,254.0,522.6,410.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Front: 420 / 360 / 280 / 240 / 140 / 120 mm|Top: 360 / 280 / 240 / 140 / 120 mm,Front: 3 x 120 mm / 3 x 140 mm / 2 x 180 mm|Rear: 1 x 120 mm / 1 x 140 mm|Top: 3 x 120 mm / 2 x 140 mm / 2 x 180 mm
Thermaltake View 270 Plus TG ARGB,https://pcpartpicker.com/product/3nTFf7/thermaltake-view-270-plus-tg-argb-atx-mid-tower-case-ca-1y7-00m1wn-01,ATX Mid Tower,Black,,Tempered Glass,Thermaltake,CA-1Y7-00M1WN-01,2,0,0,1,7,0,0,456.0,230.0,454.0,420.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm|360 mm,120 mm|140 mm
Corsair FRAME 4000D RS,https://pcpartpicker.com/product/LMZWGX/corsair-frame-4000d-rs-atx-mid-tower-case-cc-9011312-ww,ATX Mid Tower,Black,,Tempered Glass,Corsair,CC-9011312-WW,2,0,0,0,7,0,3,487.0,239.0,487.0,430.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm|200 mm
Silverstone FLP02,https://pcpartpicker.com/product/W2fV3C/silverstone-flp02-atx-mid-tower-case-sst-flp02w,ATX Mid Tower,White,,,Silverstone,SST-FLP02W|FLP02W|CS-FLP02W,4,3,0,2,7,0,2,472.0,232.0,494.0,386.0,,ATX|Micro ATX|Mini ITX|SSI CEB,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Rear: 140 / 120 mm|Top: 360 / 280 / 240 / 140 / 120 mm,Front: 2 x 120 mm|Rear: 1 x 120 mm / 1 x 140 mm|Top: 3 x 120 mm / 2 x 140 mm / 2 x 160 mm
Fractal Design North XL,https://pcpartpicker.com/product/LbHqqs/fractal-design-north-xl-atx-full-tower-case-fd-c-nor1x-01,ATX Full Tower,Black,,Mesh,Fractal Design,FD-C-NOR1X-01,2,0,0,2,7,0,0,503.0,240.0,509.0,413.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,Front: 420 / 360 / 280 / 240 / 140 / 120 mm|Rear: 140 / 120 mm|Top: 360 / 280 / 240 / 140 / 120 mm,Front: 3 x 120 mm / 3 x 140 mm|Rear: 1 x 120 mm / 1 x 140 mm|Top: 3 x 120 mm / 2 x 140 mm / 2 x 180 mm|Left: 2 x 120 mm / 2 x 140 mm
Lian Li LANCOOL 216,https://pcpartpicker.com/product/qP2WGX/lian-li-lancool-216-atx-mid-tower-case-lancool-216x,ATX Mid Tower,Black,,Tempered Glass,Lian Li,LANCOOL 216X|G99.LAN216X.00,2,0,0,4,7,0,0,480.9,235.0,491.7,392.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Cooler Master MasterBox NR200P V2,https://pcpartpicker.com/product/GwfxFT/cooler-master-masterbox-nr200p-v2-mini-itx-desktop-case-nr200p-v2,Mini ITX Desktop,Black,,Mesh,Cooler Master,NR200P V2|NR200PV2-KCNN-S00,1,0,0,1,0,0,3,372.0,185.0,292.0,356.0,,Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Lian Li O11 Vision,https://pcpartpicker.com/product/Jk7scf/lian-li-o11-vision-atx-mid-tower-case-pc-o11vx,ATX Mid Tower,Black,,Tempered Glass,Lian Li,PC-O11VX|O11VX|G99.O11VX.00,2,0,0,3,7,0,0,480.0,304.0,464.5,455.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Rear: 240 / 120 mm|Bottom: 360 / 280 / 240 / 140 / 120 mm|Right: 360 / 280 / 240 / 140 / 120 mm,Rear: 2 x 120 mm|Bottom: 3 x 120 mm / 3 x 140 mm|Right: 3 x 120 mm / 2 x 140 mm
Fractal Design Pop Mini Air,https://pcpartpicker.com/product/gx3gXL/fractal-design-pop-mini-air-microatx-mid-tower-case-fd-c-por1m-06,MicroATX Mid Tower,Black,,Tempered Glass,Fractal Design,FD-C-POR1M-06,2,2,0,2,4,0,0,432.0,215.0,393.0,365.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm,120 mm|140 mm
