name,part_url,type,color,psu,side_panel,manufacturer,part_number,int_35_bays,ext_525_bays,ext_35_bays,int_25_bays,expansion_slots_full_height,expansion_slots_half_height,expansion_slots_riser,length,width,height,max_gpu_len,max_cpu_cooler_height,mobo_form_factor,front_panel_usb,radiator_support,fan_support
Sentey CS1-1410 PLUS,https://pcpartpicker.com/product/LGyFf7/sentey-case-cs11410plus,ATX Mid Tower,Black,,,Sentey,CS1-1410 PLUS,5,3,0,1,7,0,0,414.0,179.0,409.0,,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm
Sentey CS1-1420 PLUS,https://pcpartpicker.com/product/NtMFf7/sentey-case-cs11420plus,ATX Mid Tower,Black,,,Sentey,CS1-1420 PLUS,5,3,0,1,7,0,0,414.0,179.0,409.0,,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm
Sentey GS-6010,https://pcpartpicker.com/product/LD9KHx/sentey-case-gs6010,ATX Mid Tower,Black,,,Sentey,GS-6010,5,3,1,0,7,0,0,464.0,179.0,444.0,,,ATX|Micro ATX|Mini ITX,USB 2.0 Type-A,,120 mm
Sentey GS-6010 Plus,https://pcpartpicker.com/product/GfQypg/sentey-case-gs6010plus,ATX Mid Tower,Black / Blue,,Acrylic,Sentey,GS-6010 Plus,5,3,1,0,7,0,0,464.0,179.0,444.0,,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm
Sentey GS-6020,https://pcpartpicker.com/product/wVkD4D/sentey-case-gs6020,ATX Mid Tower,Black,,,Sentey,GS-6020,4,3,1,0,7,0,0,484.0,189.0,439.0,,,ATX|Micro ATX|Mini ITX,USB 2.0 Type-A,,120 mm
Sentey GS-6020 Plus,https://pcpartpicker.com/product/D8DwrH/sentey-case-gs6020plus,ATX Mid Tower,Black / Blue,,Acrylic,Sentey,GS-6020 Plus,4,3,1,0,7,0,0,484.0,189.0,439.0,,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm
Sentey GS-6060 Plus,https://pcpartpicker.com/product/CyYXsY/sentey-case-gs6060plus,ATX Mid Tower,Black / Blue,,Acrylic,Sentey,GS-6060 Plus,4,4,1,0,7,0,0,484.0,189.0,439.0,,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm
Topower TP-1687BS-400,https://pcpartpicker.com/product/ksDwrH/topower-case-tp1687bs400,MicroATX Desktop,Black / Silver,400.0,,Topower,TP-1687BS-400,1,1,2,0,4,0,0,136.0,336.0,336.0,,,Micro ATX|Mini ITX,USB 2.0 Type-A,,
Topower TP-6208BB,https://pcpartpicker.com/product/vY3RsY/topower-case-tp6208bb,ATX Mid Tower,Black,,Acrylic,Topower,TP-6208BB,5,3,2,0,7,0,0,,,,,,ATX|Micro ATX|Mini ITX,USB 2.0 Type-A,,
Xion XON-301,https://pcpartpicker.com/product/Mj6BD3/xion-case-xon301,ATX Mid Tower,Black / Silver,,Acrylic,Xion,XON-301,5,4,2,0,7,0,0,,,,,,ATX|Micro ATX|Mini ITX,USB 2.0 Type-A,,120 mm|140 mm
Thermaltake Versa G2,https://pcpartpicker.com/product/3XK7YJ/thermaltake-case-vo700a1w3n,ATX Mid Tower,Black,,Acrylic,Thermaltake,VO700A1W3N,5,3,1,1,7,0,0,428.0,195.0,480.0,320.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm,120 mm
Thermaltake New Soprano Snow Edition,https://pcpartpicker.com/product/R8fp99/thermaltake-case-vo900m6n2n,ATX Mid Tower,White,,,Thermaltake,VO900M6N2N,5,4,1,0,7,0,0,459.0,219.0,509.0,315.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm,120 mm|200 mm
Apevia X-Cruiser3,https://pcpartpicker.com/product/d6kD4D/apevia-case-xcruiser3al,ATX Mid Tower,Blue / Silver,,Acrylic,Apevia,X-CRUISER3-AL,4,5,0,1,7,0,0,514.0,444.0,196.0,,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm,120 mm|200 mm
Apevia X-Cruiser3,https://pcpartpicker.com/product/vVMFf7/apevia-case-xcruiser3rd,ATX Mid Tower,Black / Red,,Acrylic,Apevia,X-CRUISER3-RD,4,5,0,1,7,0,0,514.0,444.0,196.0,,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm,120 mm|200 mm
Logisys CS368BB,https://pcpartpicker.com/product/86w323/logisys-cs368rb-atx-mid-tower-case-w480w-power-supply-cs368rb,ATX Mid Tower,Black / Red,480.0,,Logisys,CS368RB,6,3,0,0,7,0,0,180.0,420.0,450.0,,,ATX|Micro ATX|Mini ITX,USB 2.0 Type-A,,
Rosewill Galaxy-03,https://pcpartpicker.com/product/XHdqqs/rosewill-case-galaxy03,ATX Mid Tower,Black,,,Rosewill,Galaxy-03,4,3,0,1,7,0,0,184.0,413.0,394.0,290.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm,120 mm|140 mm
Lian Li PC-A76WX,https://pcpartpicker.com/product/k6kD4D/lian-li-case-pca76wx,ATX Full Tower,Black,,Acrylic,Lian Li,PC-A76WX,12,2,0,3,11,0,0,,,,360.0,,ATX|EATX|HPTX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm,120 mm|140 mm
BitFenix Ronin,https://pcpartpicker.com/product/DQXfrH/bitfenix-case-bfcron300kkwskrp,ATX Mid Tower,Black,,Acrylic,BitFenix,BFC-RON-300-KKWSK-RP,6,3,0,6,7,0,0,,,,300.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm
