name,part_url,price,style,switches,backlit,tenkeyless,connection_type,color
Keychron K3 V2 Ultra-slim,https://pcpartpicker.com/product/p8t9TW/keychron-k3-v2-ultra-slim-rgb-bluetoothwired-standard-keyboard-k3e2,,Standard,Keychron Optical Blue Low Profile (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Cooler Master SK653,https://pcpartpicker.com/product/k2LFf7/cooler-master-sk653-rgb-bluetooth-wireless-gaming-keyboard-sk-653-gktr1-us,,Gaming,TTC Red Low Profile,RGB,false,Bluetooth Wireless,Gray / Black
Cooler Master SK653,https://pcpartpicker.com/product/ZGNxFT/cooler-master-sk653-rgb-bluetooth-wireless-gaming-keyboard-sk-653-gktl1-us,,Gaming,TTC Blue Low Profile,RGB,false,Bluetooth Wireless,Gray / Black
Cooler Master SK653,https://pcpartpicker.com/product/YbxRsY/cooler-master-sk653-rgb-bluetooth-wireless-gaming-keyboard-sk-653-gktm1-us,,Gaming,TTC Brown Low Profile,RGB,false,Bluetooth Wireless,Gray / Black
Cooler Master SK653,https://pcpartpicker.com/product/2vFbt6/cooler-master-sk653-rgb-bluetooth-wireless-gaming-keyboard-sk-653-sktr1-us,,Gaming,TTC Red Low Profile,RGB,false,Bluetooth Wireless,White / Silver
Cooler Master SK653,https://pcpartpicker.com/product/r4kWGX/cooler-master-sk653-rgb-bluetooth-wireless-gaming-keyboard-sk-653-sktl1-us,,Gaming,TTC Blue Low Profile,RGB,false,Bluetooth Wireless,White / Silver
Cooler Master SK653,https://pcpartpicker.com/product/4JGbt6/cooler-master-sk653-rgb-bluetooth-wireless-gaming-keyboard-sk-653-sktm1-us,,Gaming,TTC Brown Low Profile,RGB,false,Bluetooth Wireless,White / Silver
Keychron K2 Hot-swappable,https://pcpartpicker.com/product/28NxFT/keychron-k2-hot-swappable-wireless-gaming-keyboard-k2-a1h,,Gaming,Gateron Red,White,true,Wireless,Black / White
Keychron K2 Hot-swappable,https://pcpartpicker.com/product/WtGbt6/keychron-k2-hot-swappable-wireless-gaming-keyboard-k2-a3h,,Gaming,Gateron Brown,White,true,Wireless,Black / White
Keychron K2 Hot-swappable,https://pcpartpicker.com/product/z6H7YJ/keychron-k2-hot-swappable-rgb-wireless-gaming-keyboard-k2-b2h,,Gaming,Gateron Blue,RGB,true,Wireless,Black / White
Keychron K2 Hot-swappable,https://pcpartpicker.com/product/jHytt6/keychron-k2-hot-swappable-rgb-wireless-gaming-keyboard-k2-b1h,,Gaming,Gateron Red,RGB,true,Wireless,Black / White
Tilted Nation TNvoid,https://pcpartpicker.com/product/MdkWGX/tilted-nation-tnvoid-rgb-wired-gaming-keyboard-tnvoid,,Gaming,Omron Red,RGB,false,Wired,Black
Varmilo Miya68-C Panda R2,https://pcpartpicker.com/product/KLGbt6/varmilo-miya68-c-panda-r2-wired-standard-keyboard-a19a029d7a4a01a026,,Standard,EC Jasmine V2,White,true,Wired,Black / White
Varmilo Miya68-C Panda R2,https://pcpartpicker.com/product/QnzhP6/varmilo-miya68-c-panda-r2-wired-standard-keyboard-a19a029c3a4a01a026,,Standard,EC Iris V2,White,true,Wired,Black / White
Varmilo Miya68-C Panda R2,https://pcpartpicker.com/product/F9gFf7/varmilo-miya68-c-panda-r2-wired-standard-keyboard-a19a029a8a4a01a026,,Standard,EC Daisy V2,White,true,Wired,Black / White
Varmilo Miya68-C Panda R2,https://pcpartpicker.com/product/3nzhP6/varmilo-miya68-c-panda-r2-wired-standard-keyboard-a19a029b1a4a01a026,,Standard,EC Ivy V2,White,true,Wired,Black / White
Varmilo Miya68-C Panda R2,https://pcpartpicker.com/product/R9gFf7/varmilo-miya68-c-panda-r2-wired-standard-keyboard-a19a029b0a4a01a026,,Standard,EC Rose V2,White,true,Wired,Black / White
Keychron K2 Plastic,https://pcpartpicker.com/product/WT2WGX/keychron-k2-plastic-rgb-wireless-standard-keyboard-k2-b2,,Standard,Gateron G Pro Blue,RGB,true,Wireless,Black / Gray
Keychron K2 Plastic,https://pcpartpicker.com/product/jkxRsY/keychron-k2-plastic-wireless-standard-keyboard-k2-a1,,Standard,Gateron G Pro Red,White,true,Wireless,Black / Gray
Keychron K2 Plastic,https://pcpartpicker.com/product/zwxRsY/keychron-k2-plastic-wireless-standard-keyboard-k2-a2,,Standard,Gateron G Pro Blue,White,true,Wireless,Black / Gray
Ducky One 3 Matcha,https://pcpartpicker.com/product/2f3gXL/ducky-one-3-matcha-wired-standard-keyboard-dkon2187-auspdmaeggc1,,Standard,Cherry MX Black,,true,Wired,Beige / Green
Corsair K70 RGB PRO,https://pcpartpicker.com/product/nbqPxr/corsair-k70-rgb-pro-rgb-wired-gaming-keyboard-ch-910951a-uk,,Gaming,Corsair OPX,RGB,false,Wired,White
Asus TUF Gaming K3,https://pcpartpicker.com/product/2hWzK8/asus-tuf-gaming-k3-rgb-wired-gaming-keyboard-90mp01q1-bkua00,,Gaming,Kailh Brown,RGB,false,Wired,Black
Corsair K65 RGB MINI Purple Rune,https://pcpartpicker.com/product/tkhFf7/corsair-k65-rgb-mini-purple-rune-wired-gaming-keyboard-ch-91941g4-na,,Gaming,Cherry MX Speed Silver,RGB,true,Wired,Purple / White
Razer Pro Type Ultra - NO,https://pcpartpicker.com/product/mTstt6/razer-pro-type-ultra-no-wiredwirelessbluetooth-standard-keyboard-rz03-04110600-r3n1,,Standard,Razer Yellow,White,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
Asus ROG Strix Scope,https://pcpartpicker.com/product/rbNxFT/asus-rog-strix-scope-rgb-wired-gaming-keyboard-90mp02b7-bkua00,,Gaming,ROG NX Brown,RGB,true,Wired,White / Gray
Logitech G715,https://pcpartpicker.com/product/DRjBD3/logitech-g715-rgb-wiredwirelessbluetooth-gaming-keyboard-920-010460,,Gaming,GX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech G715,https://pcpartpicker.com/product/GZgFf7/logitech-g715-rgb-wiredwirelessbluetooth-gaming-keyboard-920-010462,,Gaming,GX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech G715,https://pcpartpicker.com/product/NbNxFT/logitech-g715-rgb-wiredwirelessbluetooth-gaming-keyboard-920-010685,,Gaming,GX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech G715,https://pcpartpicker.com/product/nRjBD3/logitech-g715-rgb-wiredwirelessbluetooth-gaming-keyboard-920-010687,,Gaming,GX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech MX KEYS MINI,https://pcpartpicker.com/product/272WGX/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010485,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,https://pcpartpicker.com/product/rVt9TW/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010496,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,https://pcpartpicker.com/product/x6vdnQ/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010813,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,https://pcpartpicker.com/product/mgYmP6/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010492,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,https://pcpartpicker.com/product/V72WGX/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010482,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,https://pcpartpicker.com/product/7TvdnQ/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010479,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,https://pcpartpicker.com/product/9GvdnQ/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010483,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,https://pcpartpicker.com/product/3tXJ7P/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010481,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,https://pcpartpicker.com/product/FGvdnQ/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010488,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,https://pcpartpicker.com/product/QZnypg/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010484,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,https://pcpartpicker.com/product/KBQcCJ/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010497,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,https://pcpartpicker.com/product/q4XJ7P/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010491,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,https://pcpartpicker.com/product/tgYmP6/logitech-mx-keys-mini-wiredwirelessbluetooth-mini-keyboard-920-010486,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,https://pcpartpicker.com/product/Hhstt6/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010487,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,https://pcpartpicker.com/product/XPbTwP/logitech-mx-keys-mini-bluetoothwirelesswired-mini-keyboard-920-010489,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Keychron K5 SE,https://pcpartpicker.com/product/7zKscf/keychron-k5-se-bluetoothwired-slim-keyboard-k5sed4,,Slim,Keychron Optical Banana Low Profile,White,false,"Wired, Bluetooth Wireless",Black / Gray
Keychron K5 SE,https://pcpartpicker.com/product/mYcgXL/keychron-k5-se-bluetoothwired-slim-keyboard-k5sed1,,Slim,Keychron Optical Red Low Profile,White,false,"Wired, Bluetooth Wireless",Black / Gray
Kinesis Gaming Freestyle2 Blue,https://pcpartpicker.com/product/dP6NnQ/kinesis-gaming-freestyle2-blue-bluetoothwired-ergonomic-split-keyboard-kb800pb-bt,134,Ergonomic Split,,,true,"Wired, Bluetooth Wireless",Black
Keychron K1 SE,https://pcpartpicker.com/product/bcqrxr/keychron-k1-se-rgb-bluetoothwired-standard-keyboard-kbkck1see3brown,,Standard,Keychron Optical Brown Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 SE,https://pcpartpicker.com/product/6ykH99/keychron-k1-se-rgb-bluetoothwired-standard-keyboard-kbkck1see5mint,,Standard,Keychron Optical Mint Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron V6 QMK,https://pcpartpicker.com/product/ZDqrxr/keychron-v6-qmk-wired-standard-keyboard-40320324993113,,Standard,Keychron K Pro Blue,,false,Wired,Translucent Black
Keychron V6 QMK,https://pcpartpicker.com/product/Y788TW/keychron-v6-qmk-wired-standard-keyboard-40320325025881,,Standard,Keychron K Pro Brown,,false,Wired,Translucent Black
Keychron V6 QMK,https://pcpartpicker.com/product/fjZXsY/keychron-v6-qmk-wired-standard-keyboard-40320325091417,,Standard,Keychron K Pro Blue,,false,Wired,Black
Keychron V6 QMK Knob,https://pcpartpicker.com/product/NjZXsY/keychron-v6-qmk-knob-wired-standard-keyboard-40320325156953,,Standard,Keychron K Pro Red,,false,Wired,Translucent Black
Keychron V6 QMK Knob,https://pcpartpicker.com/product/LntLrH/keychron-v6-qmk-knob-wired-standard-keyboard-40320325189721,,Standard,Keychron K Pro Blue,,false,Wired,Translucent Black
Razer BlackWidow V4 Pro,https://pcpartpicker.com/product/88ZXsY/razer-blackwidow-v4-pro-rgb-wired-gaming-keyboard-rz03-04680500-r3f1,,Gaming,Razer Green,RGB,false,Wired,Black
Razer BlackWidow V4 Pro,https://pcpartpicker.com/product/V2kH99/razer-blackwidow-v4-pro-rgb-wired-gaming-keyboard-rz03-04680600-r3n1,,Gaming,Razer Green,RGB,false,Wired,Black
Razer BlackWidow V4 Pro,https://pcpartpicker.com/product/Rw3NnQ/razer-blackwidow-v4-pro-rgb-wired-gaming-keyboard-rz03-04682200-r3f1,,Gaming,Razer Yellow,RGB,false,Wired,Black
Razer BlackWidow V4 Pro,https://pcpartpicker.com/product/FmLdnQ/razer-blackwidow-v4-pro-rgb-wired-gaming-keyboard-rz03-04682300-r3n1,,Gaming,Razer Yellow,RGB,false,Wired,Black
Razer BlackWidow V4 Pro,https://pcpartpicker.com/product/QckH99/razer-blackwidow-v4-pro-rgb-wired-gaming-keyboard-rz03-04682000-r3w1,,Gaming,Razer Yellow,RGB,false,Wired,Black
DROP MDX-31827-8,https://pcpartpicker.com/product/yCwmP6/drop-mdx-31827-8-rgb-wired-gaming-keyboard-mdx-31827-8,,Gaming,Kailh Halo Clear,RGB,true,Wired,Black
DROP MDX-31827-9,https://pcpartpicker.com/product/dR4Zxr/drop-mdx-31827-9-rgb-wired-gaming-keyboard-mdx-31827-9,,Gaming,Kailh Halo True,RGB,true,Wired,Black
DROP MDX-31827-11,https://pcpartpicker.com/product/JrGhP6/drop-mdx-31827-11-rgb-wired-gaming-keyboard-mdx-31827-11,,Gaming,Kailh Silver Speed,RGB,true,Wired,Black
DROP MDX-22176-19,https://pcpartpicker.com/product/vJwmP6/drop-mdx-22176-19-rgb-wired-gaming-keyboard-mdx-22176-19,,Gaming,Cherry MX Blue,RGB,true,Wired,Gray
DROP MDX-22176-14,https://pcpartpicker.com/product/XckH99/drop-mdx-22176-14-rgb-wired-gaming-keyboard-mdx-22176-14,,Gaming,Cherry MX Brown,RGB,true,Wired,Gray
DROP MDX-22176-16,https://pcpartpicker.com/product/hH3NnQ/drop-mdx-22176-16-rgb-wired-gaming-keyboard-mdx-22176-16,,Gaming,Kailh Halo Clear,RGB,true,Wired,Gray
DROP MDX-22176-15,https://pcpartpicker.com/product/HyFmP6/drop-mdx-22176-15-rgb-wired-gaming-keyboard-mdx-22176-15,,Gaming,Kailh Halo True,RGB,true,Wired,Gray
Redragon KALA K557,https://pcpartpicker.com/product/xM3NnQ/redragon-kala-k557-rgb-wired-gaming-keyboard-k557,,Gaming,Outemu Blue,RGB,false,Wired,Black
Keychron K8,https://pcpartpicker.com/product/jvbRsY/keychron-k8-bluetoothwired-standard-keyboard-32018252267609,,Standard,Gateron G Pro Brown,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/zprqqs/keychron-k8-bluetoothwired-standard-keyboard-32018252791897,,Standard,Gateron G Pro Red Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/BF4Zxr/keychron-k8-bluetoothwired-standard-keyboard-32018252824665,,Standard,Gateron G Pro Blue Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/TF4Zxr/keychron-k8-bluetoothwired-standard-keyboard-32018252857433,,Standard,Gateron G Pro Brown Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/ZWfxFT/keychron-k8-bluetoothwired-standard-keyboard-39515068891225,,Standard,Gateron Red Optical Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/Yfhv6h/keychron-k8-bluetoothwired-standard-keyboard-39515068956761,,Standard,Gateron Blue Optical Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/4PKscf/keychron-k8-bluetoothwired-standard-keyboard-39515069120601,,Standard,Gateron Brown Optical Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/fVDQzy/keychron-k8-bluetoothwired-standard-keyboard-40354919776345,,Standard,Keychron Red Optical Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/nXn9TW/keychron-k8-bluetoothwired-standard-keyboard-40354919809113,,Standard,Keychron Blue Optical Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/Lprqqs/keychron-k8-rgb-bluetoothwired-standard-keyboard-32018252300377,,Standard,Gateron G Pro Red,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/G226Mp/keychron-k8-rgb-bluetoothwired-standard-keyboard-32018252333145,,Standard,Gateron G Pro Blue,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/wDJp99/keychron-k8-rgb-bluetoothwired-standard-keyboard-32018252890201,,Standard,Gateron Red Optical Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/DndG3C/keychron-k8-rgb-bluetoothwired-standard-keyboard-32018252922969,,Standard,Gateron G Pro Blue Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/sMwmP6/keychron-k8-rgb-bluetoothwired-standard-keyboard-39515069546585,,Standard,Gateron Blue Optical Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/y8jRsY/keychron-k8-rgb-bluetoothwired-standard-keyboard-39515069612121,,Standard,Gateron Brown Optical Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/dMwmP6/keychron-k8-rgb-bluetoothwired-standard-keyboard-40354919874649,,Standard,Keychron Red Optical Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/PvbRsY/keychron-k8-rgb-bluetoothwired-standard-keyboard-40354919907417,,Standard,Keychron Blue Optical Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,https://pcpartpicker.com/product/JBTZxr/keychron-k8-rgb-bluetoothwired-standard-keyboard-40354919940185,,Standard,Keychron Brown Optical Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,https://pcpartpicker.com/product/vsmNnQ/keychron-k8-aluminum-frame-bluetoothwired-standard-keyboard-32018252398681,,Standard,Gateron G Pro Red,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,https://pcpartpicker.com/product/XMwmP6/keychron-k8-aluminum-frame-bluetoothwired-standard-keyboard-32018252431449,,Standard,Gateron G Pro Blue,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,https://pcpartpicker.com/product/h226Mp/keychron-k8-aluminum-frame-bluetoothwired-standard-keyboard-32018252464217,,Standard,Gateron G Pro Brown,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,https://pcpartpicker.com/product/pDJp99/keychron-k8-aluminum-frame-bluetoothwired-standard-keyboard-32018253021273,,Standard,Gateron G Pro Blue Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,https://pcpartpicker.com/product/gZFmP6/keychron-k8-aluminum-frame-bluetoothwired-standard-keyboard-39515069677657,,Standard,Gateron Red Optical Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,https://pcpartpicker.com/product/qNvD4D/keychron-k8-aluminum-frame-bluetoothwired-standard-keyboard-39515070103641,,Standard,Gateron Blue Optical Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,https://pcpartpicker.com/product/KndG3C/keychron-k8-aluminum-frame-bluetoothwired-standard-keyboard-39515071971417,,Standard,Gateron Brown Optical Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,https://pcpartpicker.com/product/Qw7scf/keychron-k8-aluminum-frame-bluetoothwired-standard-keyboard-40354919972953,,Standard,Keychron Red Optical Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,https://pcpartpicker.com/product/FYLdnQ/keychron-k8-aluminum-frame-bluetoothwired-standard-keyboard-40354920005721,,Standard,Keychron Blue Optical Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,https://pcpartpicker.com/product/3smNnQ/keychron-k8-aluminum-frame-bluetoothwired-standard-keyboard-40354920038489,,Standard,Keychron Brown Optical Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Cooler Master CK720 FR,https://pcpartpicker.com/product/7MMMnQ/cooler-master-ck720-fr-rgb-wired-gaming-keyboard-ck-720-gkkw1-fr,,Gaming,Kailh Box White V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 DE,https://pcpartpicker.com/product/VfxxFT/cooler-master-ck720-de-rgb-wired-gaming-keyboard-ck-720-gkkw1-de,,Gaming,Kailh Box White V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 IT,https://pcpartpicker.com/product/m26NnQ/cooler-master-ck720-it-rgb-wired-gaming-keyboard-ck-720-gkkw1-it,,Gaming,Kailh Box White V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 UK,https://pcpartpicker.com/product/8P88TW/cooler-master-ck720-uk-rgb-wired-gaming-keyboard-ck-720-gkkm1-uk,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 ND,https://pcpartpicker.com/product/xTZXsY/cooler-master-ck720-nd-rgb-wired-gaming-keyboard-ck-720-gkkm1-nd,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 SW,https://pcpartpicker.com/product/kqrqqs/cooler-master-ck720-sw-rgb-wired-gaming-keyboard-ck-720-gkkm1-sw,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 FR,https://pcpartpicker.com/product/rpQKHx/cooler-master-ck720-fr-rgb-wired-gaming-keyboard-ck-720-gkkm1-fr,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 DE,https://pcpartpicker.com/product/2jRwrH/cooler-master-ck720-de-rgb-wired-gaming-keyboard-ck-720-gkkm1-de,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 IT,https://pcpartpicker.com/product/byHqqs/cooler-master-ck720-it-rgb-wired-gaming-keyboard-ck-720-gkkm1-it,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 UK,https://pcpartpicker.com/product/WmNYcf/cooler-master-ck720-uk-rgb-wired-gaming-keyboard-ck-720-gkkr1-uk,,Gaming,Kailh Box Red V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 ND,https://pcpartpicker.com/product/626NnQ/cooler-master-ck720-nd-rgb-wired-gaming-keyboard-ck-720-gkkr1-nd,,Gaming,Kailh Box Red V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 SW,https://pcpartpicker.com/product/jvDQzy/cooler-master-ck720-sw-rgb-wired-gaming-keyboard-ck-720-gkkr1-sw,,Gaming,Kailh Box Red V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 DE,https://pcpartpicker.com/product/BFmNnQ/cooler-master-ck720-de-rgb-wired-gaming-keyboard-ck-720-gkkr1-de,,Gaming,Kailh Box Red V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 ND,https://pcpartpicker.com/product/YfxxFT/cooler-master-ck720-nd-rgb-wired-gaming-keyboard-ck-720-skkw1-nd,,Gaming,Kailh Box White V2,RGB,true,Wired,Silver / White
Cooler Master CK720 FR,https://pcpartpicker.com/product/fV26Mp/cooler-master-ck720-fr-rgb-wired-gaming-keyboard-ck-720-skkw1-fr,,Gaming,Kailh Box White V2,RGB,true,Wired,Silver / White
Cooler Master CK720 DE,https://pcpartpicker.com/product/nXV2FT/cooler-master-ck720-de-rgb-wired-gaming-keyboard-ck-720-skkw1-de,,Gaming,Kailh Box White V2,RGB,true,Wired,Silver / White
Cooler Master CK720 IT,https://pcpartpicker.com/product/NsV2FT/cooler-master-ck720-it-rgb-wired-gaming-keyboard-ck-720-skkw1-it,,Gaming,Kailh Box White V2,RGB,true,Wired,Silver / White
Cooler Master CK720 UK,https://pcpartpicker.com/product/LpQKHx/cooler-master-ck720-uk-rgb-wired-gaming-keyboard-ck-720-skkm1-uk,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Silver / White
Cooler Master CK720 ND,https://pcpartpicker.com/product/G26NnQ/cooler-master-ck720-nd-rgb-wired-gaming-keyboard-ck-720-skkm1-nd,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Silver / White
Cooler Master CK720 SW,https://pcpartpicker.com/product/MXV2FT/cooler-master-ck720-sw-rgb-wired-gaming-keyboard-ck-720-skkm1-sw,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Silver / White
Cooler Master CK720 FR,https://pcpartpicker.com/product/wDQKHx/cooler-master-ck720-fr-rgb-wired-gaming-keyboard-ck-720-skkm1-fr,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Silver / White
Cooler Master CK720 DE,https://pcpartpicker.com/product/Dn9wrH/cooler-master-ck720-de-rgb-wired-gaming-keyboard-ck-720-skkm1-de,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Silver / White
Cooler Master CK720 IT,https://pcpartpicker.com/product/CCZXsY/cooler-master-ck720-it-rgb-wired-gaming-keyboard-ck-720-skkm1-it,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Silver / White
Cooler Master CK720 UK,https://pcpartpicker.com/product/cBzXsY/cooler-master-ck720-uk-rgb-wired-gaming-keyboard-ck-720-skkr1-uk,,Gaming,Kailh Box Red V2,RGB,true,Wired,Silver / White
Cooler Master CK720 ND,https://pcpartpicker.com/product/sMMMnQ/cooler-master-ck720-nd-rgb-wired-gaming-keyboard-ck-720-skkr1-nd,,Gaming,Kailh Box Red V2,RGB,true,Wired,Silver / White
Cooler Master CK720 SW,https://pcpartpicker.com/product/y888TW/cooler-master-ck720-sw-rgb-wired-gaming-keyboard-ck-720-skkr1-sw,,Gaming,Kailh Box Red V2,RGB,true,Wired,Silver / White
Cooler Master CK720 FR,https://pcpartpicker.com/product/dMMMnQ/cooler-master-ck720-fr-rgb-wired-gaming-keyboard-ck-720-skkr1-fr,,Gaming,Kailh Box Red V2,RGB,true,Wired,Silver / White
Cooler Master CK720 DE,https://pcpartpicker.com/product/PvDQzy/cooler-master-ck720-de-rgb-wired-gaming-keyboard-ck-720-skkr1-de,,Gaming,Kailh Box Red V2,RGB,true,Wired,Silver / White
Cooler Master CK720 IT,https://pcpartpicker.com/product/JBzXsY/cooler-master-ck720-it-rgb-wired-gaming-keyboard-ck-720-skkr1-it,,Gaming,Kailh Box Red V2,RGB,true,Wired,Silver / White
Corsair K70 MAX RGB JP,https://pcpartpicker.com/product/32jRsY/corsair-k70-max-rgb-jp-wired-gaming-keyboard-ch-910961g-jp,,Gaming,Corsair MGX Steel Grey,RGB,false,Wired,Black
Keychron C1 Pro V1,https://pcpartpicker.com/product/69yH99/keychron-c1-pro-v1-rgb-wired-standard-keyboard-c1p-b3,,Standard,Keychron K Pro Brown,RGB,true,Wired,Black / Gray
Keychron C1 Pro V2 Hotswap,https://pcpartpicker.com/product/4zCZxr/keychron-c1-pro-v2-hotswap-rgb-wired-standard-keyboard-c1p-m3,,Standard,Keychron K Pro Brown,RGB,true,Wired,Black / Gray
