name,part_url,type,efficiency,wattage,modular,color,manufacturer,part_number,length,atx_4_pin_connectors,eps_8_pin_connectors,pcie_16_pin_12vhpwr_12v_2x6_connectors,pcie_12_pin_connectors,pcie_8_pin_connectors,pcie_6_2_pin_connectors,pcie_6_pin_connectors,sata_connectors,amp_molex_4_pin_connectors
Lian Li EDGE GOLD,https://pcpartpicker.com/product/pyXMnQ/lian-li-edge-gold-1000-w-80-gold-certified-fully-modular-atx-power-supply-eg1000g-white,ATX,gold,1000,Full,White,Lian Li,EG1000G White|EDGE GOLD 1000 White|G9P.EG1000G.WH00.EU|EG1000G.WH|EG1000GW|EG1000G.W|EG1000G WH,182.0,0,2,1,0,0,5,0,10,6
Montech APX,https://pcpartpicker.com/product/XrDnTW/montech-apx-550-w-80-certified-atx-power-supply-apx-550w,ATX,plus,550,false,Black,Montech,APX 550W|APX550,140.0,0,2,0,0,0,2,0,6,3
Corsair RM850e (2023),https://pcpartpicker.com/product/4ZRwrH/corsair-rm850e-2023-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020263-na,ATX,gold,850,Full,Black,Corsair,CP-9020263-NA|CP-9020263-EU|CP-9020263-UK|CP-9020263-AU,140.0,0,2,1,0,0,3,0,7,4
Corsair CX (2023),https://pcpartpicker.com/product/NBYRsY/corsair-cx-2023-750-w-80-bronze-certified-atx-power-supply-cp-9020279-na,ATX,bronze,750,false,Black,Corsair,CP-9020279-NA|CP-9020279-EU|CP-9020279-AU|CP-9020279-WW|CP-9020279-UK,125.0,0,1,0,0,0,3,0,3,2
be quiet! Power Zone 2,https://pcpartpicker.com/product/JjpD4D/be-quiet-power-zone-2-850-w-80-platinum-certified-fully-modular-atx-power-supply-bp007us,ATX,platinum,850,Full,Black,be quiet!,BP007US|BP007EU|BP007|BP007AU,160.0,0,2,1,0,0,3,0,7,1
MSI MPG A850G PCIE5,https://pcpartpicker.com/product/nhC48d/msi-mpg-a850g-pcie5-850-w-80-gold-certified-fully-modular-atx-power-supply-mpg-a850g-pcie5,ATX,gold,850,Full,Black,MSI,MPG A850G PCIE5|306-7ZP7B11-CE0,150.0,0,2,1,0,0,6,0,8,4
Corsair RM850,https://pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na,ATX,gold,850,Full,White / Black,Corsair,CP-9020232-NA|CP-9020232-UK|CP-9020232-AU,160.0,0,3,0,0,0,4,0,14,4
NZXT C850 (2024),https://pcpartpicker.com/product/qDLdnQ/nzxt-c850-2024-850-w-80-gold-certified-fully-modular-atx-power-supply-pa-8g2bb-us,ATX,gold,850,Full,Black,NZXT,PA-8G2BB-US|PA-8G2BB-AU|PA-8G2BB-EU|PA-8G2BB-UK,160.0,0,2,1,0,0,3,0,12,4
Lian Li EDGE GOLD,https://pcpartpicker.com/product/XTBFf7/lian-li-edge-gold-850-w-80-gold-certified-fully-modular-atx-power-supply-eg0850g-black,ATX,gold,850,Full,Black,Lian Li,EG0850G Black|EDGE GOLD 850 Black,182.0,0,2,1,0,0,5,0,10,6
SeaSonic PRIME TX-1600 Noctua Edition,https://pcpartpicker.com/product/9hDQzy/seasonic-prime-tx-1600-noctua-edition-1600-w-80-titanium-certified-fully-modular-atx-power-supply-prime-tx-1600-noctua-edition,ATX,titanium,1600,Full,Brown / Black,SeaSonic,PRIME TX-1600 Noctua Edition|Seasonic PRIME TX-1600 Noctua Edition US,210.0,0,3,2,0,0,6,0,18,3
ASRock Steel Legend SL-850G,https://pcpartpicker.com/product/nCpQzy/asrock-steel-legend-sl-850g-850-w-80-gold-certified-fully-modular-atx-power-supply-sl-850g,ATX,gold,850,Full,Black,ASRock,SL-850G|90-UXS085-GFGAAA|90-UXS085-GFEAAA,150.0,0,2,1,0,0,3,0,9,3
Cooler Master MWE Gold V3,https://pcpartpicker.com/product/8pWmP6/cooler-master-mwe-gold-v3-650-w-80-gold-certified-atx-power-supply-mpe-6502-acaag-3bus,ATX,gold,650,false,Black,Cooler Master,MPE-6502-ACAAG-3BUS|MPE-6502-ACAAG-3BUK|MPE-6502-ACAAG-3BAU|MPE-6502-ACAAG-3BEU,140.0,0,2,0,0,0,4,0,6,3
Corsair RM1200e,https://pcpartpicker.com/product/jCCZxr/corsair-rm1200e-1200-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020258-na,ATX,gold,1200,Full,Black,Corsair,CP-9020258-NA,150.0,0,2,1,0,0,6,0,7,4
MSI A1000G PCIE5,https://pcpartpicker.com/product/ZDt9TW/msi-a1000g-pcie5-1000-w-80-gold-certified-fully-modular-atx-power-supply-mpg-a1000g-pcie-5,ATX,gold,1000,Full,Black,MSI,MPG A1000G PCIE 5|306-7ZP7C11-CE0,150.0,0,2,1,0,0,6,0,12,4
Lian Li EDGE,https://pcpartpicker.com/product/YYkH99/lian-li-edge-1300-w-80-platinum-certified-fully-modular-atx-power-supply-eg1300,ATX,platinum,1300,Full,Black,Lian Li,EG1300|EG1300 Black|G9P.EG1300.BE00.EU|EG1300.BE|EG1300B|EG1300BE.US|G9P.EG1300.BE00,182.0,0,2,1,0,0,4,0,12,4
Apevia Prestige,https://pcpartpicker.com/product/W3dMnQ/apevia-prestige-600-w-80-gold-certified-atx-power-supply-atx-pr600w-wh,ATX,gold,600,false,White,Apevia,ATX-PR600W-WH,160.0,0,2,0,0,0,4,0,4,4
Corsair RM1200x SHIFT,https://pcpartpicker.com/product/LMn9TW/corsair-rm1200x-shift-1200-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020254-na,ATX,gold,1200,Full / Side,Black,Corsair,CP-9020254-NA|CP-9020254-UK|CP-9020254-AU|CP-9020254-EU,180.0,0,2,1,0,0,8,0,16,8
Thermaltake Toughpower GF1 (2024),https://pcpartpicker.com/product/x4hv6h/thermaltake-toughpower-gf1-2024-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0750fnfagu-p,ATX,gold,750,Full,Black,Thermaltake,PS-TPD-0750FNFAGU-P,140.0,0,2,0,0,0,4,0,8,4
Apevia Galaxy,https://pcpartpicker.com/product/sjbRsY/apevia-galaxy-850-w-80-gold-certified-semi-modular-atx-power-supply-atx-gx850w,ATX,gold,850,Semi,Black,Apevia,ATX-GX850W,160.0,0,2,0,0,0,4,0,4,4
Asus ROG LOKI,https://pcpartpicker.com/product/JbHqqs/asus-rog-loki-1200-w-80-titanium-certified-fully-modular-sfx-power-supply-rog-loki-1200t-sfx-l-gaming,SFX,titanium,1200,Full,Black / White,Asus,ROG-LOKI-1200T-SFX-L-GAMING|90YE00N0-B0NA00,125.0,0,2,1,0,2,0,0,6,4
Corsair RM750x (2021),https://pcpartpicker.com/product/6NcG3C/corsair-rm750x-2021-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020199-na,ATX,gold,750,Full,Black,Corsair,CP-9020199-NA|CP-9020199-UK|CP-9020199-EU|CP-9020199-AU,160.0,0,2,0,0,0,4,0,10,4
Vetroo 50315153277247,https://pcpartpicker.com/product/BZcBD3/vetroo-50315153277247-850-w-80-gold-certified-fully-modular-atx-power-supply-50315153277247,ATX,gold,850,Full,White,Vetroo,50315153277247|VT-850W-G5(WT),140.0,0,2,1,0,0,6,0,8,6
Asus ROG THOR T3 GAMING,https://pcpartpicker.com/product/r29nTW/asus-rog-thor-t3-gaming-1600-w-80-titanium-certified-fully-modular-atx-power-supply-rog-thor-1600t3-gaming,ATX,titanium,1600,Full,Black,Asus,ROG-THOR-1600T3-GAMING|90YE00V1-B0NA00|ROG-THOR-1600T3,200.0,0,2,2,0,0,4,0,10,9
be quiet! Power Zone 2,https://pcpartpicker.com/product/PMcBD3/be-quiet-power-zone-2-750-w-80-platinum-certified-fully-modular-atx-power-supply-bp006us,ATX,platinum,750,Full,Black,be quiet!,BP006US|BP006EU|BP006|BP006AU,160.0,0,2,1,0,0,3,0,6,1
Corsair HX1000i (2023),https://pcpartpicker.com/product/LTmNnQ/corsair-hx1000i-2023-1000-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020259-na,ATX,platinum,1000,Full,Black,Corsair,CP-9020259-NA|CP-9020259-WW|CP-9020259-EU|CP-9020259-AU|CP-9020259-UK|CP-9020259-JP,180.0,0,2,1,0,0,4,0,8,8
Cooler Master MWE Gold 850 V3,https://pcpartpicker.com/product/bTdG3C/cooler-master-mwe-gold-850-v3-850-w-80-gold-certified-fully-modular-atx-power-supply-mpx-8503-afag-2buv,ATX,gold,850,Full,Black,Cooler Master,MPX-8503-AFAG-2BUV|MWE Gold 850 V3|MPX-8503-AFAG-2EBUK,160.0,0,2,1,0,0,4,0,6,2
Gigabyte P450B,https://pcpartpicker.com/product/LZMTwP/gigabyte-p-b-450-w-80-bronze-certified-atx-power-supply-gp-p450b,ATX,bronze,450,false,Black,Gigabyte,GP-P450B,140.0,0,1,0,0,0,2,0,6,3
EVGA 400 N1,https://pcpartpicker.com/product/86M323/evga-400-n1-400-w-atx-power-supply-100-n1-0400-l1,ATX,,400,false,,EVGA,100-N1-0400-L1|100-N1-0400-L2,140.0,0,1,0,0,0,1,1,4,3
Silverstone SFX,https://pcpartpicker.com/product/vrH48d/silverstone-sfx-500-w-80-gold-certified-fully-modular-sfx-power-supply-sst-sx500-lg,SFX,gold,500,Full,Black,Silverstone,SST-SX500-LG|SX500-LG,130.0,0,1,0,0,0,2,0,3,2
EVGA SuperNOVA 750 G2,https://pcpartpicker.com/product/MfJwrH/evga-supernova-750-g2-750-w-80-gold-certified-fully-modular-atx-power-supply-220-g2-0750-xr,ATX,gold,750,Full,,EVGA,220-G2-0750-XR|220-G2-0750-X2|220-G2-0750-X3,180.0,0,2,0,0,0,4,0,9,4
Corsair RM750x SHIFT,https://pcpartpicker.com/product/8ZmNnQ/corsair-rm750x-shift-750-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020273-na,ATX,gold,750,Full / Side,White,Corsair,CP-9020273-NA|CP-9020273-UK|CP-9020273-AU|CP-9020273-EU,160.0,0,2,1,0,0,3,0,12,4
MSI MAG A750GLS PCIE5,https://pcpartpicker.com/product/CWCCmG/msi-mag-a750gls-pcie5-750-w-80-gold-certified-fully-modular-atx-power-supply-mag-a750gls-pcie5,ATX,gold,750,Full,Black,MSI,MAG A750GLS PCIE5,150.0,0,2,1,0,0,4,0,5,2
Asus ROG Thor P3 Hatsune Miku Edition,https://pcpartpicker.com/product/jbVfrH/asus-rog-thor-p3-hatsune-miku-edition-1200-w-80-platinum-certified-fully-modular-atx-power-supply-rog-thor-1200p3-miku,ATX,platinum,1200,Full,Blue / Pink,Asus,rog-thor-1200p3-miku|90YE00V6-B0NA00,190.0,0,2,1,0,0,4,0,7,6
Cooler Master V1300 Platinum,https://pcpartpicker.com/product/4GyV3C/cooler-master-v1300-platinum-1300-w-80-platinum-certified-fully-modular-atx-power-supply-mpz-d001-afbapv-us,ATX,platinum,1300,Full,Black,Cooler Master,MPZ-D001-AFBAPV-US|MPZ-D001-AFBAPV-AU|MPZ-D001-AFBAPV-WA|MPZ-D001-AFBAPV-WB|MPZ-D001-AFBAPV-WY|MPZ-D001-AFBAPV-WS|MPZ-D001-AFBAPV-WI|MPZ-D001-AFBAPV-WJ|MPZ-D001-AFBAPV-WU|MPZ-D001-AFBAPV-WW|MPZ-D001-AFBAPV-WT|MPZ-D001-AFBAPV-WK|MPZ-D001-AFBAPV-WE,201.0,0,2,0,0,0,12,0,16,8
Vetroo CP-PSU-VT-850W-SFX (BK),https://pcpartpicker.com/product/GtHp99/vetroo-cp-psu-vt-850w-sfx-bk-850-w-80-gold-certified-fully-modular-sfx-power-supply-cp-psu-vt-850w-sfx-bk,SFX,gold,850,Full,Black,Vetroo,CP-PSU-VT-850W-SFX (BK),100.0,0,2,1,0,0,4,0,4,3
MSI MEG Ai1300P PCIE5,https://pcpartpicker.com/product/JDGbt6/msi-meg-ai1300p-pcie5-1300-w-80-platinum-certified-fully-modular-atx-power-supply-meg-ai1300p-pcie5,ATX,platinum,1300,Full,Black / Copper,MSI,MEG Ai1300P PCIE5|306-7ZP4A11-CE0,160.0,0,2,1,0,0,8,0,16,4
be quiet! Pure Power 12,https://pcpartpicker.com/product/3LWJ7P/be-quiet-pure-power-12-650-w-80-gold-certified-atx-power-supply-bp002us,ATX,gold,650,false,Black,be quiet!,BP002US|BP002U2|BP002EU,160.0,1,1,1,0,0,2,0,5,1
SeaSonic FOCUS GX,https://pcpartpicker.com/product/97848d/seasonic-focus-gx-750-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-750,ATX,gold,750,Full,Black,SeaSonic,FOCUS-GX-750,140.0,0,2,0,0,0,4,0,10,3
MSI MAG A1250GL PCIE5,https://pcpartpicker.com/product/qxdG3C/msi-mag-a1250gl-pcie5-1250-w-80-gold-certified-fully-modular-atx-power-supply-mag-a1250gl-pcie5,ATX,gold,1250,Full,Black,MSI,MAG A1250GL PCIE5|306-7ZP9A11-CE0,150.0,0,2,1,0,0,4,0,12,4
Silverstone FX500-G,https://pcpartpicker.com/product/3288TW/silverstone-fx500-g-500-w-80-gold-certified-flex-atx-power-supply-sst-fx500-g,Flex ATX,gold,500,false,Black,Silverstone,SST-FX500-G,150.0,0,1,0,0,0,2,0,4,3
Gigabyte P650SS,https://pcpartpicker.com/product/cf3NnQ/gigabyte-p650ss-650-w-80-silver-certified-atx-power-supply-gp-p650ss,ATX,silver,650,false,Black,Gigabyte,GP-P650SS|GP-P650SS-UK|GP-P650SS-EU,140.0,0,2,0,0,0,2,0,5,3
Thermaltake Smart BM3,https://pcpartpicker.com/product/XmNYcf/thermaltake-smart-bm3-650-w-80-bronze-certified-semi-modular-atx-power-supply-ps-spd-0650mnfabu-3,ATX,bronze,650,Semi,Black,Thermaltake,PS-SPD-0650MNFABU-3|PS-SPD-0650MNFABE-3,140.0,0,2,1,0,0,4,0,6,7
SeaSonic CORE GX ATX 3 (2024),https://pcpartpicker.com/product/t7h2FT/seasonic-core-gx-atx-3-2024-850-w-80-gold-certified-fully-modular-atx-power-supply-core-atx-3-gx-850,ATX,gold,850,Full,Black,SeaSonic,CORE ATX 3 GX-850|CORE GX-850 ATX3|CORE GX-850-V2|CORE GX 850 ATX 3.1|SRP-CGX851-A5A32SF|CORE V2 GX-850 (ATX3),140.0,0,2,1,0,0,3,0,6,3
MSI MAG A650BE,https://pcpartpicker.com/product/yc26Mp/msi-mag-a650be-650-w-80-bronze-certified-semi-modular-atx-power-supply-mag-a650be,ATX,bronze,650,Semi,Black,MSI,MAG A650BE,140.0,0,2,0,0,0,2,0,6,3
SAMA GT,https://pcpartpicker.com/product/Wx9nTW/sama-gt-650-w-80-gold-certified-fully-modular-atx-power-supply-gt650-whgffxx1-us,ATX,gold,650,Full,White,SAMA,GT650-WHGFFXX1-US,140.0,0,2,1,0,0,2,0,6,2
Vida Lite,https://pcpartpicker.com/product/bQpQzy/vida-lite-500-w-atx-power-supply-aa-500-yy,ATX,,500,false,Black,Vida,AA-500-YY,140.0,0,1,0,0,0,0,0,6,3
Asus Prime AP-750G,https://pcpartpicker.com/product/zm7scf/asus-prime-ap-750g-750-w-80-gold-certified-fully-modular-atx-power-supply-ap-750g,ATX,gold,750,Full,White / Black,Asus,AP-750G|90YE00U1-B0NB00|90YE00U1-B0NA00|90YE00U1-BVAA00|ASUS Prime 750W Gold|90YE00U1-B0AA00,150.0,0,2,1,0,0,3,0,5,3
Corsair RM850x SHIFT,https://pcpartpicker.com/product/MgYmP6/corsair-rm850x-shift-850-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020252-na,ATX,gold,850,Full / Side,Black,Corsair,CP-9020252-NA|CP-9020252-UK|CP-9020252-EU|CP-9020252-AU,160.0,0,2,1,0,0,4,0,12,8
be quiet! Dark Power 14,https://pcpartpicker.com/product/43MXsY/be-quiet-dark-power-14-1000-w-80-titanium-certified-fully-modular-atx-power-supply-bp020us,ATX,titanium,1000,Full,Black,be quiet!,BP020US|BP020UK|BP020AU|BP020AR|BP020U2|BP020EU,175.0,0,2,1,0,0,4,0,13,2
Cooler Master MWE Gold 750 V3,https://pcpartpicker.com/product/2W26Mp/cooler-master-mwe-gold-750-v3-750-w-80-gold-certified-fully-modular-atx-power-supply-mpx-7503-afag-2buv,ATX,gold,750,Full,Black,Cooler Master,MPX-7503-AFAG-2BUV|MWE Gold 750 V3,160.0,0,2,1,0,0,4,0,6,2
Lian Li EDGE GOLD,https://pcpartpicker.com/product/H6sMnQ/lian-li-edge-gold-1000-w-80-gold-certified-fully-modular-atx-power-supply-eg1000g-black,ATX,gold,1000,Full,Black,Lian Li,EG1000G Black|EDGE GOLD 1000 Black|G9P.EG1000G.BH00.EU|EG1000G.BH|EG1000GB|EG1000G BH|EG1000G.B,182.0,0,2,1,0,0,5,0,10,6
Asus Prime AP-850G,https://pcpartpicker.com/product/BQLdnQ/asus-prime-ap-850g-850-w-80-gold-certified-fully-modular-atx-power-supply-ap-850g,ATX,gold,850,Full,White / Black,Asus,AP-850G|90YE00U0-B0NB00,150.0,0,2,1,0,0,3,0,5,3
Segotep GN,https://pcpartpicker.com/product/Tf3NnQ/segotep-gn-650-w-80-gold-certified-atx-power-supply-cp-psu-st-gn650,ATX,gold,650,false,Black,Segotep,CP-PSU-ST-GN650,160.0,0,2,0,0,0,4,0,6,5
Corsair AX1600i,https://pcpartpicker.com/product/cJbwrH/corsair-ax1600i-1600-w-80-titanium-certified-fully-modular-atx-power-supply-cp-9020087-na,ATX,titanium,1600,Full,,Corsair,CP-9020087-NA|CP-9020087-UK|CP-9020087-EU|CP-9020087-AU,200.0,0,2,0,0,0,10,0,16,9
ASRock Steel Legend SL-1000G,https://pcpartpicker.com/product/4jjRsY/asrock-steel-legend-sl-1000g-1000-w-80-gold-certified-fully-modular-atx-power-supply-sl-1000g,ATX,gold,1000,Full,Black,ASRock,SL-1000G|90-UXS100-GFGAAA|90-UXS100-GFEAAA,150.0,0,2,1,0,0,3,0,9,3
NZXT C1000 (2024),https://pcpartpicker.com/product/K6wmP6/nzxt-c1000-2024-1000-w-80-gold-certified-fully-modular-atx-power-supply-pa-0g2bb-us,ATX,gold,1000,Full,Black,NZXT,PA-0G2BB-US|PA-0G2BB-UK|PA-0G2BB-AU|PA-0G2BB-EU,160.0,0,2,1,0,0,3,0,12,4
SeaSonic VERTEX PX-1000,https://pcpartpicker.com/product/m72WGX/seasonic-vertex-px-1000-1000-w-80-platinum-certified-fully-modular-atx-power-supply-vertex-px-1000,ATX,platinum,1000,Full,Black / Silver,SeaSonic,VERTEX PX-1000,160.0,0,2,1,0,0,3,0,18,3
Asus TUF Gaming 750G,https://pcpartpicker.com/product/GrddnQ/asus-tuf-gaming-750g-750-w-80-gold-certified-fully-modular-atx-power-supply-90ye00s3-b0na00,ATX,gold,750,Full,Black,Asus,90YE00S3-B0NA00|TUF-GAMING-750G,150.0,0,2,1,0,0,3,0,5,4
Gigabyte UD-GM PG5,https://pcpartpicker.com/product/YDTZxr/gigabyte-ud-gm-pg5-750-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud750gm-pg5,ATX,gold,750,Full,Black,Gigabyte,GP-UD750GM PG5,140.0,0,2,1,0,0,4,0,8,3
Corsair SF750 (2018),https://pcpartpicker.com/product/nJrmP6/corsair-sf750-2018-750-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020186-na,SFX,platinum,750,Full,Black,Corsair,CP-9020186-NA|CP-9020186-EU|CP-9020186-UK|CP-9020186-AU,100.0,0,2,0,0,0,4,0,8,3
be quiet! Pure Power 12 M,https://pcpartpicker.com/product/FfFmP6/be-quiet-pure-power-12-m-1200-w-80-gold-certified-fully-modular-atx-power-supply-bn513,ATX,gold,1200,Full,Black,be quiet!,BN513|BN346|BN729,160.0,0,2,1,0,0,4,0,6,2
Corsair RM1000x SHIFT,https://pcpartpicker.com/product/kDvD4D/corsair-rm1000x-shift-1000-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020275-na,ATX,gold,1000,Full / Side,White,Corsair,CP-9020275-NA|CP-9020275-UK|CP-9020275-AU|CP-9020275-EU,160.0,0,2,1,0,0,7,0,16,8
Asus ROG LOKI,https://pcpartpicker.com/product/tmYmP6/asus-rog-loki-1000-w-80-platinum-certified-fully-modular-sfx-power-supply-90ye00n1-b0na00,SFX,platinum,1000,Full,Silver / Black,Asus,90YE00N1-B0NA00|ROG-LOKI-1000P-SFX-L-GAMING,125.0,0,2,1,0,0,3,0,6,4
ASRock Taichi TC-1650T,https://pcpartpicker.com/product/vYP8TW/asrock-taichi-tc-1650t-1650-w-80-titanium-certified-fully-modular-atx-power-supply-tc-1650t,ATX,titanium,1650,Full,Black / Silver,ASRock,TC-1650T,180.0,0,2,2,0,0,8,0,9,3
Corsair RM850x (2018),https://pcpartpicker.com/product/VgQG3C/corsair-rm850x-2018-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020180-na,ATX,gold,850,Full,Black,Corsair,CP-9020180-NA|CP-9020180-EU|CP-9020180-UK,160.0,0,2,0,0,0,6,0,10,2
Corsair HX1200 Platinum,https://pcpartpicker.com/product/f7L7YJ/corsair-hx1200-platinum-1200-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020140-na,ATX,platinum,1200,Full,,Corsair,CP-9020140-NA|CP-9020140-WW|CP-9020140-UK|CP-9020140-EU|CP-9020140-AU|CP-9020140-CN|CP-9020140-JP|CP-9020140-KR,200.0,0,2,0,0,0,8,0,16,8
Corsair CX550 (2017),https://pcpartpicker.com/product/FdRFf7/corsair-cx550-2017-550-w-80-bronze-certified-atx-power-supply-cp-9020121-na,ATX,bronze,550,false,,Corsair,CP-9020121-NA|CP-9020121-AU|CP-9020121-UK,140.0,0,1,0,0,0,2,0,5,4
be quiet! Straight Power 12,https://pcpartpicker.com/product/L7CZxr/be-quiet-straight-power-12-1200-w-80-platinum-certified-fully-modular-atx-power-supply-bn339,ATX,platinum,1200,Full,Black,be quiet!,BN339|BN739|BN517|BN734|BN744|BN749,180.0,0,2,2,0,0,4,0,9,2
be quiet! Pure Power 12 M,https://pcpartpicker.com/product/Yp9wrH/be-quiet-pure-power-12-m-750-w-80-gold-certified-fully-modular-atx-power-supply-bn504,ATX,gold,750,Full,Black,be quiet!,BN504|BN343|BN715,160.0,0,2,1,0,0,2,0,5,2
Cooler Master MWE Gold V3,https://pcpartpicker.com/product/x8y8TW/cooler-master-mwe-gold-v3-750-w-80-gold-certified-atx-power-supply-mpe-7506-acag-bus,ATX,gold,750,false,Black,Cooler Master,MPE-7506-ACAG-BUS|MPE-7506-ACAG-BEU|MPE-7506-ACAG-BUK|MPE-7506-ACAG-BAU,140.0,0,2,1,0,0,4,0,6,3
Thermaltake Toughpower GT,https://pcpartpicker.com/product/6hn9TW/thermaltake-toughpower-gt-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpt-0750fnfage-3,ATX,gold,750,Full,Beige,Thermaltake,PS-TPT-0750FNFAGE-3,140.0,0,2,1,0,0,4,0,6,4
be quiet! Dark Power Pro 13,https://pcpartpicker.com/product/hMCZxr/be-quiet-dark-power-pro-13-1300-w-80-titanium-certified-fully-modular-atx-power-supply-bn500,ATX,titanium,1300,Full,Black,be quiet!,BN500|BN711|BN941|BN939|BN331|BN750|BN998,200.0,0,2,2,0,0,6,0,16,5
Deepcool PL750D,https://pcpartpicker.com/product/xvtLrH/deepcool-pl750d-750-w-80-bronze-certified-atx-power-supply-r-pl750d-fc0b-us,ATX,bronze,750,false,Black,Deepcool,R-PL750D-FC0B-US|R-PL750D-FC0B-UK|R-PL750D-FC0B-WO|R-PL750D-FC0B-IN|R-PL750D-FC0B-EU|R-PL750D-FC0B-AU|R-PL750D-FC0B-JP,140.0,0,2,1,0,0,3,0,8,2
be quiet! Dark Power 14,https://pcpartpicker.com/product/YYtkcf/be-quiet-dark-power-14-850-w-80-titanium-certified-fully-modular-atx-power-supply-bp019us,ATX,titanium,850,Full,Black,be quiet!,BP019US|BP019JP|BP019AU|BP019UK|BP019EU|BP019U2|BP019AR,175.0,0,2,1,0,0,4,0,13,2
ASRock Steel Legend SL-750G,https://pcpartpicker.com/product/NDCZxr/asrock-steel-legend-sl-750g-750-w-80-gold-certified-fully-modular-atx-power-supply-sl-750g,ATX,gold,750,Full,Black,ASRock,SL-750G,150.0,0,2,1,0,0,2,0,3,3
be quiet! Dark Power 13,https://pcpartpicker.com/product/42FmP6/be-quiet-dark-power-13-850-w-80-titanium-certified-fully-modular-atx-power-supply-bn660,ATX,titanium,850,Full,Black,be quiet!,BN660|BN704|BN701|BN707|BN334,175.0,0,2,1,0,0,4,0,12,3
Corsair RM650 (2019),https://pcpartpicker.com/product/WxL48d/corsair-rm650-2019-650-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020194-na,ATX,gold,650,Full,Black,Corsair,CP-9020194-NA|CP-9020194-AU|CP-9020194-WW|CP-9020194-EU|CP-9020194-UK,160.0,0,2,0,0,0,4,0,6,4
be quiet! Straight Power 12,https://pcpartpicker.com/product/NyxxFT/be-quiet-straight-power-12-1000-w-80-platinum-certified-fully-modular-atx-power-supply-bn338,ATX,platinum,1000,Full,Black,be quiet!,BN338|BN733|BN743|BN747|BN739|BN516,160.0,0,2,1,0,0,4,0,9,2
SAMA GT,https://pcpartpicker.com/product/6YWmP6/sama-gt-750-w-80-gold-certified-fully-modular-atx-power-supply-gt750-bkgffxx1-us,ATX,gold,750,Full,Black,SAMA,GT750-BKGFFXX1-US,140.0,0,2,1,0,0,2,0,6,2
Thermaltake Toughpower GT,https://pcpartpicker.com/product/jXCZxr/thermaltake-toughpower-gt-850-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpt-0850fnfage-3,ATX,gold,850,Full,Beige,Thermaltake,PS-TPT-0850FNFAGE-3,140.0,0,2,1,0,0,4,0,6,4
NZXT C1200 (2024),https://pcpartpicker.com/product/QTLdnQ/nzxt-c1200-2024-1200-w-80-gold-certified-fully-modular-atx-power-supply-pa-2g2bb-us,ATX,gold,1200,Full,Black,NZXT,PA-2G2BB-US|PA-2G2BB-EU|PA-2G2BB-AU|PA-2G2BB-UK,160.0,0,2,1,0,0,3,0,12,4
Corsair CX650M (2025),https://pcpartpicker.com/product/3GwD4D/corsair-cx650m-2025-650-w-semi-modular-atx-power-supply-cp-9020310-na,ATX,,650,Semi,Black,Corsair,CP-9020310-NA,140.0,0,2,1,0,0,4,0,8,1
Silverstone FX600 Platinum,https://pcpartpicker.com/product/HH6p99/silverstone-fx600-platinum-600-w-flex-atx-power-supply-sst-fx600-pt,Flex ATX,,600,false,Black,Silverstone,SST-FX600-PT,150.0,0,2,0,0,0,2,0,4,3
EVGA SuperNOVA 850 GT,https://pcpartpicker.com/product/YF4Ycf/evga-supernova-850-gt-850-w-80-gold-certified-fully-modular-atx-power-supply-220-gt-0850-y1,ATX,gold,850,Full,Black,EVGA,220-GT-0850-Y1,150.0,0,2,0,0,0,7,0,9,3
SeaSonic Focus GX V4 ATX 3 (2024),https://pcpartpicker.com/product/zQ88TW/seasonic-focus-gx-atx-30-v4-2024-750-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-750-v4,ATX,gold,750,Full,Black,SeaSonic,FOCUS-GX-750-V4|Focus V4 GX-750,140.0,0,2,1,0,0,2,0,8,3
Cougar VTE,https://pcpartpicker.com/product/pLkj4D/cougar-vte-600w-80-bronze-certified-atx-power-supply-vte600,ATX,bronze,600,false,Black,Cougar,VTE600,,0,1,0,0,0,2,0,6,2
Corsair RM750,https://pcpartpicker.com/product/R4Gbt6/corsair-rm750-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020231-na,ATX,gold,750,Full,White / Black,Corsair,CP-9020231-NA|CP-9020231-UK|CP-9020231-AU,160.0,0,3,0,0,0,4,0,14,4
