name,part_url,rpm,color,size,manufacturer,part_number,height,supported_sockets,water_cooled_size,is_water_cooled
Deepcool CASTLE 360EX WHITE,https://pcpartpicker.com/product/62848d/deepcool-castle-360ex-white-644-cfm-liquid-cpu-cooler-dp-gs-h12w-csl360exwh,"500,1800",White / Black,360.0,Deepcool,DP-GS-H12W-CSL360EXWH|DP-GS-H12-CSL360EX-WH,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Thermaltake TOUGHAIR 510,https://pcpartpicker.com/product/RvQcCJ/thermaltake-5835-cfm-cpu-cooler-cl-p075-al12rg-a,"500,1200",Green,,Thermaltake,CL-P075-AL12RG-A,160.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Deepcool ASSASSIN III,https://pcpartpicker.com/product/YLsnTW/deepcool-assassin-iii-9037-cfm-cpu-cooler-assassin-iii,"400,1400",Black / Silver,,Deepcool,ASSASSIN III|DP-GS-MCH7-ASN-3,165.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Alpenföhn Glacier Water 360 High Speed,https://pcpartpicker.com/product/r3wypg/alpenfohn-glacier-water-360-high-speed-779-cfm-liquid-cpu-cooler-84000000182,"500,2200",Black,360.0,Alpenföhn,84000000182,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,360.0,True
Thermaltake TH420 V2 Ultra ARGB Sync,https://pcpartpicker.com/product/wG26Mp/thermaltake-th420-v2-ultra-argb-sync-8432-cfm-liquid-cpu-cooler-cl-w386-pl14sw-a,"500,2000",Black,420.0,Thermaltake,CL-W386-PL14SW-A,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,420.0,True
GAMDIAS AURA GL360 DIGITAL,https://pcpartpicker.com/product/2CKnTW/gamdias-aura-gl360-digital-7371-cfm-liquid-cpu-cooler-aura-gl360-digital-wh,"800,1800",White,360.0,GAMDIAS,AURA GL360 DIGITAL WH,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Vetroo V240,https://pcpartpicker.com/product/h2vD4D/vetroo-v240-52-cfm-liquid-cpu-cooler-vt-aio-v240-pk,"800,1800",Pink,240.0,Vetroo,VT-AIO-V240-PK|V240-Pink,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Thermaltake TH240 V2 Ultra ARGB Sync,https://pcpartpicker.com/product/n9RwrH/thermaltake-th240-v2-ultra-argb-sync-5705-cfm-liquid-cpu-cooler-cl-w383-pl12sw-a,"500,1800",Black,240.0,Thermaltake,CL-W383-PL12SW-A,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
GAMDIAS CHIONE E4,https://pcpartpicker.com/product/pFYfrH/gamdias-chione-e4-10028-cfm-liquid-cpu-cooler-e4-420-wh,"450,1800",White,420.0,GAMDIAS,E4-420 WH|CHIONE E4-420 WH,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,420.0,True
Deepcool AK400 G2,https://pcpartpicker.com/product/Y7Hp99/deepcool-ak400-g2-634-cfm-cpu-cooler-r-ak400g2-bknnmn-gjd,2200,Black / Brown,,Deepcool,R-AK400G2-BKNNMN-GJD,156.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Zalman CNPS9X Performa ARGB,https://pcpartpicker.com/product/hk7scf/zalman-cnps9x-performa-argb-6136-cfm-cpu-cooler-cnps9x-performa-argb-white,"700,1800",White,,Zalman,CNPS9X Performa ARGB White|CNPS9X Performa ARGB WH,157.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
TRYX PANORAMA ARGB (2024),https://pcpartpicker.com/product/gw9wrH/tryx-panorama-argb-9029-cfm-liquid-cpu-cooler-l-p280a-as2m-g0w,"500,1450",White,280.0,TRYX,L-P280A-AS2M-G0W|PANORAMA ARGB 280 White,116.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,280.0,True
ARCTIC Freezer A35,https://pcpartpicker.com/product/xDBG3C/arctic-freezer-a35-cpu-cooler-acfre00112a,"200,1800",Black / White,,ARCTIC,ACFRE00112A,158.0,AM4|AM5,,False
Jonsbo HX6250,https://pcpartpicker.com/product/p7hv6h/jonsbo-hx6250-902-cfm-cpu-cooler-hx6250,"400,1800",Black,,Jonsbo,HX6250,162.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Jonsbo CR-3000 ARGB,https://pcpartpicker.com/product/TgzXsY/jonsbo-cr-3000-argb-5948-cfm-cpu-cooler-cr-3000-argb-black,"600,1500",Black / Silver,,Jonsbo,CR-3000 ARGB Black,160.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Xilence I350PWM,https://pcpartpicker.com/product/rFV2FT/xilence-i350pwm-4425-cfm-cpu-cooler-xc232,"800,2500",Red / Black,,Xilence,XC232|I350PWM,70.0,LGA1700|LGA1851,,False
GameMax Sigma 550 Infinity,https://pcpartpicker.com/product/hf6NnQ/gamemax-sigma-550-infinity-5896-cfm-cpu-cooler-sigma-550-infinity-wh,"800,1800",White,,GameMax,Sigma 550 Infinity WH,153.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851,,False
Asus ROG Strix LC 360,https://pcpartpicker.com/product/zqbCmG/asus-rog-strix-lc-360-8095-cfm-liquid-cpu-cooler-rog-strix-lc-360,"800,2500",Black,360.0,Asus,ROG Strix LC 360|90RC0071-M0AAY0|90RC0070-M0UAY0,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,360.0,True
ID-COOLING SPACE LCD,https://pcpartpicker.com/product/jrBzK8/id-cooling-space-lcd-7616-cfm-liquid-cpu-cooler-sl240-xe,"500,1800",Black,240.0,ID-COOLING,SL240 XE,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
KOLINK Umbra Void,https://pcpartpicker.com/product/jvxxFT/kolink-umbra-void-652-cfm-liquid-cpu-cooler-pgw-cc-kol-005,2200,Black,360.0,KOLINK,PGW-CC-KOL-005|KL-UA360-WC,48.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Intel BXRTS2011LC,https://pcpartpicker.com/product/4pTmP6/intel-bxrts2011lc-74-cfm-liquid-cpu-cooler-bxrts2011lc,2200,,120.0,Intel,BXRTS2011LC,,LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,120.0,True
Cooler Master Hyper T4,https://pcpartpicker.com/product/Jsdqqs/cooler-master-cpu-cooler-rrt418pkr1,1800,,,Cooler Master,RR-T4-18PK-R1,152.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,,False
Corsair H110i GTX,https://pcpartpicker.com/product/Kn7CmG/corsair-h110i-gtx-10465-cfm-liquid-cpu-cooler-cw-9060020,2000,,280.0,Corsair,CW-9060020|CW-9060020-WW,,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,280.0,True
Corsair H75 2018,https://pcpartpicker.com/product/FYhKHx/corsair-h75-2018-64-cfm-liquid-cpu-cooler-cw-9060035-ww,1900,Black,120.0,Corsair,CW-9060035-WW,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA2011|LGA2011-3|LGA2066,120.0,True
Deepcool CASTLE 360EX,https://pcpartpicker.com/product/K4848d/deepcool-castle-360ex-644-cfm-liquid-cpu-cooler-castle-360ex,"500,1800",Black,360.0,Deepcool,CASTLE 360EX,,AM2|AM2+|AM3|AM3+|AM4|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Enermax ETS-T50 AXE ARGB,https://pcpartpicker.com/product/jj2bt6/enermax-ets-t50-axe-argb-7132-cfm-cpu-cooler-ets-t50a-bk-argb,"500,1600",Black,,Enermax,ETS-T50A-BK-ARGB,160.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Jonsbo TG-360,https://pcpartpicker.com/product/R4BFf7/jonsbo-tg-360-liquid-cpu-cooler-tg-360-white,"900,1800",White,360.0,Jonsbo,TG-360 White,85.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Thermaltake TH360 V2 Ultra EX ARGB Sync,https://pcpartpicker.com/product/zQbRsY/thermaltake-th360-v2-ultra-ex-argb-sync-liquid-cpu-cooler-cl-w415-pl12sw-a,,Black,360.0,Thermaltake,CL-W415-PL12SW-A,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Thermaltake TH420 ARGB Sync,https://pcpartpicker.com/product/w6XV3C/thermaltake-th420-argb-sync-8432-cfm-liquid-cpu-cooler-cl-w367-pl14sw-a,"500,1800",Black,420.0,Thermaltake,CL-W367-PL14SW-A|CL-W367-PL14SW-B,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,420.0,True
Xilence M403PRO,https://pcpartpicker.com/product/Kthv6h/xilence-m403pro-615-cfm-cpu-cooler-xc029,"500,1800",Red / Black,,Xilence,XC029|M403PRO,142.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
StarTech FAN1156PWM,https://pcpartpicker.com/product/gKjG3C/startech-cpu-cooler-fan1156pwm,"1000,3000",,,StarTech,FAN1156PWM,55.0,LGA1150|LGA1151|LGA1155|LGA1156|LGA1200,,False
Thermaltake TOUGHAIR 710,https://pcpartpicker.com/product/R388TW/thermaltake-toughair-710-8196-cfm-cpu-cooler-cl-p110-ca14gm-a,"300,1400",Gray,,Thermaltake,CL-P110-CA14GM-A,165.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Alphacool Eisbaer Pro Aurora,https://pcpartpicker.com/product/wRsV3C/alphacool-eisbaer-pro-aurora-6998-cfm-liquid-cpu-cooler-11771,,Black,360.0,Alphacool,11771,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2011-3 Narrow|LGA2066,360.0,True
Thermalright Macho Rev.B,https://pcpartpicker.com/product/4TCrxr/thermalright-macho-revb-736-cfm-cpu-cooler-macho-revb,"300,1300",,,Thermalright,Macho Rev.B|814256001052|HR-02 Macho Rev.B,162.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
GameMax Iceberg 240,https://pcpartpicker.com/product/Tf9tt6/gamemax-iceberg-240-75-cfm-liquid-cpu-cooler-iceberg240,"600,1800",Black,240.0,GameMax,ICEBERG240,,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,240.0,True
Thermalright Frost Spirit 140,https://pcpartpicker.com/product/ckwypg/thermalright-frost-spirit-140-778-cfm-cpu-cooler-frost-spirit-140,1500,Gray,,Thermalright,Frost Spirit 140|FS 140,158.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Thermaltake TOUGHLIQUID 360 EX Pro ARGB Sync,https://pcpartpicker.com/product/YktLrH/thermaltake-toughliquid-360-ex-pro-argb-sync-708-cfm-liquid-cpu-cooler-cl-w400-pl12bl-a,"500,2000",Black,360.0,Thermaltake,CL-W400-PL12BL-A,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Corsair H50,https://pcpartpicker.com/product/VF2kcf/corsair-h50-57-cfm-liquid-cpu-cooler-cwch50-1,1700,,120.0,Corsair,CWCH50-1,,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366,120.0,True
Deepcool CAPTAIN 240EX WHITE,https://pcpartpicker.com/product/Dz648d/deepcool-captain-240ex-white-15304-cfm-liquid-cpu-cooler-captain-240ex-white,"500,1800",,240.0,Deepcool,CAPTAIN 240EX WHITE|CAPTAIN 240 EX WHITE,,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
NZXT Kraken X42,https://pcpartpicker.com/product/8Lwqqs/nzxt-kraken-x42-liquid-cpu-cooler-rl-krx42-01,"500,1800",,140.0,NZXT,RL-KRX42-01,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,140.0,True
ARCTIC Freezer 34 eSports DUO,https://pcpartpicker.com/product/vWgzK8/arctic-freezer-34-esports-duo-cpu-cooler-acfre00063a,"200,2100",Green / Black,,ARCTIC,ACFRE00063A,157.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Silverstone HE02-V2,https://pcpartpicker.com/product/vbm323/silverstone-he02-v2-fanless-cpu-cooler-sst-he02-v2,,Silver,,Silverstone,SST-HE02-V2,160.0,AM2|AM2+|AM3|AM3+|AM4|sTR4|sTRX4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,,False
Lian Li Galahad AIO360 (2022),https://pcpartpicker.com/product/TPpzK8/lian-li-galahad-aio360-2022-6917-cfm-liquid-cpu-cooler-ga-360b-black,"800,1900",Black / Silver,360.0,Lian Li,GA-360B BLACK|GALAHAD 360 RGB BLACK V2,62.0,AM4|AM5|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Jonsbo CR-1400,https://pcpartpicker.com/product/7whv6h/jonsbo-cr-1400-36-cfm-cpu-cooler-cr-1400-argb-black,"900,2300",Black,,Jonsbo,CR-1400 ARGB Black,126.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Jonsbo HP400S,https://pcpartpicker.com/product/pcGhP6/jonsbo-hp400s-3818-cfm-cpu-cooler-hp400s,"900,2800",Blue / Silver,,Jonsbo,HP400S,40.0,AM4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
ID-COOLING FROZN A400 ARGB,https://pcpartpicker.com/product/HMYRsY/id-cooling-frozn-a400-argb-458-cfm-cpu-cooler-frozn-a400-argb,"600,2200",Black,,ID-COOLING,FROZN A400 ARGB,123.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
ID-COOLING IS-30A BLACK,https://pcpartpicker.com/product/ZTTZxr/id-cooling-is-30a-black-40-cfm-cpu-cooler-is-30a-black,"800,3600",Black,,ID-COOLING,IS-30A BLACK,30.0,AM4|AM5,,False
Thermalright Frozen Warframe,https://pcpartpicker.com/product/CxMMnQ/thermalright-frozen-warframe-7084-cfm-liquid-cpu-cooler-frozen-warframe-240-black,2000,Black,240.0,Thermalright,Frozen Warframe 240 BLACK,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
GameMax Ice Force,https://pcpartpicker.com/product/k89nTW/gamemax-ice-force-4435-cfm-cpu-cooler-gmx-ice-force-bk,"800,1600",Black,,GameMax,GMX-ICE-FORCE-BK,153.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851,,False
Thermaltake TH240 V2 Ultra ARGB Sync,https://pcpartpicker.com/product/tpFmP6/thermaltake-th240-v2-ultra-argb-sync-5705-cfm-liquid-cpu-cooler-cl-w404-pl12sw-a,"500,1800",White,240.0,Thermaltake,CL-W404-PL12SW-A,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Cooler Master MasterLiquid Atmos II,https://pcpartpicker.com/product/gqPv6h/cooler-master-masterliquid-atmos-ii-1414-cfm-liquid-cpu-cooler-mlx-d24m-a25sz-r1,"690,2500",Black,240.0,Cooler Master,MLX-D24M-A25SZ-R1,38.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
GameMax Gamma 500 ARGB,https://pcpartpicker.com/product/WskgXL/gamemax-gamma-500-argb-5118-cfm-cpu-cooler-gamma-500-argb,"1000,1800",Black / Silver,,GameMax,GAMMA 500-ARGB,153.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200,,False
Thermaltake TH120 ARGB Sync,https://pcpartpicker.com/product/p7LwrH/thermaltake-th120-argb-sync-5928-cfm-liquid-cpu-cooler-cl-w285-pl12sw-a,1500,Black,120.0,Thermaltake,CL-W285-PL12SW-A|CL-W285-PL12SW-B,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200,120.0,True
Cooler Master MasterLiquid ML360 Mirror,https://pcpartpicker.com/product/jJcRsY/cooler-master-masterliquid-ml360-mirror-liquid-cpu-cooler-mlx-d36m-a18pk-r1,"650,1800",Black,360.0,Cooler Master,MLX-D36M-A18PK-R1,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA2011|LGA2011-3|LGA2066,360.0,True
GAMDIAS CHIONE M4-240,https://pcpartpicker.com/product/KC26Mp/gamdias-chione-m4-240-6901-cfm-liquid-cpu-cooler-gd-chione-m4-240,"800,2000",Black,240.0,GAMDIAS,GD-CHIONE M4-240,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Rosewill RCX-Z90-AL,https://pcpartpicker.com/product/RyPfrH/rosewill-cpu-cooler-rcxz90al,"600,3000",,,Rosewill,RCX-Z90-AL,62.0,LGA775,,False
Xilence M403PRO.W.ARGB,https://pcpartpicker.com/product/kMhv6h/xilence-m403prowargb-615-cfm-cpu-cooler-xc229,"500,1800",White,,Xilence,XC229|M403PRO.W.ARGB,142.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Thermalright Frozen Vision 360,https://pcpartpicker.com/product/YZjRsY/thermalright-frozen-vision-360-69-cfm-liquid-cpu-cooler-frozen-vision-360-black,2150,Black,360.0,Thermalright,Frozen Vision 360 BLACK,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
ENDORFY Fortis 5 Black,https://pcpartpicker.com/product/x27MnQ/endorfy-fortis-5-black-cpu-cooler-ey3a013,,Black,,ENDORFY,EY3A013,159.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Gigabyte AORUS WATERFORCE X,https://pcpartpicker.com/product/TP8bt6/gigabyte-aorus-waterforce-x-8918-cfm-liquid-cpu-cooler-aorus-waterforce-x-280,2300,Black,280.0,Gigabyte,AORUS WATERFORCE X 280|GP-AORUS WATERFORCE X 280|GP-AWATERFORCEX280,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,280.0,True
KOLINK Umbra EX180,https://pcpartpicker.com/product/2jxxFT/kolink-umbra-ex180-736-cfm-cpu-cooler-pgw-cc-kol-001,"800,1800",Black,,KOLINK,PGW-CC-KOL-001|UMBRA-EX180-ARGB,157.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Deepcool LUCIFER K2,https://pcpartpicker.com/product/LzNypg/deepcool-cpu-cooler-luciferk2,"600,1800",,,Deepcool,LUCIFER K2,163.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,,False
Deepcool GAMMAXX GTE,https://pcpartpicker.com/product/cr8j4D/deepcool-gammaxx-gte-565-cfm-cpu-cooler-gammaxx-gte,"500,1500",Black / Silver,,Deepcool,GAMMAXX GTE|DP-MCH4-GMX-GTE,157.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,,False
be quiet! Pure Loop 280,https://pcpartpicker.com/product/4K6qqs/be-quiet-pure-loop-280-liquid-cpu-cooler-bw007,,Black,280.0,be quiet!,BW007,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,280.0,True
Gigabyte AORUS WATERFORCE 360,https://pcpartpicker.com/product/6cstt6/gigabyte-aorus-waterforce-360-liquid-cpu-cooler-gp-aorus-waterforce-360,"950,2150",Black,360.0,Gigabyte,GP-AORUS WATERFORCE 360|AORUS WATERFORCE 360,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
ID-COOLING IS-40X V3,https://pcpartpicker.com/product/TctLrH/id-cooling-is-40x-v3-46-cfm-cpu-cooler-is-40x-v3-white,"800,2800",White,,ID-COOLING,IS-40X V3 WHITE,45.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
PC Cooler DE360,https://pcpartpicker.com/product/gP26Mp/pc-cooler-de360-7186-cfm-liquid-cpu-cooler-d5-q360wwhnxx-gl,"600,1850",White,360.0,PC Cooler,D5-Q360WWHNXX-GL|DE360WH,55.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
PC Cooler RZ500,https://pcpartpicker.com/product/pCm2FT/pc-cooler-rz500-8673-cfm-cpu-cooler-rz500-bknwnx-gl,"500,2200",Black,,PC Cooler,RZ500-BKNWNX-GL|RZ500 BK,155.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
upHere UP1KC4,https://pcpartpicker.com/product/TLjv6h/uphere-up1kc4-682-cfm-cpu-cooler-up1kc4,"600,1650",Black,,upHere,UP1KC4|up1KC4 UK UG,155.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851,,False
Thermalright SI-100,https://pcpartpicker.com/product/NZJp99/thermalright-si-100-7237-cfm-cpu-cooler-si-100,2000,Gray,,Thermalright,SI-100|TR-SI-100,100.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Thermaltake Floe Riing RGB 240 TT Premium Edition,https://pcpartpicker.com/product/wXx9TW/thermaltake-floe-riing-rgb-240-tt-premium-edition-4234-cfm-liquid-cpu-cooler-cl-w157-pl12sw-a,"500,1400",,240.0,Thermaltake,CL-W157-PL12SW-A,,AM2|AM2+|AM3|AM3+|AM4|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,240.0,True
Thermaltake UX400,https://pcpartpicker.com/product/RZ2j4D/thermaltake-ux400-6272-cfm-cpu-cooler-cl-p149-al12bl-a,"700,1800",Black / Silver,,Thermaltake,CL-P149-AL12BL-A,152.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
