name,part_url,rpm,color,size,manufacturer,part_number,height,supported_sockets,water_cooled_size,is_water_cooled
Corsair iCUE H115i ELITE CAPELLIX,https://pcpartpicker.com/product/m3TzK8/corsair-icue-h115i-elite-capellix-97-cfm-liquid-cpu-cooler-cw-9060047-ww,2000,Black,280.0,Corsair,CW-9060047-WW,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,280.0,True
Alphacool Core Ocean T38,https://pcpartpicker.com/product/s8mNnQ/alphacool-core-ocean-t38-923-cfm-liquid-cpu-cooler-13054,,Black,420.0,Alphacool,13054,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,420.0,True
Deepcool LS720 SE WH,https://pcpartpicker.com/product/dWGhP6/deepcool-ls720-se-wh-8585-cfm-liquid-cpu-cooler-ls720-se-wh,"500,2250",White,360.0,Deepcool,LS720 SE WH|R-LS720-WHAMMM-G-1,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Corsair H80i v2,https://pcpartpicker.com/product/9FgPxr/corsair-h80i-v2-7069-cfm-liquid-cpu-cooler-cw-9060024-ww,2435,,120.0,Corsair,CW-9060024-WW|H80i V2,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,120.0,True
NZXT Kraken 280 RGB,https://pcpartpicker.com/product/JVwmP6/nzxt-kraken-280-rgb-9079-cfm-liquid-cpu-cooler-rl-kr280-w1,"500,1500",White,280.0,NZXT,RL-KR280-W1,56.0,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,280.0,True
Lian Li GALAHAD AIO 360 RGB UNI FAN SL120 EDITION,https://pcpartpicker.com/product/DN92FT/lian-li-galahad-aio-360-rgb-uni-fan-sl120-edition-5854-cfm-liquid-cpu-cooler-ga-360sla,"800,1900",White / Silver,360.0,Lian Li,GA-360SLA|Galahad AIO 360 SL v2 White|G89.GA360SLA.01,62.0,AM4|AM5|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Noctua NH-D15 G2 HBC,https://pcpartpicker.com/product/xvXV3C/noctua-nh-d15-g2-hbc-9158-cfm-cpu-cooler-nh-d15-g2-hbc,1500,Brown / Silver,,Noctua,NH-D15 G2 HBC,168.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Thermaltake ASTRIA 200 ARGB,https://pcpartpicker.com/product/dGZXsY/thermaltake-astria-200-argb-65-cfm-cpu-cooler-cl-p119-al12sw-a,"500,1800",Black,,Thermaltake,CL-P119-AL12SW-A,160.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Corsair H150,https://pcpartpicker.com/product/r3VmP6/corsair-h150-4773-cfm-liquid-cpu-cooler-cw-9060054-ww,1500,Black,360.0,Corsair,CW-9060054-WW,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
MSI MAG CORELIQUID C360,https://pcpartpicker.com/product/Jy7G3C/msi-mag-coreliquid-c360-7873-cfm-liquid-cpu-cooler-mag-coreliquid-c360,"500,2000",Black,360.0,MSI,MAG CORELIQUID C360|306-7ZW2R31-813|CLC360,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
NZXT T120,https://pcpartpicker.com/product/G2pzK8/nzxt-t120-7802-cfm-cpu-cooler-rc-tn120-w1,"500,1800",White,,NZXT,RC-TN120-W1,159.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Cooler Master MasterLiquid Lite 240,https://pcpartpicker.com/product/9gRFf7/cooler-master-masterliquid-lite-240-667-cfm-liquid-cpu-cooler-mlw-d24m-a20pw-r1,"650,2000",,240.0,Cooler Master,MLW-D24M-A20PW-R1,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,240.0,True
Corsair H100,https://pcpartpicker.com/product/khnypg/corsair-h100-4773-cfm-liquid-cpu-cooler-cw-9060053-ww,1500,Black,240.0,Corsair,CW-9060053-WW,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
CRYORIG H7,https://pcpartpicker.com/product/93Crxr/cryorig-h7-49-cfm-cpu-cooler-h7,"330,1600",,,CRYORIG,H7|CR-H7A,145.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200,,False
Thermalright Frost Commander 140 BLACK,https://pcpartpicker.com/product/jX7G3C/thermalright-frost-commander-140-black-955-cfm-cpu-cooler-fc-140-black,1800,Black,,Thermalright,FC 140 Black|FC140 BLACK-d3|FC140 BLACK-d6,158.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Thermaltake CLP0556,https://pcpartpicker.com/product/3HmLrH/thermaltake-cpu-cooler-clp0556,"1900,2300",,,Thermaltake,CLP0556,61.0,LGA1150|LGA1151|LGA1155|LGA1156|LGA1200,,False
Deepcool CASTLE 240EX A-RGB,https://pcpartpicker.com/product/dPrRsY/deepcool-castle-240ex-a-rgb-6934-cfm-liquid-cpu-cooler-dp-gs-h12w-csl240ex-ar,"500,1800",Black,240.0,Deepcool,DP-GS-H12W-CSL240EX-AR,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Thermalright Burst Assassin 120 Vision,https://pcpartpicker.com/product/MwVfrH/thermalright-burst-assassin-120-vision-6617-cfm-cpu-cooler-burst-assassin-120-vision-black,1500,Black,,Thermalright,Burst Assassin 120 Vision Black|BA120V-BLACK,156.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Corsair iCUE H100i ELITE CAPELLIX,https://pcpartpicker.com/product/99Tp99/corsair-icue-h100i-elite-capellix-75-cfm-liquid-cpu-cooler-cw-9060050-ww,2400,White,240.0,Corsair,CW-9060050-WW,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851,240.0,True
Ocypus Iota A62,https://pcpartpicker.com/product/rC26Mp/ocypus-iota-a62-77-cfm-cpu-cooler-iota-a62-bk,"500,2000",Black,,Ocypus,Iota A62 BK,158.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Corsair iCUE H100i ELITE LCD XT,https://pcpartpicker.com/product/WXLdnQ/corsair-icue-h100i-elite-lcd-xt-6557-cfm-liquid-cpu-cooler-cw-9060074-ww,"550,2100",Black,240.0,Corsair,CW-9060074-WW,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
TRYX PANORAMA ARGB (2024),https://pcpartpicker.com/product/NQTZxr/tryx-panorama-argb-6609-cfm-liquid-cpu-cooler-l-p240a-as2m-g0w,"500,1850",White,240.0,TRYX,L-P240A-AS2M-G0W|PANORAMA ARGB 240 White,116.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
DARKROCK DR-CPU-DT6-BK,https://pcpartpicker.com/product/tbxTwP/darkrock-dr-cpu-dt6-bk-cpu-cooler-dr-cpu-dt6-bk,"800,1600",Black,,DARKROCK,DR-CPU-DT6-BK,150.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Inter-Tech ALSEYE W90,https://pcpartpicker.com/product/2qHqqs/inter-tech-alseye-w90-5565-cfm-cpu-cooler-w90,3000,White / Black,,Inter-Tech,W90,82.0,LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Asus TUF Gaming LC III ARGB LCD,https://pcpartpicker.com/product/w8xTwP/asus-tuf-gaming-lc-iii-argb-lcd-9078-cfm-liquid-cpu-cooler-tuf-gaming-lc-iii-360-argb-lcd-white-edition,"650,2600",White,360.0,Asus,tuf-gaming-lc-iii-360-argb-lcd-white-edition/|90RC01A2-B0EAY0,67.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Cougar Poseidon Elite ARGB 360,https://pcpartpicker.com/product/JtpD4D/cougar-poseidon-elite-argb-360-6253-cfm-liquid-cpu-cooler-3mpsd3600001,"500,2200",Black,360.0,Cougar,3MPSD360.0001|CGR-PSDELRGB-B-360|Poseidon Elite ARGB 360,51.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851,360.0,True
Corsair iCUE H150i ELITE LCD,https://pcpartpicker.com/product/GLjBD3/corsair-icue-h150i-elite-lcd-581-cfm-liquid-cpu-cooler-cw-9060062-ww,"450,2000",Black,360.0,Corsair,CW-9060062-WW,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Cooler Master MASTERLIQUID ML120L RGB V2,https://pcpartpicker.com/product/4TpmP6/cooler-master-masterliquid-ml120l-rgb-v2-6559-cfm-liquid-cpu-cooler-mlw-d12m-a18pc-r2,"650,1800",Black,120.0,Cooler Master,MLW-D12M-A18PC-R2,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,120.0,True
Thermaltake MAGFloe 360 Ultra ARGB Sync,https://pcpartpicker.com/product/984Pxr/thermaltake-magfloe-360-ultra-argb-sync-5711-cfm-liquid-cpu-cooler-cl-w433-pl12sw-a,"500,2000",White,360.0,Thermaltake,CL-W433-PL12SW-A,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Deepcool LE240 V2,https://pcpartpicker.com/product/cxNscf/deepcool-le240-v2-7589-cfm-liquid-cpu-cooler-r-le240-whammn-g-2,"500,2100",White,240.0,Deepcool,R-LE240-WHAMMN-G-2,65.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
Cooler Master MasterLiquid ML360L ARGB V2,https://pcpartpicker.com/product/jpPQzy/cooler-master-masterliquid-ml360l-argb-v2-62-cfm-liquid-cpu-cooler-mlw-d36m-a18pa-r2,"650,1800",Black,360.0,Cooler Master,MLW-D36M-A18PA-R2|MLW-D36M-A18PA-WS,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Deepcool AG400 ARGB,https://pcpartpicker.com/product/jqkH99/deepcool-ag400-argb-7589-cfm-cpu-cooler-r-ag400-bkanmc-g-1,"500,2000",Black / Silver,,Deepcool,R-AG400-BKANMC-G-1,150.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Antec Symphony ARGB,https://pcpartpicker.com/product/YcGhP6/antec-symphony-argb-72-cfm-liquid-cpu-cooler-0-761345-74042-5,"800,1600",White,360.0,Antec,0-761345-74042-5,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
ENDORFY Fera 5 Black,https://pcpartpicker.com/product/m3tkcf/endorfy-fera-5-black-cpu-cooler-ey3a011,"250,1800",Black,,ENDORFY,EY3A011,155.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
ID-COOLING SL360,https://pcpartpicker.com/product/z9XV3C/id-cooling-sl360-78-cfm-liquid-cpu-cooler-sl360,"500,2000",Black,360.0,ID-COOLING,SL360,58.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Cooler Master MasterLiquid 360 Ion,https://pcpartpicker.com/product/9xwmP6/cooler-master-masterliquid-360-ion-752-cfm-liquid-cpu-cooler-mly-d36m-a24pz-r1,,Black,360.0,Cooler Master,MLY-D36M-A24PZ-R1,66.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Thermalright Frozen Warframe PRO ARGB,https://pcpartpicker.com/product/rNJp99/thermalright-frozen-warframe-pro-argb-7084-cfm-liquid-cpu-cooler-frozen-warframe-pro-360-white-argb,2000,White / Blue,360.0,Thermalright,Frozen Warframe PRO 360 WHITE ARGB|814256017879,60.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Phanteks GLACIER ONE 420D30,https://pcpartpicker.com/product/JD7scf/phanteks-glacier-one-420d30-7193-cfm-liquid-cpu-cooler-ph-go420d30_dbk01,"250,1800",Black,420.0,Phanteks,PH-GO420D30_DBK01,51.0,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,420.0,True
GAMDIAS BOREAS E1,https://pcpartpicker.com/product/ZDM48d/gamdias-boreas-e1-702-cfm-cpu-cooler-boreas-e1-410,"800,2000",Black / Silver,,GAMDIAS,BOREAS E1-410,154.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Alphacool Core Ocean T38,https://pcpartpicker.com/product/wq9wrH/alphacool-core-ocean-t38-628-cfm-liquid-cpu-cooler-13050,,Black,120.0,Alphacool,13050,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,120.0,True
be quiet! Light Loop,https://pcpartpicker.com/product/s6YRsY/be-quiet-light-loop-liquid-cpu-cooler-bw021,"1500,2900",White,240.0,be quiet!,BW021,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
NZXT Kraken X73 RGB,https://pcpartpicker.com/product/sPjNnQ/nzxt-kraken-x73-rgb-5244-cfm-liquid-cpu-cooler-rl-krx73-r1,"500,1500",Black,360.0,NZXT,RL-KRX73-R1,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Deepcool GAMMAXX GTE V2,https://pcpartpicker.com/product/fNLwrH/deepcool-gammaxx-gte-v2-645-cfm-cpu-cooler-dp-mch4-gmx-gtev2,"500,1650",Black / White,,Deepcool,DP-MCH4-GMX-GTEV2,158.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851,,False
Deepcool AK500S DIGITAL,https://pcpartpicker.com/product/WkjRsY/deepcool-ak500s-digital-6899-cfm-cpu-cooler-r-ak500s-bkadmn-g,"500,1850",Black,,Deepcool,R-AK500S-BKADMN-G|AK500S DIGITAL|AK500S Digital-AMAZON,160.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Asus ROG Ryujin III,https://pcpartpicker.com/product/43grxr/asus-rog-ryujin-iii-7007-cfm-liquid-cpu-cooler-rog-ryujin-iii-240-argb-wht,"600,2200",White,240.0,Asus,ROG RYUJIN III 240 ARGB WHT|90RC00K2-M0UAY0|90RC00K2-M0AAY0,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
Cooler Master MasterLiquid ML360L ARGB V2,https://pcpartpicker.com/product/BZbTwP/cooler-master-masterliquid-ml360l-argb-v2-62-cfm-liquid-cpu-cooler-mlw-d36m-a18pw-rw,"650,1800",White,360.0,Cooler Master,MLW-D36M-A18PW-RW,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Thermaltake MAGFloe 360 Ultra ARGB Sync,https://pcpartpicker.com/product/RFKnTW/thermaltake-magfloe-360-ultra-argb-sync-5711-cfm-liquid-cpu-cooler-cl-w432-pl12sw-a,"500,2000",Black,360.0,Thermaltake,CL-W432-PL12SW-A,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Lian Li HydroShift LCD 360TL RGB,https://pcpartpicker.com/product/2TQKHx/lian-li-hydroshift-lcd-360tl-rgb-799-cfm-liquid-cpu-cooler-hslcd36tw,"200,2600",White,360.0,Lian Li,HSLCD36TW,59.0,AM4|AM5|LGA1700|LGA1851,360.0,True
Corsair iCUE LINK H170i RGB,https://pcpartpicker.com/product/yCrqqs/corsair-icue-link-h170i-rgb-825-cfm-liquid-cpu-cooler-cw-9061004-ww,"400,2000",Black,420.0,Corsair,CW-9061004-WW,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,420.0,True
Noctua NH-U12S SE-AM4,https://pcpartpicker.com/product/7dTrxr/noctua-nh-u12s-se-am4-cpu-cooler-nh-u12s-se-am4,"300,1500",,,Noctua,NH-U12S SE-AM4,158.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Alphacool Eisbaer Aurora 420,https://pcpartpicker.com/product/2dzFf7/alphacool-eisbaer-aurora-420-418-cfm-liquid-cpu-cooler-11731,"600,1500",Black,420.0,Alphacool,11731,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,420.0,True
Corsair H115i PRO,https://pcpartpicker.com/product/W6RzK8/corsair-h115i-pro-554-cfm-liquid-cpu-cooler-cw-9060032-ww,1200,,280.0,Corsair,CW-9060032-WW,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,280.0,True
Cooler Master MasterLiquid ML240R RGB,https://pcpartpicker.com/product/Vx22FT/cooler-master-masterliquid-ml240r-rgb-667-cfm-liquid-cpu-cooler-mlx-d24m-a20pc-r1,"650,2000",,240.0,Cooler Master,MLX-D24M-A20PC-R1,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
ARCTIC Liquid Freezer 360,https://pcpartpicker.com/product/4Qhj4D/arctic-liquid-freezer-360-74-cfm-liquid-cpu-cooler-acfre00022a,"500,1350",,360.0,ARCTIC,ACFRE00022A,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA2011|LGA2011-3|LGA2066,360.0,True
EK AIO 240 D-RGB,https://pcpartpicker.com/product/svkgXL/ek-aio-240-d-rgb-6604-cfm-liquid-cpu-cooler-ek-aio-240-d-rgb,"450,2600",Black,240.0,EK,EK-AIO 240 D-RGB|3831109815830,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Lian Li Galahad II LCD,https://pcpartpicker.com/product/4mWJ7P/lian-li-galahad-ii-lcd-897-cfm-liquid-cpu-cooler-ga2alcd28b,"300,1550",Black,280.0,Lian Li,GA2ALCD28B,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,280.0,True
BitFenix Cube ARGB,https://pcpartpicker.com/product/7V9wrH/bitfenix-cube-argb-60-cfm-liquid-cpu-cooler-bfw-aio-240-bb27a-rp,2000,Black,240.0,BitFenix,BFW-AIO-240-BB27A-RP,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
ENDORFY Fortis 5 Dual Fan,https://pcpartpicker.com/product/wbHqqs/endorfy-fortis-5-dual-fan-cpu-cooler-ey3a009,"250,1400",Black / Silver,,ENDORFY,EY3A009,159.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
EVGA CLCx 360,https://pcpartpicker.com/product/DGKKHx/evga-clcx-360-7315-cfm-liquid-cpu-cooler-400-hy-cx36-v1,,Black,360.0,EVGA,400-HY-CX36-V1,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Thermalright Elite Vision 360 ARGB,https://pcpartpicker.com/product/vHYRsY/thermalright-elite-vision-360-argb-69-cfm-liquid-cpu-cooler-elite-vision-360-black-argb,2150,Black,360.0,Thermalright,Elite Vision 360 BLACK ARGB|EV360 ARGB BLACK D6-Y,63.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Thermaltake TH420 V2 Ultra EX ARGB Sync,https://pcpartpicker.com/product/TQbRsY/thermaltake-th420-v2-ultra-ex-argb-sync-903-cfm-liquid-cpu-cooler-cl-w417-pl14sw-a,"500,2000",Black,420.0,Thermaltake,CL-W417-PL14SW-A,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,420.0,True
Ocypus Iota A40,https://pcpartpicker.com/product/b6cgXL/ocypus-iota-a40-cpu-cooler-iota-a40-bk,"500,2000",Black,,Ocypus,Iota A40 BK,157.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
be quiet! Shadow Rock LP,https://pcpartpicker.com/product/9FGj4D/be-quiet-shadow-rock-lp-514-cfm-cpu-cooler-bk002,1500,,,be quiet!,BK002,75.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
ARCTIC Freezer 34 eSports DUO,https://pcpartpicker.com/product/PxtKHx/arctic-freezer-34-esports-duo-cpu-cooler-acfre00075a,"200,2100",Black / Gray,,ARCTIC,ACFRE00075A,157.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Deepcool Castle 240 RGB V2,https://pcpartpicker.com/product/tnn8TW/deepcool-castle-240-rgb-v2-6934-cfm-liquid-cpu-cooler-dp-gs-h12ar-csl240v2,"500,1800",Black,240.0,Deepcool,DP-GS-H12AR-CSL240V2,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Jonsbo TG-360,https://pcpartpicker.com/product/3RgZxr/jonsbo-tg-360-liquid-cpu-cooler-tg-360-black,"900,1800",Black,360.0,Jonsbo,TG-360 Black,85.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Cooler Master Hyper 212 Black Edition,https://pcpartpicker.com/product/xfcG3C/cooler-master-hyper-212-black-edition-42-cfm-cpu-cooler-rr-212s-20pk-r2,"800,2000",,,Cooler Master,RR-212S-20PK-R2,159.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
ARCTIC Liquid Freezer II 360 A-RGB,https://pcpartpicker.com/product/y7wypg/arctic-liquid-freezer-ii-360-a-rgb-488-cfm-liquid-cpu-cooler-acfre00101a,"200,1800",Black / Gray,360.0,ARCTIC,ACFRE00101A,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Cooler Master MasterLiquid ML240L ARGB V2,https://pcpartpicker.com/product/27NxFT/cooler-master-masterliquid-ml240l-argb-v2-62-cfm-liquid-cpu-cooler-mlw-d24m-a18pa-r2,"650,1800",Black,240.0,Cooler Master,MLW-D24M-A18PA-R2,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Lian Li Galahad II LCD,https://pcpartpicker.com/product/ft4Zxr/lian-li-galahad-ii-lcd-897-cfm-liquid-cpu-cooler-ga2alcd28w,"300,1550",White,280.0,Lian Li,GA2ALCD28W,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,280.0,True
